GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00006597	1275	8	1	2	2	1	9	4
WBGene00165580	21	0	0	0	0	0	2	0
WBGene00165571	21	0	0	1	0	0	0	0
WBGene00168433	21	0	0	0	0	0	0	0
WBGene00047819	21	0	2	0	0	0	0	0
WBGene00047719	21	0	0	0	0	0	0	0
WBGene00046346	21	0	0	0	0	0	0	0
WBGene00046784	21	0	0	0	0	0	0	2
WBGene00165262	21	0	11	0	0	0	0	0
WBGene00045829	21	0	11	0	0	0	0	0
WBGene00050811	21	0	0	0	1	0	0	0
WBGene00048732	21	0	0	0	0	0	0	0
WBGene00050292	21	0	0	0	0	0	0	1
WBGene00001190	2350	94	242	43	53	28	49	79
WBGene00048482	21	0	0	0	0	0	0	0
WBGene00046888	21	0	0	1	0	0	1	0
WBGene00174400	21	0	0	1	0	0	1	0
WBGene00167127	21	0	0	0	0	0	0	0
WBGene00047979	21	0	0	0	0	0	0	0
WBGene00167354	21	0	0	3	0	0	1	0
WBGene00047545	21	0	0	0	0	0	0	0
WBGene00047769	21	0	0	0	0	0	0	0
WBGene00166421	21	0	0	0	0	0	0	0
WBGene00171371	21	0	0	0	0	0	1	0
WBGene00048232	21	0	0	0	0	0	1	0
WBGene00169967	21	0	0	0	0	0	0	0
WBGene00045736	21	0	0	0	0	0	0	0
WBGene00170544	21	0	0	0	0	0	0	0
WBGene00046191	21	0	0	0	0	0	0	0
WBGene00170955	21	0	0	0	0	0	0	0
WBGene00045758	21	0	0	0	0	0	0	1
WBGene00165974	21	0	1	0	0	0	0	1
WBGene00045811	21	0	0	0	0	0	0	0
WBGene00050110	21	0	0	0	0	0	0	0
WBGene00169023	21	0	0	0	0	0	0	1
WBGene00170209	21	0	0	0	0	0	0	0
WBGene00171314	21	0	0	1	0	0	0	0
WBGene00048586	21	0	0	0	0	0	4	2
WBGene00172810	21	0	0	0	0	0	4	2
WBGene00045785	21	0	0	0	0	0	0	0
WBGene00047840	21	0	0	0	0	0	0	0
WBGene00169950	21	0	0	0	0	0	0	1
WBGene00046751	21	0	0	0	0	0	0	0
WBGene00047398	21	1	0	0	0	0	0	0
WBGene00169875	21	0	0	0	0	0	0	1
WBGene00170447	21	0	0	0	0	0	0	0
WBGene00166468	21	0	0	0	0	0	0	0
WBGene00047736	21	0	0	0	0	0	0	0
WBGene00045913	21	1	0	0	0	0	0	0
WBGene00045951	21	1	0	0	0	0	0	0
WBGene00050702	21	0	0	0	0	0	0	0
WBGene00165878	21	0	0	0	0	0	0	0
WBGene00172345	21	0	0	0	0	0	1	1
WBGene00169043	21	0	2	0	0	0	1	1
WBGene00050093	21	0	2	0	0	0	0	1
WBGene00047055	21	0	0	0	0	0	0	0
WBGene00173984	21	0	0	0	0	1	0	0
WBGene00171098	21	0	0	0	0	0	2	0
WBGene00168319	21	0	0	0	0	0	0	0
WBGene00168832	21	3	0	1	0	2	0	0
WBGene00047902	21	0	0	0	0	0	0	0
WBGene00045798	21	0	0	0	0	0	0	0
WBGene00165623	21	0	0	0	0	0	0	0
WBGene00166526	21	0	0	0	0	0	1	0
WBGene00049276	21	0	0	0	0	0	0	0
WBGene00173267	21	0	0	0	0	0	0	0
WBGene00049178	21	0	0	0	0	0	0	0
WBGene00050250	21	0	0	0	0	0	0	0
WBGene00049129	21	0	0	0	0	0	0	0
WBGene00170211	21	0	0	0	0	0	0	0
WBGene00171528	21	0	0	0	0	0	0	0
WBGene00167417	21	0	0	0	0	0	0	0
WBGene00165450	21	0	1	0	0	0	2	2
WBGene00171101	21	0	0	0	0	0	1	0
WBGene00048929	21	0	0	0	0	0	0	0
WBGene00168964	21	0	0	0	0	0	1	0
WBGene00166013	21	0	0	0	0	0	0	0
WBGene00168851	21	0	0	0	0	0	0	0
WBGene00174969	21	0	0	0	0	0	0	0
WBGene00048663	21	0	0	0	0	0	0	0
WBGene00166196	21	0	0	0	0	0	0	0
WBGene00167441	21	0	0	0	0	0	0	0
WBGene00174871	21	0	0	0	0	0	0	0
WBGene00169367	21	0	0	0	0	0	0	0
WBGene00050294	21	0	0	0	0	0	1	1
WBGene00045526	21	0	0	0	0	0	0	0
WBGene00049925	21	5	2	2	0	1	1	1
WBGene00048750	21	0	0	0	0	0	0	0
WBGene00048217	21	0	0	0	0	0	0	0
WBGene00167771	21	0	0	1	0	0	2	0
WBGene00173146	21	0	0	1	1	1	0	0
WBGene00174446	21	0	0	1	1	1	0	0
WBGene00167960	21	0	0	1	1	1	0	0
WBGene00167130	21	0	0	0	0	0	0	0
WBGene00165973	21	0	0	0	0	0	0	0
WBGene00169376	21	0	0	0	0	0	0	0
WBGene00048711	21	0	0	0	0	0	5	3
WBGene00047416	21	0	0	0	0	0	0	1
WBGene00172090	21	0	0	0	0	0	0	0
WBGene00048115	21	0	0	0	0	0	2	1
WBGene00171420	21	0	0	1	0	0	1	1
WBGene00173874	21	0	0	1	0	0	1	1
WBGene00050567	21	0	0	0	0	0	0	0
WBGene00049756	21	0	0	0	0	0	0	0
WBGene00048199	21	1	0	0	2	0	1	1
WBGene00174688	21	1	0	0	2	0	1	1
WBGene00048468	21	0	5	0	1	0	9	2
WBGene00172452	21	0	0	0	0	0	1	0
WBGene00046310	21	0	0	0	0	0	0	0
WBGene00173162	21	0	0	0	0	0	0	0
WBGene00048696	21	0	0	0	0	0	0	0
WBGene00166913	21	0	0	0	0	0	0	0
WBGene00172006	21	0	0	0	0	0	0	0
WBGene00049217	21	0	0	0	0	0	0	0
WBGene00169200	21	0	0	0	0	0	1	0
WBGene00171958	21	0	0	0	0	0	0	1
WBGene00047379	21	0	0	0	0	0	0	0
WBGene00169261	21	0	0	0	0	0	0	0
WBGene00166596	21	0	0	0	0	0	0	0
WBGene00046468	21	0	2	0	0	0	0	0
WBGene00167932	21	0	0	0	0	0	0	0
WBGene00199798	87	0	0	1	1	0	1	1
WBGene00014563	72	1092	54	50	45	56	451	120
WBGene00005810	1194	3	2	0	1	2	3	3
WBGene00166137	21	0	0	0	0	0	0	0
WBGene00165456	21	0	1	0	0	0	5	1
WBGene00166209	21	0	0	0	0	0	0	0
WBGene00165397	21	0	0	0	0	0	0	0
WBGene00169045	21	0	0	0	0	0	0	0
WBGene00012542	1518	2	8	1	2	1	13	8
WBGene00048562	21	0	0	0	0	0	0	3
WBGene00047353	21	0	0	0	0	0	0	0
WBGene00166599	21	0	0	0	0	0	0	0
WBGene00174323	21	0	0	1	0	0	1	2
WBGene00048005	21	0	1	0	0	0	1	0
WBGene00173808	21	0	0	0	0	0	0	0
WBGene00166876	21	0	0	0	0	0	0	0
WBGene00171157	21	0	0	0	0	0	0	0
WBGene00012541	1428	7	0	0	2	1	11	21
WBGene00048762	21	0	1	0	0	0	1	1
WBGene00048262	21	0	0	0	0	0	0	0
WBGene00171849	21	0	0	0	0	0	1	1
WBGene00167012	21	0	0	0	0	0	0	0
WBGene00167170	21	0	0	0	0	0	0	0
WBGene00171028	21	0	0	0	0	0	0	0
WBGene00048853	21	0	0	0	0	0	0	0
WBGene00045709	21	0	0	0	0	0	0	0
WBGene00170524	21	0	0	0	0	0	0	0
WBGene00174120	21	0	0	0	0	0	0	0
WBGene00045819	21	0	0	0	0	0	0	1
WBGene00049342	21	0	0	0	0	0	0	1
WBGene00171574	21	0	0	0	0	0	0	0
WBGene00167232	21	0	0	0	0	0	0	0
WBGene00170695	21	0	0	0	0	0	0	0
WBGene00170293	21	0	0	0	0	0	0	1
WBGene00174520	21	0	0	0	0	0	0	0
WBGene00171195	21	0	0	0	0	0	0	0
WBGene00169534	21	0	0	0	0	0	0	0
WBGene00048422	21	0	0	0	0	0	0	0
WBGene00170742	21	0	0	0	0	0	0	0
WBGene00168631	21	0	0	0	0	0	0	0
WBGene00169542	21	0	0	0	0	0	0	0
WBGene00171115	21	0	0	0	0	0	0	0
WBGene00049592	21	0	0	0	0	0	0	0
WBGene00165395	21	0	0	0	0	0	0	0
WBGene00049466	21	8	0	1	2	3	0	0
WBGene00166780	21	0	0	0	0	0	0	2
WBGene00168157	21	0	0	0	0	0	0	0
WBGene00170286	21	0	0	0	0	0	0	3
WBGene00048917	21	0	0	0	0	0	0	3
WBGene00048962	21	0	0	0	0	0	0	3
WBGene00172442	21	0	0	0	0	0	0	0
WBGene00047826	21	0	0	0	0	0	0	0
WBGene00167363	21	0	0	0	0	0	0	0
WBGene00171294	21	0	0	0	0	0	0	0
WBGene00049473	21	0	0	0	0	0	0	0
WBGene00045661	21	0	0	0	0	0	0	0
WBGene00168645	21	0	0	0	0	0	2	3
WBGene00166813	21	0	0	0	0	0	1	3
WBGene00173020	21	0	0	0	0	0	1	3
WBGene00047150	21	0	0	0	0	0	0	0
WBGene00174935	21	0	1	0	0	0	1	0
WBGene00049091	21	0	1	0	0	0	1	0
WBGene00046640	21	0	0	0	0	0	0	0
WBGene00048719	21	0	0	0	0	0	1	2
WBGene00048530	21	0	0	0	0	0	0	0
WBGene00047831	21	1	3	0	0	0	1	3
WBGene00172975	21	0	3	0	0	0	1	1
WBGene00050385	21	0	3	0	0	0	1	1
WBGene00167465	21	0	0	0	1	0	0	0
WBGene00047427	21	0	0	0	0	0	0	0
WBGene00168716	21	0	0	0	0	0	0	0
WBGene00045896	21	0	0	0	0	0	0	0
WBGene00046894	21	0	0	0	0	0	1	2
WBGene00172742	21	0	0	0	0	0	1	0
WBGene00167642	21	0	0	0	1	0	1	2
WBGene00172621	21	1	0	0	0	0	0	0
WBGene00198798	196	1	12	0	0	0	1	3
WBGene00201963	80	0	2	0	0	0	2	8
WBGene00200911	122	1	28	0	0	0	9	5
WBGene00196813	82	0	0	0	0	0	0	3
WBGene00195705	448	11	211	30	30	31	740	1541
WBGene00198933	298	1	38	0	0	0	8	6
WBGene00199919	149	2	1	0	0	2	11	16
WBGene00003280	100	126	466	23	33	34	882	796
WBGene00047916	21	0	10	0	0	0	92	106
WBGene00050197	21	0	3	0	0	0	18	32
WBGene00050020	21	0	0	0	0	0	1	0
WBGene00170135	21	0	0	0	0	0	1	0
WBGene00173390	21	0	14	0	0	0	17	16
WBGene00165701	21	0	0	0	0	0	0	0
WBGene00049942	21	0	0	0	0	0	0	0
WBGene00046922	21	0	0	0	0	0	0	0
WBGene00173623	21	0	1	0	0	0	3	9
WBGene00173220	21	0	1	0	0	0	0	9
WBGene00174594	21	0	1	0	0	0	0	9
WBGene00168960	21	0	0	0	0	0	0	0
WBGene00049180	21	0	0	0	0	0	0	0
WBGene00050206	21	0	9	0	0	0	12	21
WBGene00173219	21	0	0	0	0	0	0	0
WBGene00171611	21	0	0	0	0	0	0	0
WBGene00172925	21	0	0	0	0	0	3	6
WBGene00171269	21	0	1	0	0	0	6	7
WBGene00174840	21	0	0	0	0	0	0	0
WBGene00046072	21	0	6	0	0	0	6	5
WBGene00050382	21	0	0	0	0	0	0	0
WBGene00165794	21	0	0	0	0	0	0	0
WBGene00166248	21	1	0	0	0	0	0	0
WBGene00046681	21	1	0	0	0	0	0	0
WBGene00174675	21	0	0	0	0	0	0	1
WBGene00173570	21	0	0	0	0	0	0	0
WBGene00048282	21	0	0	0	0	0	0	0
WBGene00047512	21	0	0	0	0	0	1	0
WBGene00168367	21	0	0	0	0	0	1	0
WBGene00045569	21	0	0	0	0	0	0	0
WBGene00050150	21	0	0	0	0	0	0	0
WBGene00172173	21	0	1	0	0	0	6	6
WBGene00167430	21	0	0	0	0	0	0	0
WBGene00172970	21	0	0	0	0	0	4	2
WBGene00047308	21	0	0	0	0	0	0	0
WBGene00170063	21	0	0	0	0	0	0	0
WBGene00165228	21	0	0	0	0	0	0	0
WBGene00170075	21	0	0	0	0	0	0	0
WBGene00047025	21	0	0	0	0	0	0	0
WBGene00050542	21	0	0	0	0	0	3	1
WBGene00046562	21	0	0	0	0	0	0	0
WBGene00170495	21	0	0	0	0	0	0	0
WBGene00047680	21	0	0	0	0	0	0	0
WBGene00012540	643	5	13	1	2	1	66	63
WBGene00169329	21	0	1	0	0	0	1	0
WBGene00169730	21	0	1	0	0	0	1	0
WBGene00169349	21	0	0	0	0	0	3	5
WBGene00050155	21	0	0	0	0	0	3	5
WBGene00047853	21	0	0	0	0	0	0	0
WBGene00046739	21	2	9	0	0	1	7	5
WBGene00168465	21	0	0	0	0	0	0	0
WBGene00168371	21	0	0	0	0	0	0	0
WBGene00050388	21	0	0	0	0	0	1	2
WBGene00170375	21	0	0	0	0	0	0	0
WBGene00166488	21	0	0	1	0	0	1	0
WBGene00170647	21	0	1	0	0	0	1	1
WBGene00048313	21	0	0	0	0	0	0	1
WBGene00172369	21	0	0	0	0	0	0	0
WBGene00046582	21	0	0	0	0	0	4	3
WBGene00047224	21	0	5	0	1	0	0	0
WBGene00045841	21	0	0	0	0	0	0	1
WBGene00167073	21	0	0	0	0	0	0	0
WBGene00046123	21	0	0	0	0	0	2	0
WBGene00169443	21	0	1	0	0	0	1	5
WBGene00046881	21	0	0	0	0	0	0	0
WBGene00172936	21	0	0	0	0	0	1	3
WBGene00165767	21	0	0	1	0	0	2	3
WBGene00046480	21	0	0	0	0	0	0	2
WBGene00169001	21	0	0	0	0	0	0	2
WBGene00050252	21	0	1	0	0	0	0	1
WBGene00172214	21	0	21	0	0	0	1	2
WBGene00172714	21	1	0	0	0	0	0	0
WBGene00045871	21	0	0	0	0	0	0	0
WBGene00165479	21	1	0	0	0	0	3	0
WBGene00012538	1954	517	435	112	107	103	605	559
WBGene00171449	21	42	35	8	13	11	78	61
WBGene00049393	21	0	0	0	0	0	0	1
WBGene00046175	21	0	0	0	0	0	2	0
WBGene00046174	21	0	0	0	0	0	0	0
WBGene00171024	21	0	0	0	0	0	0	1
WBGene00168145	21	0	0	0	0	0	0	1
WBGene00171541	21	0	2	0	0	0	0	0
WBGene00050151	21	0	0	0	0	0	0	0
WBGene00165539	21	0	0	0	0	0	0	0
WBGene00171210	21	0	0	0	0	0	0	0
WBGene00049307	21	2	0	0	0	0	1	1
WBGene00047764	21	3	0	0	1	3	1	1
WBGene00046910	21	0	0	0	0	0	0	0
WBGene00049765	21	0	1	1	0	0	0	0
WBGene00172224	21	4	3	0	1	0	0	0
WBGene00166795	21	4	3	0	1	0	0	0
WBGene00170149	21	4	3	0	1	0	0	0
WBGene00165575	21	0	0	0	0	0	1	4
WBGene00171479	21	0	0	1	0	0	1	0
WBGene00166384	21	0	0	0	0	0	0	0
WBGene00168745	21	0	0	0	0	0	0	0
WBGene00169226	21	0	0	0	0	0	0	2
WBGene00169065	21	0	0	0	0	0	0	0
WBGene00047252	21	0	0	0	0	0	0	0
WBGene00047835	21	0	0	1	0	0	3	2
WBGene00170950	21	0	1	0	0	0	0	2
WBGene00169104	21	0	1	0	0	0	0	0
WBGene00049064	21	0	1	0	0	0	0	0
WBGene00048610	21	0	0	1	0	0	0	0
WBGene00045535	21	2	0	0	0	0	0	0
WBGene00174270	21	0	0	0	0	0	1	0
WBGene00172819	21	2	0	1	0	0	0	0
WBGene00166991	21	0	0	0	0	0	0	0
WBGene00012537	813	14	5	0	2	2	10	3
WBGene00045019	84	3	0	0	0	0	4	1
WBGene00003086	3009	1349	2827	873	780	703	3918	4638
WBGene00003085	3975	8896	31794	6762	6407	5336	15343	19891
WBGene00009924	2071	1693	5743	630	662	511	1813	2309
WBGene00009925	1169	168	138	43	36	48	452	433
WBGene00049886	21	0	0	0	0	0	0	1
WBGene00170448	21	0	0	0	0	0	0	0
WBGene00049135	21	0	0	0	0	0	0	1
WBGene00174144	21	0	0	0	0	0	0	0
WBGene00173006	21	0	0	0	0	0	0	0
WBGene00174130	21	0	0	0	0	0	0	1
WBGene00168660	21	0	1	0	0	0	1	1
WBGene00171795	21	0	0	0	0	0	0	0
WBGene00173218	21	0	0	0	0	0	0	0
WBGene00045525	21	0	0	0	0	0	0	0
WBGene00046497	21	0	0	0	0	0	0	0
WBGene00173302	21	0	0	0	0	0	0	0
WBGene00165867	21	0	0	0	0	0	1	1
WBGene00171339	21	0	0	0	0	0	1	1
WBGene00047620	21	0	1	0	0	0	1	0
WBGene00170247	21	0	0	0	0	0	0	0
WBGene00173096	21	0	0	0	0	0	0	0
WBGene00050435	21	0	1	0	0	0	0	0
WBGene00172723	21	0	0	0	0	0	0	0
WBGene00174816	21	0	0	0	0	0	0	0
WBGene00050247	21	0	0	0	0	0	0	0
WBGene00050313	21	0	0	0	0	0	0	1
WBGene00171507	21	0	0	0	0	0	0	1
WBGene00048946	21	0	0	0	0	0	0	1
WBGene00165209	21	0	0	0	0	0	0	1
WBGene00167701	21	0	0	0	0	0	1	2
WBGene00166201	21	0	0	0	0	0	0	0
WBGene00168501	21	0	0	0	0	0	0	0
WBGene00170457	21	0	0	0	0	1	0	0
WBGene00173744	21	0	0	0	0	0	0	0
WBGene00168303	21	0	2	0	1	0	0	3
WBGene00046108	21	0	1	0	0	0	1	0
WBGene00009926	2557	399	663	256	259	240	1963	2368
WBGene00049887	21	0	0	0	0	0	0	0
WBGene00047248	21	0	0	0	0	0	0	2
WBGene00046772	21	0	0	0	0	0	0	2
WBGene00047030	21	0	0	0	0	0	0	0
WBGene00174517	21	0	0	0	0	0	1	1
WBGene00174569	21	0	0	0	1	0	2	2
WBGene00048285	21	0	0	0	1	0	2	2
WBGene00049991	21	0	2	0	0	0	1	0
WBGene00172004	21	0	0	0	0	0	10	3
WBGene00167319	21	0	0	0	0	0	9	3
WBGene00171966	21	0	0	0	0	0	9	3
WBGene00049239	21	0	0	0	0	0	9	3
WBGene00049594	21	0	3	0	0	0	0	0
WBGene00166950	21	0	3	0	0	0	0	0
WBGene00046150	21	0	0	0	0	0	0	0
WBGene00171562	21	0	0	0	0	0	0	0
WBGene00049275	21	0	0	0	0	0	1	0
WBGene00170967	21	0	0	0	0	0	1	0
WBGene00172087	21	0	0	0	0	0	1	0
WBGene00047021	21	0	0	0	0	0	1	0
WBGene00048378	21	0	0	0	0	0	0	0
WBGene00168513	21	0	0	0	0	0	0	0
WBGene00048430	21	0	6	0	0	0	1	3
WBGene00045102	192	1	1	0	0	0	3	8
WBGene00050216	21	0	0	0	0	0	0	0
WBGene00174129	21	0	0	0	0	0	0	0
WBGene00050336	21	1	0	0	0	0	0	0
WBGene00172716	21	0	0	0	0	0	0	0
WBGene00000707	974	568	48	222	207	185	148	89
WBGene00050009	21	0	0	0	0	0	0	0
WBGene00169267	21	0	0	0	0	0	0	0
WBGene00050074	21	0	0	0	0	0	2	0
WBGene00049200	21	0	0	1	0	0	2	1
WBGene00169942	21	0	0	0	0	0	0	0
WBGene00174790	21	0	0	0	0	0	0	0
WBGene00173717	21	0	0	0	0	0	0	0
WBGene00167878	21	0	0	0	0	0	0	1
WBGene00166645	21	0	0	0	0	0	1	1
WBGene00169941	21	0	0	0	0	0	1	1
WBGene00166501	21	0	0	0	0	0	0	0
WBGene00173256	21	0	0	0	0	0	0	0
WBGene00166249	21	0	0	0	0	0	0	0
WBGene00009927	618	22	30	8	3	8	11	16
WBGene00167478	21	0	0	0	0	0	0	0
WBGene00170660	21	0	0	0	0	0	0	0
WBGene00170473	21	0	0	0	0	0	0	0
WBGene00168265	21	0	0	0	0	0	1	0
WBGene00050844	21	0	0	0	0	0	1	0
WBGene00046216	21	1	0	0	0	0	0	0
WBGene00173915	21	0	0	2	0	0	1	1
WBGene00165522	21	0	0	2	0	0	1	1
WBGene00171444	21	0	0	0	0	0	0	0
WBGene00047195	21	0	0	0	0	0	1	0
WBGene00049669	21	0	0	0	0	0	0	0
WBGene00047923	21	0	0	0	0	0	0	0
WBGene00046745	21	0	0	0	0	0	0	0
WBGene00174892	21	0	0	0	0	0	0	0
WBGene00169273	21	0	0	0	0	0	0	0
WBGene00166159	21	0	0	0	0	0	0	0
WBGene00171474	21	0	0	0	0	0	1	0
WBGene00166788	21	0	0	0	0	0	1	0
WBGene00174029	21	0	0	0	0	0	1	0
WBGene00170778	21	0	0	0	0	0	3	3
WBGene00174912	21	0	0	0	0	0	3	3
WBGene00002117	475	18	10	3	6	9	85	137
WBGene00165660	21	0	0	0	0	0	0	0
WBGene00012543	4430	1550	2118	989	785	808	4346	4307
WBGene00171791	21	0	0	0	0	0	0	0
WBGene00048908	21	0	0	0	0	0	0	0
WBGene00174220	21	0	0	1	0	0	0	0
WBGene00166729	21	0	0	1	0	0	0	0
WBGene00048680	21	0	0	0	0	0	0	0
WBGene00173478	21	0	1	0	0	0	0	2
WBGene00048514	21	0	0	0	0	0	1	0
WBGene00172669	21	0	0	0	0	0	0	0
WBGene00047165	21	0	0	0	0	0	0	0
WBGene00171128	21	0	0	0	0	0	1	0
WBGene00173340	21	0	0	0	0	1	0	0
WBGene00171433	21	0	0	0	0	1	0	0
WBGene00168053	21	0	0	0	0	0	1	0
WBGene00165658	21	0	0	0	0	0	1	0
WBGene00167247	21	0	0	0	0	2	1	0
WBGene00174848	21	0	0	0	0	2	1	0
WBGene00167047	21	0	0	0	0	0	0	0
WBGene00046610	21	0	0	0	0	0	0	0
WBGene00045568	21	0	0	0	0	0	0	0
WBGene00171756	21	0	0	0	0	0	0	1
WBGene00170048	21	0	0	0	0	0	0	1
WBGene00167370	21	0	0	0	0	0	0	0
WBGene00168447	21	0	0	0	0	0	0	0
WBGene00166125	21	0	0	0	0	0	0	0
WBGene00049478	21	0	0	0	0	0	0	0
WBGene00045943	21	0	0	0	0	0	0	0
WBGene00047477	21	0	0	0	0	0	0	0
WBGene00174057	21	0	0	0	0	0	0	0
WBGene00165015	21	0	0	0	0	0	0	0
WBGene00169671	21	0	0	0	0	0	0	0
WBGene00165879	21	0	0	0	0	0	0	0
WBGene00168623	21	0	0	0	0	0	0	0
WBGene00165270	21	0	0	0	0	0	0	0
WBGene00169550	21	0	0	0	0	0	0	0
WBGene00050348	21	0	5	0	0	0	0	0
WBGene00049730	21	0	5	0	0	0	0	0
WBGene00046353	21	0	0	0	0	0	0	0
WBGene00170144	21	0	0	0	0	0	0	0
WBGene00046132	21	0	0	0	0	0	2	4
WBGene00169864	21	0	0	0	0	0	0	1
WBGene00047841	21	0	0	0	0	0	1	2
WBGene00174985	21	0	0	0	0	0	1	2
WBGene00047118	21	0	0	0	0	0	1	1
WBGene00050664	21	0	0	0	0	0	0	0
WBGene00049590	21	0	0	0	0	0	2	0
WBGene00167981	21	0	0	0	0	0	2	0
WBGene00194920	84	0	0	0	0	0	0	0
WBGene00049225	21	0	0	0	0	0	0	0
WBGene00047581	21	0	0	0	0	0	0	0
WBGene00168139	21	0	0	0	0	0	0	0
WBGene00049247	21	0	0	0	0	0	0	0
WBGene00047556	21	0	0	0	0	0	0	0
WBGene00166167	21	0	0	0	0	0	0	0
WBGene00049947	21	0	0	0	0	0	0	0
WBGene00050198	21	0	0	0	0	0	0	0
WBGene00167585	21	0	0	0	0	0	0	0
WBGene00048975	21	0	0	0	0	0	0	0
WBGene00171835	21	0	0	0	0	0	0	0
WBGene00010388	984	0	3	0	0	2	0	1
WBGene00172824	21	0	0	0	0	0	1	0
WBGene00049824	21	0	0	0	0	0	1	0
WBGene00172066	21	0	0	0	0	0	0	0
WBGene00165617	21	0	0	0	0	0	0	0
WBGene00166261	21	0	0	0	0	0	0	0
WBGene00048977	21	0	1	0	0	0	0	0
WBGene00045639	21	1	0	0	0	0	0	0
WBGene00010394	888	1	1	2	1	0	13	11
WBGene00046816	21	0	0	0	0	0	0	0
WBGene00167421	21	0	0	0	0	0	0	0
WBGene00172917	21	0	0	0	0	0	1	0
WBGene00171886	21	0	0	0	0	0	1	0
WBGene00165669	21	0	1	0	0	0	0	0
WBGene00047298	21	0	0	0	0	0	0	0
WBGene00047115	21	0	0	0	0	0	1	0
WBGene00048748	21	0	0	0	0	0	0	0
WBGene00010389	975	1	22	1	0	1	1	0
WBGene00046625	21	0	0	0	0	0	0	0
WBGene00048438	21	0	0	0	0	0	0	0
WBGene00049126	21	0	0	0	0	0	0	0
WBGene00171749	21	0	0	0	0	0	0	0
WBGene00050440	21	0	0	0	0	0	0	0
WBGene00171867	21	0	0	0	0	0	0	0
WBGene00171609	21	0	0	0	0	0	0	0
WBGene00174789	21	0	0	0	0	0	0	0
WBGene00170082	21	0	0	0	0	0	0	0
WBGene00173362	21	0	0	0	0	0	0	0
WBGene00048076	21	0	0	0	0	0	0	0
WBGene00166187	21	0	0	1	0	0	0	0
WBGene00010390	1005	0	1	0	0	0	2	0
WBGene00166005	21	0	0	0	0	0	0	0
WBGene00168811	21	0	0	0	0	0	0	0
WBGene00171276	21	0	0	0	0	0	0	0
WBGene00049755	21	0	0	0	0	0	0	0
WBGene00174179	21	0	0	0	0	0	0	0
WBGene00167428	21	0	0	0	0	0	0	0
WBGene00174638	21	0	0	0	0	0	0	0
WBGene00048435	21	0	0	0	0	0	0	0
WBGene00170018	21	0	0	0	0	0	0	0
WBGene00174404	21	0	0	0	0	0	0	0
WBGene00169871	21	0	0	0	0	0	1	0
WBGene00171341	21	0	0	0	0	0	1	0
WBGene00169056	21	0	0	0	0	0	0	0
WBGene00046445	21	0	0	0	0	0	0	0
WBGene00165018	21	0	0	0	0	0	0	0
WBGene00169025	21	0	0	0	0	0	0	0
WBGene00045979	21	0	0	0	0	0	0	0
WBGene00174334	21	0	0	0	0	0	0	0
WBGene00010391	2301	4	7	1	3	0	6	1
WBGene00196732	63	0	0	0	0	0	0	0
WBGene00047417	21	0	0	0	0	0	0	0
WBGene00170565	21	0	0	0	0	0	0	0
WBGene00010392	1999	1	2	0	0	0	2	2
WBGene00171467	21	0	0	0	0	0	0	0
WBGene00045553	21	0	0	0	0	0	0	0
WBGene00045294	430	0	1	0	0	0	0	1
WBGene00010395	288	0	2	0	1	0	1	0
WBGene00168054	21	0	0	0	0	0	0	0
WBGene00011025	843	0	3	1	2	1	2	0
WBGene00046080	21	1	1	0	0	0	0	0
WBGene00174862	21	1	1	0	0	0	0	0
WBGene00046349	21	0	0	0	0	0	0	2
WBGene00045561	21	0	0	0	0	0	0	0
WBGene00172351	21	0	0	0	0	0	0	0
WBGene00165063	21	0	0	0	0	0	0	0
WBGene00011024	1134	1	2	1	0	0	5	1
WBGene00047634	21	0	0	0	0	0	0	0
WBGene00047116	21	0	0	0	0	0	0	3
WBGene00046706	21	0	0	0	0	0	0	0
WBGene00048295	21	0	0	0	0	0	0	0
WBGene00045835	21	0	0	0	0	0	0	0
WBGene00171632	21	0	0	0	0	0	0	0
WBGene00173686	21	0	0	0	0	0	0	0
WBGene00166744	21	0	0	0	0	0	0	0
WBGene00167672	21	0	0	0	0	1	0	1
WBGene00046009	21	0	0	0	0	0	0	0
