DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
2798175	2798175	0	True	False	900	2797275	2797275	0	ADOG	I	.	.	2800878	protein_coding	gene_id "WBGene00020985"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020985	0	0	0	['WBGene00201190']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7832.0	2703	0.0	WormBase	2798175	-	gene	False	N2HS_J2B_spl	False
458032	458032	0	False	False	900	457132	457132	0	ADOG	IV	.	.	461029	protein_coding	gene_id "WBGene00019773"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019773	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3116.0	2997	0.0	WormBase	458032	-	gene	False	N2HS_J2B_sp	False
7096103	7096103	0	False	False	900	7095203	7095203	0	ADOG	IV	.	.	7096123	piRNA	gene_id "WBGene00166911"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166911	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739.0	20	0.0	WormBase	7096103	-	gene	False	N2HS_J2B_sp	False
3584314	3584314	0	False	False	900	3583414	3583414	0	ADOG	IV	.	.	3593615	protein_coding	gene_id "WBGene00006383"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006383	0	0	0	['WBGene00202239', 'WBGene00196540']	0	0	['WBGene00023366']	0.0	0	0	0	0	0	0	['WBGene00195557']	0	0	['WBGene00023367']	0	0	0	1405.0	9301	0.0	WormBase	3584314	-	gene	False	N2HS_J2B_sp	False
4578695	4578695	0	False	False	900	4577795	4577795	0	ADOG	I	.	.	4579740	protein_coding	gene_id "WBGene00044421"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044421	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1491.0	1045	0.0	WormBase	4578695	-	gene	False	N2HS_J2B_spl	False
9459324	9459324	0	False	False	900	9458424	9458424	0	ADOG	IV	.	.	9459543	ncRNA	gene_id "WBGene00202079"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202079	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823.0	219	0.0	WormBase	9459324	-	gene	False	N2HS_J2B_sp	False
10244352	10244352	0	False	False	800	10243552	10243552	0	ADOG	I	.	.	10244462	ncRNA	gene_id "WBGene00201869"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201869	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6670.0	110	0.0	WormBase	10244352	-	gene	False	N2HS_J2B_spl	False
10371077	10371077	0	False	False	800	10370277	10370277	0	ADOG	X	.	.	10372664	protein_coding	gene_id "WBGene00044949"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044949	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	25899.0	1587	0.0	WormBase	10371077	-	gene	False	N2HS_J2B_spl	False
5431407	5431407	0	False	False	800	5430607	5430607	0	ADOG	III	.	.	5434467	protein_coding	gene_id "WBGene00020968"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020968	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11842.0	3060	0.0	WormBase	5431407	-	gene	False	N2HS_J2B_s	False
217008	217008	0	False	False	800	216208	216208	0	ADOG	X	.	.	217496	pseudogene	gene_id "WBGene00007078"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00007078	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433.0	488	0.0	WormBase	217008	-	gene	False	N2HS_J2B_spl	False
13852867	13852867	0	False	False	800	13852067	13852067	0	ADOG	I	.	.	13852884	ncRNA	gene_id "WBGene00189979"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00189979	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974.0	17	0.0	WormBase	13852867	-	gene	False	N2HS_J2A_split	False
9741875	9741875	0	False	False	800	9741075	9741075	0	ADOG	IV	.	.	9743147	protein_coding	gene_id "WBGene00007794"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007794	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	967.0	1272	0.0	WormBase	9741875	-	gene	False	N2HS_J2B_sp	False
6632841	6632841	0	False	False	800	6632041	6632041	0	ADOG	III	.	.	6652083	protein_coding	gene_id "WBGene00015735"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015735	0	0	0	['WBGene00199460', 'WBGene00198622']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7869.0	19242	0.0	WormBase	6632841	-	gene	False	N2HS_J2B_s	False
7083684	7083684	0	True	False	800	7082884	7082884	0	ADOG	III	.	.	7085088	protein_coding	gene_id "WBGene00022737"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022737	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2895.0	1404	0.0	WormBase	7083684	-	gene	False	N2HS_J2B_s	False
8570592	8570592	0	False	False	800	8569792	8569792	0	ADOG	III	.	.	8570731	ncRNA	gene_id "WBGene00195936"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195936	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	22945.0	139	0.0	WormBase	8570592	-	gene	False	N2HS_J2B_s	False
13431288	13431288	0	False	False	800	13430488	13430488	0	ADOG	IV	.	.	13434068	protein_coding	gene_id "WBGene00010712"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010712	0	0	0	0	['WBGene00174525']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10302.0	2780	0.0	WormBase	13431288	-	gene	False	N2HS_J2B_sp	False
8159155	8159155	0	False	False	800	8158355	8158355	0	ADOG	III	.	.	8161338	protein_coding	gene_id "WBGene00086546"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00086546	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	910.0	2183	0.0	WormBase	8159155	-	gene	False	N2HS_J2B_s	False
7054738	7054738	0	False	False	800	7053938	7053938	0	ADOG	V	.	.	7055410	protein_coding	gene_id "WBGene00021958"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021958	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538.0	672	0.0	WormBase	7054738	-	gene	False	N2HS_J2B_spl	False
11827933	11827933	0	False	False	800	11827133	11827133	0	ADOG	II	.	.	11830020	protein_coding	gene_id "WBGene00003979"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003979	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4317.0	2087	0.0	WormBase	11827933	-	gene	False	N2HS_J2B_sp	False
937302	937302	0	False	False	800	936502	936502	0	ADOG	III	.	.	938061	protein_coding	gene_id "WBGene00020454"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020454	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235.0	759	0.0	WormBase	937302	-	gene	False	N2HS_J2B_s	False
10847412	10847412	0	False	False	800	10846612	10846612	0	ADOG	IV	.	.	10847596	ncRNA	gene_id "WBGene00255441"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00255441	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1792.0	184	0.0	WormBase	10847412	-	gene	False	N2HS_J2B_sp	False
9543729	9543729	0	False	False	800	9542929	9542929	0	ADOG	I	.	.	9543951	ncRNA	gene_id "WBGene00195719"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195719	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2763.0	222	0.0	WormBase	9543729	-	gene	False	N2HS_J2B_spl	False
8718567	8718567	0	False	False	700	8717867	8717867	0	ADOG	X	.	.	8718905	protein_coding	gene_id "WBGene00018731"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018731	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638.0	338	0.0	WormBase	8718567	-	gene	False	N2HS_J2B_spl	False
9585660	9585660	0	False	False	700	9584960	9584960	0	ADOG	IV	.	.	9585743	ncRNA	gene_id "WBGene00195283"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195283	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5589.0	83	0.0	WormBase	9585660	-	gene	False	N2HS_J2B_sp	False
6477896	6477896	0	False	False	700	6477196	6477196	0	ADOG	IV	.	.	6477916	piRNA	gene_id "WBGene00050773"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00050773	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	856.0	20	0.0	WormBase	6477896	-	gene	False	N2HS_J2B_sp	False
8017571	8017571	0	False	False	700	8016871	8016871	0	ADOG	II	.	.	8017701	ncRNA	gene_id "WBGene00200795"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200795	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14419.0	130	0.0	WormBase	8017571	-	gene	False	N2HS_J2B_sp	False
1683630	1683630	0	False	False	700	1682930	1682930	0	ADOG	III	.	.	1688099	protein_coding	gene_id "WBGene00021261"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021261	0	0	0	['WBGene00195303']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6909.0	4469	0.0	WormBase	1683630	-	gene	False	N2HS_J2B_s	False
14614707	14614707	0	True	False	700	14614007	14614007	0	ADOG	IV	.	.	14614727	piRNA	gene_id "WBGene00167030"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167030	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	825.0	20	0.0	WormBase	14614707	-	gene	False	N2HS_J2B_sp	False
2330895	2330895	0	False	False	700	2330195	2330195	0	ADOG	I	.	.	2332652	protein_coding	gene_id "WBGene00021472"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021472	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3566.0	1757	0.0	WormBase	2330895	-	gene	False	N2HS_J2B_spl	False
5431316	5431316	0	False	False	700	5430616	5430616	0	ADOG	V	.	.	5432557	protein_coding	gene_id "WBGene00017264"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017264	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4285.0	1241	0.0	WormBase	5431316	-	gene	False	N2HS_J2B_spl	False
12497217	12497217	0	False	False	700	12496517	12496517	0	ADOG	II	.	.	12502878	protein_coding	gene_id "WBGene00011878"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011878	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	830.0	5661	0.0	WormBase	12497217	-	gene	False	N2HS_J2B_sp	False
4199501	4199501	0	True	False	700	4198801	4198801	0	ADOG	IV	.	.	4204375	protein_coding	gene_id "WBGene00003938"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003938	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2806.0	4874	0.0	WormBase	4199501	-	gene	False	N2HS_J2B_sp	False
13466737	13466737	0	False	False	700	13466037	13466037	0	ADOG	X	.	.	13467736	protein_coding	gene_id "WBGene00000756"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000756	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2844.0	999	0.0	WormBase	13466737	-	gene	False	N2HS_J2B_spl	False
2805622	2805622	0	False	False	700	2804922	2804922	0	ADOG	IV	.	.	2805708	ncRNA	gene_id "WBGene00201830"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201830	0	0	0	0	0	0	0	0.0	0	0	['WBGene00023180']	0	0	0	0	0	0	0	0	0	0	4400.0	86	0.0	WormBase	2805622	-	gene	False	N2HS_J2B_sp	False
5487297	5487297	0	False	False	700	5486597	5486597	0	ADOG	II	.	.	5487488	ncRNA	gene_id "WBGene00219890"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219890	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1531.0	191	0.0	WormBase	5487297	-	gene	False	N2HS_J2B_sp	False
865074	865074	0	False	False	700	864374	864374	0	ADOG	V	.	.	866829	protein_coding	gene_id "WBGene00020155"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020155	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9992.0	1755	0.0	WormBase	865074	-	gene	False	N2HS_J2B_spl	False
8443095	8443095	0	False	False	700	8442395	8442395	0	ADOG	IV	.	.	8443115	piRNA	gene_id "WBGene00167957"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167957	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11602.0	20	0.0	WormBase	8443095	-	gene	False	N2HS_J2B_sp	False
11298036	11298036	0	False	False	700	11297336	11297336	0	ADOG	X	.	.	11299784	protein_coding	gene_id "WBGene00008586"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008586	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305.0	1748	0.0	WormBase	11298036	-	gene	False	N2HS_J2B_spl	False
6342816	6342816	0	False	False	700	6342116	6342116	0	ADOG	II	.	.	6342876	ncRNA	gene_id "WBGene00199110"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199110	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3259.0	60	0.0	WormBase	6342816	-	gene	False	N2HS_J2B_sp	False
7936144	7936144	0	False	False	700	7935444	7935444	0	ADOG	V	.	.	7937252	protein_coding	gene_id "WBGene00022408"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022408	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031.0	1108	0.0	WormBase	7936144	-	gene	False	N2HS_J2B_spl	False
11142971	11142971	0	True	False	700	11142271	11142271	0	ADOG	X	.	.	11152820	protein_coding	gene_id "WBGene00007327"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007327	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	931.0	9849	0.0	WormBase	11142971	-	gene	False	N2HS_J2B_spl	False
3458600	3458600	0	False	False	700	3457900	3457900	0	ADOG	IV	.	.	3460440	pseudogene	gene_id "WBGene00023481"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023481	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487.0	1840	0.0	WormBase	3458600	-	gene	False	N2HS_J2B_sp	False
12203822	12203822	0	False	False	700	12203122	12203122	0	ADOG	III	.	.	12215686	protein_coding	gene_id "WBGene00013549"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013549	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00196040', 'WBGene00198846']	0	0	0	0	0	0	1372.0	11864	0.0	WormBase	12203822	-	gene	False	N2HS_J2B_s	False
12619839	12619839	0	True	False	700	12619139	12619139	0	ADOG	I	.	.	12619892	ncRNA	gene_id "WBGene00200936"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200936	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13591.0	53	0.0	WormBase	12619839	-	gene	False	N2HS_J2B_spl	False
3329562	3329562	0	False	False	700	3328862	3328862	0	ADOG	X	.	.	3329700	ncRNA	gene_id "WBGene00197344"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197344	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452.0	138	0.0	WormBase	3329562	-	gene	False	N2HS_J2B_spl	False
1039697	1039697	0	False	False	700	1038997	1038997	0	ADOG	II	.	.	1040564	protein_coding	gene_id "WBGene00019702"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019702	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14913.0	867	0.0	WormBase	1039697	-	gene	False	N2HS_J2B_sp	False
5542630	5542630	0	False	False	700	5541930	5541930	0	ADOG	I	.	.	5543334	protein_coding	gene_id "WBGene00019083"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019083	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8920.0	704	0.0	WormBase	5542630	-	gene	False	N2HS_J2B_spl	False
3210470	3210470	0	False	False	700	3209770	3209770	0	ADOG	X	.	.	3220367	protein_coding	gene_id "WBGene00017891"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017891	0	0	0	['WBGene00199807']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00197459', 'WBGene00198999']	0	0	0	0	0	0	826.0	9897	0.0	WormBase	3210470	-	gene	False	N2HS_J2B_spl	False
10050047	10050047	0	False	False	600	10049447	10049447	0	ADOG	V	.	.	10054913	protein_coding	gene_id "WBGene00010178"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010178	0	0	0	0	0	['WBGene00006169']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659.0	4866	0.0	WormBase	10050047	-	gene	False	N2HS_J2A_split	False
6032696	6032696	0	False	False	600	6032096	6032096	0	ADOG	III	.	.	6039475	protein_coding	gene_id "WBGene00022696"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022696	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1735.0	6779	0.0	WormBase	6032696	-	gene	False	N2HS_J2B_s	False
9517567	9517567	0	False	False	600	9516967	9516967	0	ADOG	II	.	.	9518876	protein_coding	gene_id "WBGene00007080"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007080	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.0	1309	0.0	WormBase	9517567	-	gene	False	N2HS_J2B_sp	False
4922446	4922446	0	True	False	600	4921846	4921846	0	ADOG	III	.	.	4930204	protein_coding	gene_id "WBGene00004782"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004782	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	699.0	7758	0.0	WormBase	4922446	-	gene	False	N2HS_J2B_s	False
3169946	3169946	0	False	False	600	3169346	3169346	0	ADOG	IV	.	.	3172610	protein_coding	gene_id "WBGene00022061"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022061	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3640.0	2664	0.0	WormBase	3169946	-	gene	False	N2HS_J2B_sp	False
7479217	7479217	0	False	False	600	7478617	7478617	0	ADOG	V	.	.	7481049	protein_coding	gene_id "WBGene00015963"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015963	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	713.0	1832	0.0	WormBase	7479217	-	gene	False	N2HS_J2B_spl	False
8984525	8984525	0	False	False	600	8983925	8983925	0	ADOG	V	.	.	8985840	protein_coding	gene_id "WBGene00006144"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006144	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	836.0	1315	0.0	WormBase	8984525	-	gene	False	N2HS_J2B_spl	False
11818081	11818081	0	False	False	600	11817481	11817481	0	ADOG	X	.	.	11818168	ncRNA	gene_id "WBGene00199567"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199567	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647.0	87	0.0	WormBase	11818081	-	gene	False	N2HS_J2B_spl	False
7488242	7488242	0	False	False	600	7487642	7487642	0	ADOG	II	.	.	7489661	protein_coding	gene_id "WBGene00044300"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044300	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3026.0	1419	0.0	WormBase	7488242	-	gene	False	N2HS_J2B_sp	False
6506752	6506752	0	False	False	600	6506152	6506152	0	ADOG	V	.	.	6508803	protein_coding	gene_id "WBGene00006723"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006723	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252.0	2051	0.0	WormBase	6506752	-	gene	False	N2HS_J2B_spl	False
1846608	1846608	0	False	False	600	1846008	1846008	0	ADOG	X	.	.	1848675	protein_coding	gene_id "WBGene00000462"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000462	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.0	2067	0.0	WormBase	1846608	-	gene	False	N2HS_J2B_spl	False
12479590	12479590	0	False	False	600	12478990	12478990	0	ADOG	II	.	.	12480910	protein_coding	gene_id "WBGene00008843"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008843	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	673.0	1320	0.0	WormBase	12479590	-	gene	False	N2HS_J2B_sp	False
2594052	2594052	0	False	False	600	2593452	2593452	0	ADOG	II	.	.	2598903	protein_coding	gene_id "WBGene00018020"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018020	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7141.0	4851	0.0	WormBase	2594052	-	gene	False	N2HS_J2B_split	False
8740789	8740789	0	False	False	600	8740189	8740189	0	ADOG	X	.	.	8743057	protein_coding	gene_id "WBGene00044313"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044313	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3774.0	2268	0.0	WormBase	8740789	-	gene	False	N2HS_J2B_spl	False
1619894	1619894	0	False	False	600	1619294	1619294	0	ADOG	II	.	.	1621261	protein_coding	gene_id "WBGene00015602"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015602	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	890.0	1367	0.0	WormBase	1619894	-	gene	False	N2HS_J2B_sp	False
4680979	4680979	0	False	False	600	4680379	4680379	0	ADOG	X	.	.	4682716	protein_coding	gene_id "WBGene00206361"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00206361	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00220003']	0	0	0	0	0	0	2850.0	1737	0.0	WormBase	4680979	-	gene	False	N2HS_J2B_spl	False
7624120	7624120	0	False	False	600	7623520	7623520	0	ADOG	III	.	.	7624202	ncRNA	gene_id "WBGene00197191"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197191	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14852.0	82	0.0	WormBase	7624120	-	gene	False	N2HS_J2B_s	False
8333247	8333247	0	False	False	600	8332647	8332647	0	ADOG	X	.	.	8337948	protein_coding	gene_id "WBGene00018884"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018884	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5347.0	4701	0.0	WormBase	8333247	-	gene	False	N2HS_J2B_spl	False
2136822	2136822	0	False	False	600	2136222	2136222	0	ADOG	II	.	.	2136909	miRNA	gene_id "WBGene00016553"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00016553	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118.0	87	0.0	WormBase	2136822	-	gene	False	N2HS_J2B_sp	False
9682013	9682013	0	False	False	600	9681413	9681413	0	ADOG	IV	.	.	9682826	protein_coding	gene_id "WBGene00002090"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002090	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072.0	813	0.0	WormBase	9682013	-	gene	False	N2HS_J2B_sp	False
1940809	1940809	0	False	False	600	1940209	1940209	0	ADOG	II	.	.	1941958	pseudogene	gene_id "WBGene00022688"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022688	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	662.0	1149	0.0	WormBase	1940809	-	gene	False	N2HS_J2B_sp	False
14718601	14718601	0	False	False	600	14718001	14718001	0	ADOG	V	.	.	14719591	protein_coding	gene_id "WBGene00011132"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011132	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881.0	990	0.0	WormBase	14718601	-	gene	False	N2HS_J2B_spl	False
3018361	3018361	0	False	False	600	3017761	3017761	0	ADOG	V	.	.	3021406	protein_coding	gene_id "WBGene00077758"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00077758	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6690.0	3045	0.0	WormBase	3018361	-	gene	False	N2HS_J2B_spl	False
11210107	11210107	0	False	False	500	11209607	11209607	0	ADOG	X	.	.	11215470	protein_coding	gene_id "WBGene00007941"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007941	0	0	0	['WBGene00196455']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113.0	5363	0.0	WormBase	11210107	-	gene	False	N2HS_J2B_spl	False
7852286	7852286	0	False	False	500	7851786	7851786	0	ADOG	V	.	.	7853975	protein_coding	gene_id "WBGene00016501"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016501	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2261.0	1689	0.0	WormBase	7852286	-	gene	False	N2HS_J2B_spl	False
253571	253571	0	False	False	500	253071	253071	0	ADOG	IV	.	.	255429	protein_coding	gene_id "WBGene00019824"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019824	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.0	1858	0.0	WormBase	253571	-	gene	False	N2HS_J2B_sp	False
