GeneID	Length	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2WT_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_INP_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.1_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.2_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2.J2.3_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2A_.bam	X.Users.M.Google_Drive.Scripts.hs.worm.EMBO.Runion_with_normalization_compleete.Runion_TDP1_HS_and_bams_with_J2_normalization_and_total.BAMS.N2HS_J2B_.bam
WBGene00009073	2878	1	0	2	2	1	4	5
WBGene00000906	9278	379	293	132	106	81	294	323
WBGene00009078	533	23	0	3	8	4	3	2
WBGene00009077	1502	1	5	1	1	1	1	0
WBGene00003958	3941	11	37	11	5	3	9	4
WBGene00165291	21	0	0	0	0	0	0	0
WBGene00003957	4488	7	3	3	4	1	18	7
WBGene00165305	21	0	0	0	0	0	0	0
WBGene00045121	73	4	0	1	0	0	23	8
WBGene00008113	984	1	0	0	1	0	1	0
WBGene00202232	298	6	14	12	5	5	4	10
WBGene00012426	2775	4	18	8	3	2	10	3
WBGene00004281	1775	1	4	3	4	1	6	2
WBGene00012429	1004	0	8	1	0	0	1	3
WBGene00012433	2139	3	2	1	1	0	3	0
WBGene00012434	852	2	5	0	0	1	2	7
WBGene00000694	1178	2	3	2	1	3	4	2
WBGene00012435	2458	2	25	4	1	1	34	24
WBGene00077756	752	1	3	1	2	1	4	1
WBGene00010410	1554	0	0	1	0	0	0	0
WBGene00008778	1630	0	0	1	0	0	0	0
WBGene00009871	1508	1	0	1	0	1	1	0
WBGene00009872	1197	3	1	1	2	2	3	1
WBGene00009874	1430	4	1	4	1	5	3	1
WBGene00009876	1772	1	2	1	1	1	4	5
WBGene00009877	3820	4	7	3	0	2	4	1
WBGene00009878	1406	6	21	0	4	4	15	18
WBGene00009881	968	6	31	2	3	4	54	39
WBGene00009883	1657	18	12	5	2	2	35	38
WBGene00011856	1883	16	2	5	2	1	9	7
WBGene00011857	2575	36	8	17	13	19	393	190
WBGene00011859	719	2	1	0	1	2	4	3
WBGene00006931	2388	5	24	1	3	4	14	11
WBGene00011860	1189	1	4	1	1	2	4	3
WBGene00007505	23149	38	81	34	21	33	71	49
WBGene00000695	1285	4	43	0	1	2	6	5
WBGene00010147	1684	1	6	1	1	1	3	3
WBGene00010149	909	19	1	3	4	1	2	0
WBGene00010152	4075	5	5	0	6	3	10	4
WBGene00165229	21	0	0	0	0	0	0	0
WBGene00166073	21	0	0	0	0	0	0	2
WBGene00010317	1851	17	15	2	6	7	51	41
WBGene00009544	1640	1	25	0	0	0	21	13
WBGene00002012	717	5	21	4	3	3	56	58
WBGene00002013	500	2	4	0	0	0	4	2
WBGene00166664	21	0	0	0	0	0	2	5
WBGene00009541	8029	146	188	45	33	31	87	115
WBGene00202079	220	3	0	0	0	0	0	2
WBGene00168256	21	9	3	11	2	2	74	51
WBGene00009543	3568	27	10	11	9	12	69	50
WBGene00014752	1686	1	66	7	7	3	11	2
WBGene00006949	1584	1	0	0	1	0	3	1
WBGene00000563	3516	11	17	5	2	1	18	5
WBGene00007887	3088	2	6	2	2	1	5	3
WBGene00014692	91	1	0	1	0	1	5	0
WBGene00007889	2721	1	2	1	2	2	3	4
WBGene00007888	712	0	5	0	0	0	2	2
WBGene00007886	1844	0	0	0	1	0	3	3
WBGene00007883	540	1	0	0	0	0	0	0
WBGene00007882	2255	8	14	2	1	1	15	19
WBGene00007881	561	10	165	9	17	12	65	88
WBGene00169832	21	0	2	0	0	0	4	5
WBGene00007880	1132	3	1	0	2	2	22	21
WBGene00195807	143	5	1	2	4	1	4	8
WBGene00010176	1215	11	1	0	0	0	5	1
WBGene00010175	1815	2	21	3	0	1	6	3
WBGene00165636	21	0	0	0	0	0	0	0
WBGene00201496	119	0	0	0	2	0	0	0
WBGene00165982	21	0	0	0	1	0	0	0
WBGene00166796	21	0	0	0	0	0	0	0
WBGene00198769	80	2	0	0	0	0	0	0
WBGene00011454	5819	12407	2463	3161	3163	2527	13624	13075
WBGene00003808	11244	18	28	2	11	1	24	29
WBGene00195283	84	0	0	0	0	0	0	0
WBGene00009185	2735	9	3	0	0	0	7	0
WBGene00009184	846	3	12	3	1	1	0	0
WBGene00000002	2710	2	3	2	0	2	2	3
WBGene00201715	128	0	0	0	0	0	0	1
WBGene00200907	144	0	1	1	1	0	0	0
WBGene00173560	21	1	1	0	0	0	0	0
WBGene00185095	379	2	0	0	0	1	0	0
WBGene00185096	441	1	0	0	1	0	0	0
WBGene00185116	358	3	0	0	0	0	0	0
WBGene00194867	362	0	1	0	0	0	0	0
WBGene00170201	21	0	0	0	0	0	0	0
WBGene00000953	5024	1	10	1	3	0	6	3
WBGene00010272	3690	7	16	2	3	3	8	11
WBGene00167732	21	0	0	0	1	0	0	0
WBGene00003627	11308	47	34	10	14	2	37	27
WBGene00171041	21	0	0	0	0	0	2	0
WBGene00171869	21	0	0	0	0	0	0	0
WBGene00002091	555	0	0	0	1	0	1	2
WBGene00002090	814	0	1	0	0	0	2	0
WBGene00014240	550	2	0	1	0	0	0	1
WBGene00014996	1344	3	2	2	1	0	2	0
WBGene00014243	9735	51	46	12	9	12	45	62
WBGene00010485	1136	3	2	0	0	1	0	1
WBGene00170904	21	0	0	2	0	0	0	0
WBGene00000509	5885	9	17	1	8	2	17	14
WBGene00007794	1273	1	1	1	1	1	1	1
WBGene00007792	1239	0	0	1	0	0	1	1
WBGene00007793	1308	0	1	1	1	1	1	2
WBGene00007795	1215	1	11	1	0	0	2	1
WBGene00170703	21	0	0	0	0	0	0	0
WBGene00165776	21	0	0	0	0	0	0	0
WBGene00174972	21	0	0	0	0	0	0	0
WBGene00169089	21	6	2	2	5	4	2	0
WBGene00011749	768	1	2	2	0	1	3	6
WBGene00003466	443	3	1	0	0	2	5	4
WBGene00011747	3072	4	11	1	6	1	37	32
WBGene00011745	3644	26	26	13	6	13	61	55
WBGene00168622	21	0	1	0	0	0	0	0
WBGene00165136	21	0	0	0	0	0	0	0
WBGene00004031	4648	5	23	6	6	3	34	35
WBGene00011743	667	2	6	1	2	1	14	14
WBGene00012340	4318	7	64	2	0	0	30	50
WBGene00001188	3083	7	27	0	5	2	8	10
WBGene00201219	148	0	1	0	0	0	2	2
WBGene00012341	7221	37	36	13	12	3	61	53
WBGene00219229	110	1	13	0	0	1	2	6
WBGene00014857	144	0	0	0	0	0	0	0
WBGene00003467	462	3	0	1	0	1	3	0
WBGene00002206	2028	3	4	1	1	2	6	0
WBGene00010634	1686	1	0	0	0	0	0	4
WBGene00010635	452	0	0	0	0	2	1	0
WBGene00010636	1306	2	3	1	1	1	1	0
WBGene00006039	423	0	0	0	0	0	1	0
WBGene00200908	114	2	0	0	1	0	1	0
WBGene00009320	2252	26	6	4	8	11	17	14
WBGene00009324	2740	3	2	5	1	2	2	7
WBGene00009321	1454	4	28	2	1	0	17	4
WBGene00006056	1041	0	3	2	2	2	4	1
WBGene00201072	203	1	1	0	0	0	0	0
WBGene00198828	152	0	0	0	0	0	1	0
WBGene00196936	115	1	1	0	0	0	0	0
WBGene00200684	220	0	0	0	0	0	1	0
WBGene00200130	113	0	0	0	0	0	0	0
WBGene00200143	259	0	1	0	5	0	3	1
WBGene00201653	140	0	2	0	0	0	0	0
WBGene00201929	145	0	0	0	0	0	0	0
WBGene00198674	347	5	1	1	0	0	0	0
WBGene00198914	196	2	1	0	0	0	1	1
WBGene00199877	140	0	0	1	0	0	0	0
WBGene00198652	93	2	0	1	0	0	6	0
WBGene00195348	123	1	0	0	2	0	1	2
WBGene00001113	6269	18	8	8	6	7	9	5
WBGene00009131	1342	3	3	1	1	1	9	16
WBGene00001650	18667	42	81	9	27	17	36	13
WBGene00196943	148	0	2	0	0	0	1	0
WBGene00195852	58	0	1	0	0	0	0	0
WBGene00002193	2087	2	2	1	0	1	5	2
WBGene00008155	616	8	1	5	2	0	0	0
WBGene00174018	21	0	0	0	0	0	0	0
WBGene00044240	889	1	0	0	0	0	0	0
WBGene00008151	1553	12	7	2	4	6	8	3
WBGene00198738	160	1	0	0	0	0	0	0
WBGene00197745	144	0	0	0	0	0	1	0
WBGene00006699	5365	25	27	15	22	20	156	130
WBGene00008149	3561	8	390	4	4	1	162	191
WBGene00008148	2800	8	161	3	4	1	95	141
WBGene00008147	1563	2	21	2	2	2	20	35
WBGene00008156	1323	4	2	1	2	2	20	22
WBGene00200799	124	0	0	0	0	0	2	2
WBGene00009679	2441	113	32	41	39	35	28	26
WBGene00009680	443	1	0	0	0	1	2	3
WBGene00009681	1254	4	5	2	1	0	13	18
WBGene00009687	440	2	1	0	0	0	1	1
WBGene00014375	1592	3	1	2	0	1	4	0
WBGene00011424	1131	6	64	0	2	2	5	2
WBGene00011421	1303	3	1	0	0	1	1	0
WBGene00044018	608	1	0	0	0	0	2	2
WBGene00005723	2365	1	0	1	2	0	2	2
WBGene00011425	2215	20	29	3	6	5	8	3
WBGene00012170	2357	5	15	1	1	0	5	5
WBGene00012169	1763	2	30	4	0	0	14	4
WBGene00077750	273	0	3	0	0	1	1	0
WBGene00012174	950	0	0	0	3	1	2	0
WBGene00000593	985	3	1	1	1	0	1	1
WBGene00167449	21	0	0	0	0	0	0	0
WBGene00007304	1528	23	56	12	6	5	31	34
WBGene00007306	1062	0	2	1	0	1	1	0
WBGene00001204	3496	8	10	3	3	1	7	2
WBGene00007307	1231	5	5	3	1	1	5	1
WBGene00255426	605	1	1	0	0	0	0	0
WBGene00007310	2846	1	1	1	1	1	5	0
WBGene00010677	2208	6	8	1	8	3	64	76
WBGene00200940	73	0	0	0	0	0	1	0
WBGene00010679	956	3	2	3	2	1	7	0
WBGene00001751	906	1	0	1	0	0	1	2
WBGene00001750	1184	0	1	0	1	0	1	0
WBGene00003434	464	2	1	2	3	1	27	32
WBGene00045012	144	0	0	0	1	3	5	4
WBGene00011777	880	2	12	2	0	0	10	15
WBGene00011776	2008	4	26	6	2	4	18	37
WBGene00006638	1437	6	13	2	2	3	29	25
WBGene00004254	10011	91	288	19	29	29	81	75
WBGene00195900	216	4	9	0	0	0	0	1
WBGene00195709	222	1	16	1	0	0	0	7
WBGene00010558	10574	25	132	6	10	9	39	38
WBGene00010559	1889	1	9	0	0	2	5	4
WBGene00000019	8723	7	18	6	6	4	17	20
WBGene00007698	4323	22685	28480	7380	7716	5686	26057	32675
WBGene00007696	1909	6	68	4	8	1	56	70
WBGene00202030	208	0	54	2	0	0	10	5
WBGene00008509	1306	5	5	2	5	1	10	6
WBGene00008508	3074	2	6	2	0	0	11	5
WBGene00008507	1178	1	0	0	0	0	1	2
WBGene00045179	156	0	1	0	0	0	0	0
WBGene00001158	2009	1	5	0	1	1	2	4
WBGene00001157	2551	2	35	4	2	2	6	15
WBGene00008510	2582	0	12	2	1	1	6	6
WBGene00008511	3903	6	73	3	1	3	10	11
WBGene00012781	347	5	0	1	1	0	3	0
WBGene00006568	2126	5	26	2	4	1	14	10
WBGene00004297	2608	3	8	1	2	4	13	14
WBGene00011176	1203	9	8	5	5	5	16	20
WBGene00194658	457	2	1	0	0	0	1	3
WBGene00011175	6265	13	17	2	7	2	18	10
WBGene00011174	3036	1	3	0	3	1	8	2
WBGene00011177	314	0	4	0	0	0	0	0
WBGene00011173	2899	2	4	1	0	4	6	4
WBGene00011178	2389	27	16	9	13	4	17	4
WBGene00011172	736	0	0	1	0	0	1	1
WBGene00011171	1820	1	2	1	0	0	5	3
WBGene00006779	25963	75	951	22	19	22	301	391
WBGene00012785	899	4	4	10	6	3	3	3
WBGene00011236	2125	19	2	6	7	5	10	6
WBGene00004800	2932	4	6	1	4	4	12	18
WBGene00011239	1458	3	11	3	6	4	20	22
WBGene00011241	1184	6	63	2	6	2	11	10
WBGene00004972	2392	10	10	7	4	8	6	4
WBGene00169377	21	6	0	2	0	0	4	5
WBGene00011223	368	0	0	0	0	2	6	3
WBGene00011224	775	3	4	3	3	1	2	4
WBGene00011225	3944	6	47	1	2	3	15	9
WBGene00008733	3852	9	10	9	8	5	15	32
WBGene00219215	325	0	1	0	0	1	1	1
WBGene00166346	21	0	1	0	0	0	0	0
WBGene00008729	2026	13	3	9	1	7	45	56
WBGene00167303	21	0	0	0	0	0	0	1
WBGene00008730	2880	2	4	1	1	1	8	2
WBGene00008732	5317	102	20	8	21	9	18	3
WBGene00008490	2297	5	5	1	1	1	5	2
WBGene00168642	21	2	0	0	2	2	13	1
WBGene00008489	2806	18	2	8	4	3	6	3
WBGene00003167	2904	1	7	1	1	0	2	0
WBGene00219874	98	0	1	0	0	1	0	0
WBGene00008487	2155	1	8	5	20	8	83	19
WBGene00001189	3395	6	4	3	6	2	8	5
WBGene00008488	1027	5	2	0	4	0	8	6
WBGene00006527	8529	12	47	3	5	3	22	20
WBGene00195947	111	0	1	0	0	0	0	0
WBGene00196852	262	1	11	1	1	2	2	1
WBGene00174971	21	0	0	0	0	0	0	0
WBGene00007264	1342	0	8	3	12	9	11	4
WBGene00007265	684	11	1	8	3	3	5	1
WBGene00166330	21	0	0	0	0	0	0	0
WBGene00170500	21	0	0	0	0	0	0	0
WBGene00011595	1949	1	4	0	0	0	4	3
WBGene00170225	21	0	0	0	0	0	1	1
WBGene00172918	21	0	0	0	0	0	0	0
WBGene00011596	3597	3	12	1	1	1	2	2
WBGene00197149	108	1	5	2	1	0	1	0
WBGene00199570	148	1	0	1	1	1	2	1
WBGene00169589	21	5	1	1	0	0	3	2
WBGene00008072	1595	1	10	3	0	0	4	1
WBGene00008073	1456	3	0	1	3	0	6	1
WBGene00008075	508	0	1	1	1	1	2	0
WBGene00165844	21	0	0	0	0	0	0	0
WBGene00201118	170	0	0	0	1	0	0	3
WBGene00011182	7178	20	180	5	11	10	137	192
WBGene00044977	1815	1	10	2	0	3	10	12
WBGene00165324	21	0	0	0	0	0	0	1
WBGene00175013	21	0	0	0	0	0	0	0
WBGene00010146	11236	20	16	4	9	6	15	12
WBGene00172278	21	0	0	0	0	0	0	0
WBGene00195967	145	4	4	1	2	0	2	1
WBGene00010647	1093	0	15	1	2	0	4	1
WBGene00010648	1463	1	1	1	1	1	1	2
WBGene00011295	595	1	1	1	0	0	1	1
WBGene00011291	3313	9	6	4	2	2	11	8
WBGene00011292	1763	16	9	6	7	4	25	32
WBGene00170087	21	0	0	0	0	0	0	1
WBGene00077714	1382	4	6	1	2	0	7	0
WBGene00011293	6799	26	85	6	9	13	47	27
WBGene00011296	1738	2	2	3	4	1	7	0
WBGene00013857	1801	4	8	2	1	7	25	19
WBGene00013858	455	0	2	0	0	0	2	1
WBGene00012007	1769	58	8	0	3	2	8	3
WBGene00012008	1251	0	2	0	2	0	2	2
WBGene00012011	2388	3	4	2	2	1	3	4
WBGene00012010	1957	0	0	3	2	0	8	2
WBGene00197348	63	2	0	0	1	1	0	0
WBGene00012014	1949	28	10	22	15	9	18	17
WBGene00012016	3521	86	71	69	45	56	33	43
WBGene00007384	1727	1	5	0	3	1	9	2
WBGene00005085	1808	4	2	1	0	0	3	2
WBGene00197535	116	0	1	0	0	0	0	0
WBGene00077753	2197	8	2	9	4	5	18	11
WBGene00011257	1994	3	6	0	4	2	3	5
WBGene00011258	2700	2	8	0	0	0	4	2
WBGene00011720	6935	21	25	7	10	22	38	45
WBGene00011721	1027	4	1	0	0	1	2	3
WBGene00255441	185	1	26	0	0	0	4	1
WBGene00011719	2185	0	8	0	0	1	7	1
WBGene00011718	2698	2	5	1	2	0	12	16
WBGene00011717	3075	5	16	4	6	3	18	17
WBGene00008760	3923	133	162	63	59	67	72	83
WBGene00008761	955	0	3	1	0	0	0	2
WBGene00008755	1892	4	23	1	0	0	4	1
WBGene00206470	1262	0	22	0	0	1	2	0
WBGene00008754	1392	1	3	0	0	0	1	0
WBGene00008759	778	2	2	2	0	0	1	0
WBGene00045209	186	0	0	0	0	0	0	0
WBGene00045208	408	2	1	0	0	0	0	2
WBGene00045207	761	1	0	0	5	0	3	0
WBGene00008757	708	0	1	0	2	0	2	1
WBGene00008753	1388	2	3	0	0	3	3	1
WBGene00008758	1526	2	0	0	0	0	1	0
WBGene00014008	2470	23	13	6	10	10	6	1
WBGene00014007	1176	2	2	3	1	4	6	2
WBGene00194673	415	181	64	60	66	58	146	145
WBGene00196290	144	2	5	0	0	0	2	4
WBGene00001017	6474	29	15	4	16	15	45	49
WBGene00002981	1729	9	7	2	1	4	12	12
WBGene00013473	1670	2	22	2	3	2	3	0
WBGene00013477	836	2	4	0	1	1	2	3
WBGene00000171	5105	4	10	0	4	7	5	7
WBGene00200863	148	1	2	1	0	0	0	0
WBGene00196758	224	1	0	4	3	1	5	2
WBGene00199867	133	0	0	2	1	0	20	4
WBGene00197951	150	0	0	0	0	0	0	1
WBGene00003325	98	0	0	0	0	0	0	1
WBGene00003586	2040	11	12	2	0	9	17	21
WBGene00008774	3765	7	22	0	6	4	11	29
WBGene00008775	5674	198	141	153	107	127	522	607
WBGene00003279	100	0	0	1	0	1	11	9
WBGene00219935	89	0	0	0	1	0	4	2
WBGene00003281	99	0	22	0	1	0	7	5
WBGene00009494	629	0	5	1	1	1	17	11
WBGene00009493	923	1	0	0	1	0	4	7
WBGene00045017	100	0	0	0	1	0	0	0
WBGene00202017	150	0	0	1	0	0	0	0
WBGene00009497	819	0	0	0	0	0	3	1
WBGene00012382	641	22	4	7	2	4	16	27
WBGene00012383	1055	2	6	0	1	0	6	2
WBGene00012385	2498	2	2	0	3	2	16	9
WBGene00010882	2379	4	5	3	4	0	13	13
WBGene00002344	1265	17	90	23	23	39	193	391
WBGene00000246	6479	22	24	15	13	2	20	24
WBGene00010884	1243	0	2	0	0	0	0	4
WBGene00010887	1259	3	1	0	0	1	2	2
WBGene00006071	1924	3	4	0	2	0	5	4
WBGene00010885	848	3	0	1	0	1	7	1
WBGene00010886	734	3	0	1	0	0	3	0
WBGene00011483	1008	1	3	0	1	0	3	1
WBGene00011484	1078	0	1	0	0	1	4	0
WBGene00011482	1524	1	3	3	4	3	8	6
WBGene00199751	189	1	1	0	1	0	1	0
WBGene00011481	2156	11	4	5	7	8	20	40
WBGene00004985	1730	4	10	2	2	3	14	13
WBGene00008502	6795	20	9	6	10	10	26	34
WBGene00008504	1142	11	57	2	2	5	25	35
WBGene00008505	2565	31	67	30	33	49	214	281
WBGene00200538	138	0	0	0	0	0	2	1
WBGene00007446	2391	6	13	8	7	2	8	11
WBGene00219217	1238	2	1	0	0	0	4	4
WBGene00007447	765	9	0	1	1	0	1	3
WBGene00007448	1855	6	17	2	2	1	28	9
WBGene00219442	659	0	0	0	1	4	32	13
WBGene00196519	130	5	0	0	1	1	0	0
WBGene00202476	147	1	0	0	0	0	0	0
WBGene00007449	519	1	1	0	0	1	5	4
WBGene00011127	723	1	0	0	0	0	0	0
WBGene00011128	1523	3	5	2	3	7	39	38
WBGene00201342	136	0	1	0	0	0	0	0
WBGene00011130	4487	7	84	1	1	1	8	6
WBGene00007809	1889	1	3	3	2	1	1	2
WBGene00168500	21	0	0	0	0	0	0	0
WBGene00007808	3806	1	13	1	0	0	3	4
WBGene00007338	1455	0	0	0	0	0	2	2
WBGene00168524	21	0	0	0	0	0	0	0
WBGene00173637	21	0	0	0	0	0	0	0
WBGene00007336	1631	4	2	0	0	0	2	1
WBGene00001795	10652	37	25	17	23	12	22	19
WBGene00007337	774	6	3	3	2	3	13	10
WBGene00000701	931	2	59	4	8	5	243	42
WBGene00003606	5063	3	7	2	4	4	6	2
WBGene00172298	21	0	0	0	0	0	0	0
WBGene00169991	21	0	0	0	0	0	0	0
WBGene00007114	1814	2	2	1	0	0	4	3
WBGene00007113	1437	15	12	32	61	17	19	7
WBGene00196590	144	0	0	1	2	0	1	2
WBGene00007112	2042	43	4	15	13	16	34	29
WBGene00003287	100	0	0	0	0	0	1	0
WBGene00001020	1544	58	15	13	21	19	56	89
WBGene00007106	1039	1	2	2	1	4	13	8
WBGene00001920	312	414	179	115	194	219	436	944
WBGene00007110	1794	16	54	13	8	12	150	269
WBGene00007111	3504	14	50	7	11	5	47	66
WBGene00010061	4106	14	19	17	6	8	71	99
WBGene00001932	503	37	55	85	66	153	925	1178
WBGene00002223	18539	127	318	52	62	57	276	250
WBGene00044025	1646	2	2	0	0	1	4	0
WBGene00014829	73	0	0	0	0	1	0	0
WBGene00011338	6232	23	13	20	11	11	47	47
WBGene00010352	1175	3	1	1	1	2	6	5
WBGene00199957	93	0	1	1	0	0	0	0
WBGene00001108	1530	0	0	2	2	0	7	7
WBGene00001940	502	36	56	84	66	153	924	1177
WBGene00010353	1455	4	17	4	1	1	107	74
WBGene00045122	1813	12	3	1	5	0	8	4
WBGene00009036	1227	1	4	0	1	0	6	1
WBGene00009038	4216	15	6	9	6	4	26	19
WBGene00009039	2541	4	4	0	1	1	5	5
WBGene00196095	150	0	0	0	0	0	0	0
WBGene00199342	147	0	1	0	0	0	0	0
WBGene00199741	137	1	0	0	0	0	0	0
WBGene00200621	164	5	1	3	6	3	2	1
WBGene00201374	209	0	0	2	3	2	0	0
WBGene00174837	21	0	0	0	0	0	0	0
WBGene00007512	1581	5	1	7	5	2	3	1
WBGene00007515	1807	1	4	0	1	0	1	1
WBGene00219489	129	0	2	1	0	0	1	0
WBGene00007514	5889	59	24	16	29	32	154	116
WBGene00003148	1012	2	52	0	1	5	29	32
WBGene00004892	15500	26	1124	8	20	14	728	691
WBGene00195770	94	1	4	0	0	0	1	2
WBGene00010848	1039	2	11	0	2	0	3	5
WBGene00045319	435	0	1	0	0	0	1	0
WBGene00010847	2610	1	9	4	2	2	15	6
WBGene00201578	184	1	1	3	3	3	7	9
WBGene00201005	289	5	19	1	2	0	11	12
WBGene00010849	17937	42	269	10	12	7	66	48
WBGene00077461	72	0	12	0	2	0	6	3
WBGene00000702	1986	2	3	0	0	1	1	0
WBGene00008723	3773	2	2	0	1	0	6	0
WBGene00008722	3155	5	21	2	1	2	8	7
WBGene00004755	4209	20	7	12	17	13	50	67
WBGene00196989	151	0	0	0	0	1	1	1
WBGene00198599	225	0	2	2	1	1	1	6
WBGene00198307	338	35	3	13	14	5	15	8
WBGene00201942	144	0	0	0	2	5	1	3
WBGene00009589	3978	20	30	13	12	8	56	23
WBGene00009588	1653	14	33	9	9	9	35	37
WBGene00012497	1315	3	7	5	3	2	15	16
WBGene00012499	1864	65	37	29	21	23	18	19
WBGene00001107	1437	1	10	0	1	2	2	3
WBGene00003093	1732	1	8	3	2	3	7	13
WBGene00003094	1328	9	6	3	4	1	22	12
WBGene00003095	1038	8	22	8	9	5	13	16
WBGene00010231	3094	19	10	14	8	12	28	26
WBGene00003415	3547	9	46	6	10	3	59	62
WBGene00010234	969	4	4	9	5	3	11	25
WBGene00014088	3297	35	33	31	35	24	33	36
WBGene00199549	135	0	2	0	0	0	0	0
WBGene00006491	1319	6	5	2	1	2	4	6
WBGene00001320	2049	20	31	13	7	7	29	36
WBGene00198390	50	3	1	3	8	4	1	1
WBGene00014077	3566	7	5	3	3	3	13	4
WBGene00014078	3144	6	3	5	8	10	12	21
WBGene00002335	2862	14	21	3	3	4	22	9
WBGene00001079	3453	4	15	1	2	0	7	6
WBGene00011911	832	0	1	1	3	0	1	2
WBGene00196441	146	0	0	0	0	0	0	0
WBGene00195760	59	0	1	0	0	0	0	1
WBGene00202320	149	0	0	0	0	0	0	0
WBGene00196226	141	0	2	1	3	1	1	1
WBGene00200161	211	8	1	0	1	1	2	0
WBGene00194869	339	1	0	0	0	2	0	1
WBGene00045096	321	1	0	0	0	1	0	0
WBGene00010446	1190	6	0	1	1	3	10	4
WBGene00200650	136	0	0	0	0	1	1	2
WBGene00011724	1401	0	3	1	1	0	2	1
WBGene00194933	261	0	3	0	1	0	1	1
WBGene00185100	697	0	0	1	0	0	1	0
WBGene00011723	4684	22	16	3	3	0	12	6
WBGene00011725	5104	1	26	3	3	0	12	5
WBGene00170559	21	0	0	0	2	6	1	3
WBGene00196702	135	4	0	1	1	0	3	0
WBGene00010350	8653	73	47	67	52	55	43	37
WBGene00196650	128	2	0	0	0	2	4	1
WBGene00010349	2422	1	8	1	2	0	5	3
WBGene00010348	880	26	2	2	7	2	8	6
WBGene00174702	21	0	0	0	0	0	0	1
WBGene00202048	224	0	1	4	3	1	0	1
WBGene00003920	1413	53	29	14	38	27	127	116
WBGene00200601	144	0	6	1	1	1	0	0
WBGene00045009	162	0	1	1	1	0	0	0
WBGene00044253	369	2	2	2	5	3	4	5
WBGene00010920	2758	9	1	5	8	5	8	2
WBGene00172937	21	6	1	2	0	2	0	1
WBGene00199953	145	1	3	0	1	1	2	0
WBGene00009550	863	0	0	0	0	0	3	2
WBGene00006415	4210	19	42	5	6	4	16	19
WBGene00001151	1549	0	5	2	6	3	4	3
WBGene00200459	384	4	17	4	1	4	10	11
WBGene00197534	144	1	1	0	0	0	1	0
WBGene00195534	148	0	0	1	0	0	2	0
WBGene00004084	1684	2	16	1	0	1	25	24
WBGene00201555	150	0	1	1	0	0	1	0
WBGene00198508	147	0	0	0	0	0	0	1
WBGene00197529	138	0	0	0	0	0	2	0
WBGene00196079	131	3	6	0	1	0	4	3
WBGene00001398	2106	6	17	7	2	3	26	30
WBGene00014089	4019	33	53	33	20	26	86	124
WBGene00014090	817	1	3	0	0	0	8	8
WBGene00044009	713	4	66	0	0	0	14	7
WBGene00014630	119	2	1	1	0	0	6	9
WBGene00167080	21	0	0	0	0	0	0	0
WBGene00014093	1783	6	1	2	1	2	6	14
WBGene00014094	2408	6	6	0	3	0	4	3
WBGene00001839	3712	6	8	2	3	4	12	6
WBGene00006566	2258	0	22	3	2	0	24	14
WBGene00014096	1713	4	29	3	3	4	30	39
WBGene00014991	1318	13	7	0	5	3	5	8
WBGene00005591	1518	1	12	0	0	1	4	6
WBGene00004907	3039	3	10	2	0	1	4	5
WBGene00006759	38311	237	5306	148	169	175	419	416
WBGene00195308	280	1	135	0	0	0	11	14
WBGene00014009	1498	3	10	1	2	0	10	4
WBGene00011742	2293	5	27	3	0	1	21	12
WBGene00235284	69	0	2	1	0	0	0	0
WBGene00011741	1225	13	14	6	5	3	48	70
WBGene00011738	7983	29	241	16	13	15	85	82
WBGene00200018	146	3	15	1	0	0	2	2
WBGene00000270	1365	3	6	1	2	0	16	17
WBGene00010666	987	13	6	5	3	2	8	11
WBGene00200706	141	1	0	0	1	1	3	4
WBGene00198475	150	1	1	0	0	0	1	0
WBGene00199487	150	0	0	0	0	0	0	0
WBGene00045283	933	1	4	0	2	0	1	3
WBGene00010668	313	2	0	1	0	0	0	0
WBGene00010670	1056	4	2	2	1	1	3	0
WBGene00008687	2079	18	29	2	3	6	22	14
WBGene00008684	2967	24	9	39	83	25	19	23
WBGene00044329	1151	5	4	3	1	2	20	30
WBGene00000703	1604	20	0	8	14	12	12	22
WBGene00010888	992	2	0	0	3	1	1	2
WBGene00220033	121	0	1	0	0	0	0	0
WBGene00010890	6374	15	8	11	4	6	28	40
WBGene00170152	21	57	29	19	12	11	63	131
WBGene00200968	150	2	6	0	0	0	1	3
