DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
5577573	5577573		False	False	300	5577273	5577273		ADOG	II	.	.	5577273	ncRNA	gene_id "WBGene00198217"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198217	0	0	0	0	0	0	0	0	0	['WBGene00023151']	0	0	0	0	0	0	0	0.0	0	0	0		91	1045.0	WormBase	5577182	+	gene	False	N2HS_J2B_sp
5796385	5796385		True	False	200	5796185	5796185		ADOG	II	.	.	5796185	protein_coding	gene_id "WBGene00019406"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1690	1708.0	WormBase	5794495	+	gene	False	N2HS_J2B_sp
5806648	5806648		False	False	300	5806348	5806348		ADOG	II	.	.	5806348	ncRNA	gene_id "WBGene00197979"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		75	4166.0	WormBase	5806273	+	gene	False	N2HS_J2B_sp
5812349	5812349		False	False	600	5811749	5811749		ADOG	II	.	.	5811749	protein_coding	gene_id "WBGene00022876"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1235	4824.0	WormBase	5810514	+	gene	False	N2HS_J2B_sp
5817806	5817806		False	False	500	5817306	5817306		ADOG	II	.	.	5817306	protein_coding	gene_id "WBGene00044393"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		733	1292.0	WormBase	5816573	+	gene	False	N2HS_J2B_sp
5917110	5917110		False	False	200	5916910	5916910		ADOG	II	.	.	5916910	protein_coding	gene_id "WBGene00019127"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00168297']	0	0	0.0	0	['WBGene00219988']	0		5586	512.0	WormBase	5911324	+	gene	False	N2HS_J2B_sp
5925538	5925538		False	False	700	5924838	5924838		ADOG	II	.	.	5924838	protein_coding	gene_id "WBGene00017895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2871	2338.0	WormBase	5921967	+	gene	False	N2HS_J2B_sp
6110322	6110322		True	False	200	6110122	6110122		ADOG	II	.	.	6110122	protein_coding	gene_id "WBGene00004346"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		10062	8277.0	WormBase	6100060	+	gene	False	N2HS_J2B_sp
6218571	6218571		True	False	6900	6211671	6211671		ADOG	II	.	.	6211671	ncRNA	gene_id "WBGene00197489"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		87	15561.0	WormBase	6211584	+	gene	False	N2HS_J2B_sp
6264025	6264025		False	False	700	6263325	6263325		ADOG	II	.	.	6263325	protein_coding	gene_id "WBGene00017444"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		803	725.0	WormBase	6262522	+	gene	False	N2HS_J2B_sp
6375244	6375244		False	False	700	6374544	6374544		ADOG	II	.	.	6374544	protein_coding	gene_id "WBGene00003009"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3249	9101.0	WormBase	6371295	+	gene	False	N2HS_J2B_sp
6417268	6417268		False	False	200	6417068	6417068		ADOG	II	.	.	6417068	ncRNA	gene_id "WBGene00196093"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		220	1151.0	WormBase	6416848	+	gene	False	N2HS_J2B_sp
6420373	6420373		False	False	2000	6418373	6418373		ADOG	II	.	.	6418373	ncRNA	gene_id "WBGene00195347"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		154	4739.0	WormBase	6418219	+	gene	False	N2HS_J2B_sp
6782086	6782086		False	False	400	6781686	6781686		ADOG	II	.	.	6781686	protein_coding	gene_id "WBGene00020482"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2222	1741.0	WormBase	6779464	+	gene	False	N2HS_J2B_sp
7034635	7034635		False	False	300	7034335	7034335		ADOG	II	.	.	7034335	ncRNA	gene_id "WBGene00195302"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		273	3957.0	WormBase	7034062	+	gene	False	N2HS_J2B_sp
7093502	7093502		False	False	400	7093102	7093102		ADOG	II	.	.	7093102	protein_coding	gene_id "WBGene00020170"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3428	1057.0	WormBase	7089674	+	gene	False	N2HS_J2B_sp
7152160	7152160		True	False	400	7151760	7151760		ADOG	II	.	.	7151760	protein_coding	gene_id "WBGene00020318"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2512	806.0	WormBase	7149248	+	gene	False	N2HS_J2B_sp
7434616	7434616		False	False	400	7434216	7434216		ADOG	II	.	.	7434216	protein_coding	gene_id "WBGene00005132"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1520	1042.0	WormBase	7432696	+	gene	False	N2HS_J2B_sp
7506795	7506795		False	False	200	7506595	7506595		ADOG	II	.	.	7506595	protein_coding	gene_id "WBGene00016183"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1244	5238.0	WormBase	7505351	+	gene	False	N2HS_J2B_sp
7518583	7518583		False	False	2000	7516583	7516583		ADOG	II	.	.	7516583	ncRNA	gene_id "WBGene00202360"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		149	6998.0	WormBase	7516434	+	gene	False	N2HS_J2B_sp
7812305	7812305		False	False	200	7812105	7812105		ADOG	II	.	.	7812105	protein_coding	gene_id "WBGene00000516"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		865	498.0	WormBase	7811240	+	gene	False	N2HS_J2B_sp
7813678	7813678		False	False	200	7813478	7813478		ADOG	II	.	.	7813478	ncRNA	gene_id "WBGene00195775"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		149	651.0	WormBase	7813329	+	gene	False	N2HS_J2B_sp
7814631	7814631		False	False	300	7814331	7814331		ADOG	II	.	.	7814331	ncRNA	gene_id "WBGene00197798"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		202	725.0	WormBase	7814129	+	gene	False	N2HS_J2B_sp
7933797	7933797		False	False	2900	7930897	7930897		ADOG	II	.	.	7930897	ncRNA	gene_id "WBGene00201817"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		72	10254.0	WormBase	7930825	+	gene	False	N2HS_J2B_sp
8204201	8204201		False	False	200	8204001	8204001		ADOG	II	.	.	8204001	protein_coding	gene_id "WBGene00004264"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004264	0	0	0	['WBGene00195311']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5198	340.0	WormBase	8198803	+	gene	False	N2HS_J2B_sp
8222595	8222595		False	False	200	8222395	8222395		ADOG	II	.	.	8222395	protein_coding	gene_id "WBGene00002066"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5164	3737.0	WormBase	8217231	+	gene	False	N2HS_J2B_sp
8390391	8390391		False	False	500	8389891	8389891		ADOG	II	.	.	8389891	protein_coding	gene_id "WBGene00009902"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1840	1197.0	WormBase	8388051	+	gene	False	N2HS_J2B_sp
8417357	8417357		False	False	500	8416857	8416857		ADOG	II	.	.	8416857	protein_coding	gene_id "WBGene00009899"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4186	761.0	WormBase	8412671	+	gene	False	N2HS_J2B_sp
8520900	8520900		False	False	200	8520700	8520700		ADOG	II	.	.	8520700	protein_coding	gene_id "WBGene00011761"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2190	205.0	WormBase	8518510	+	gene	False	N2HS_J2B_sp
8721991	8721991		False	False	300	8721691	8721691		ADOG	II	.	.	8721691	protein_coding	gene_id "WBGene00011311"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4857	783.0	WormBase	8716834	+	gene	False	N2HS_J2B_sp
8750835	8750835		False	False	200	8750635	8750635		ADOG	II	.	.	8750635	ncRNA	gene_id "WBGene00199166"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		303	517.0	WormBase	8750332	+	gene	False	N2HS_J2B_sp
8890673	8890673		True	False	1000	8889673	8889673		ADOG	II	.	.	8889673	protein_coding	gene_id "WBGene00011580"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4772	2034.0	WormBase	8884901	+	gene	False	N2HS_J2B_sp
8894918	8894918		False	False	300	8894618	8894618		ADOG	II	.	.	8894618	ncRNA	gene_id "WBGene00196769"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		140	2223.0	WormBase	8894478	+	gene	False	N2HS_J2B_sp
9063228	9063228		True	False	1100	9062128	9062128		ADOG	II	.	.	9062128	ncRNA	gene_id "WBGene00201871"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		146	8308.0	WormBase	9061982	+	gene	False	N2HS_J2B_sp
9091022	9091022		True	False	1200	9089822	9089822		ADOG	II	.	.	9089822	ncRNA	gene_id "WBGene00200843"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		98	9549.0	WormBase	9089724	+	gene	False	N2HS_J2B_sp
9222998	9222998		False	False	200	9222798	9222798		ADOG	II	.	.	9222798	protein_coding	gene_id "WBGene00014208"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		9140	471.0	WormBase	9213658	+	gene	False	N2HS_J2B_sp
9572542	9572542		False	False	200	9572342	9572342		ADOG	II	.	.	9572342	ncRNA	gene_id "WBGene00197031"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		66	3629.0	WormBase	9572276	+	gene	False	N2HS_J2B_sp
9678210	9678210		False	False	1000	9677210	9677210		ADOG	II	.	.	9677210	protein_coding	gene_id "WBGene00000180"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2232	3588.0	WormBase	9674978	+	gene	False	N2HS_J2B_sp
10029153	10029153		False	False	200	10028953	10028953		ADOG	II	.	.	10028953	piRNA	gene_id "WBGene00167867"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		20	1242.0	WormBase	10028933	+	gene	False	N2HS_J2B_sp
10089669	10089669		False	False	1600	10088069	10088069		ADOG	II	.	.	10088069	ncRNA	gene_id "WBGene00200771"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		149	6804.0	WormBase	10087920	+	gene	False	N2HS_J2B_sp
10209691	10209691		False	False	300	10209391	10209391		ADOG	II	.	.	10209391	protein_coding	gene_id "WBGene00011331"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00168785']	0	0	0.0	0	0	0		2676	9080.0	WormBase	10206715	+	gene	False	N2HS_J2B_sp
10351813	10351813		False	False	200	10351613	10351613		ADOG	II	.	.	10351613	protein_coding	gene_id "WBGene00007419"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		853	650.0	WormBase	10350760	+	gene	False	N2HS_J2B_sp
10400720	10400720		False	False	1400	10399320	10399320		ADOG	II	.	.	10399320	protein_coding	gene_id "WBGene00011664"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2442	11969.0	WormBase	10396878	+	gene	False	N2HS_J2B_sp
10413170	10413170		False	False	500	10412670	10412670		ADOG	II	.	.	10412670	protein_coding	gene_id "WBGene00008484"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1381	4116.0	WormBase	10411289	+	gene	False	N2HS_J2B_sp
10445433	10445433		False	False	200	10445233	10445233		ADOG	II	.	.	10445233	protein_coding	gene_id "WBGene00014057"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1906	3033.0	WormBase	10443327	+	gene	False	N2HS_J2B_sp
10729552	10729552		False	False	300	10729252	10729252		ADOG	II	.	.	10729252	protein_coding	gene_id "WBGene00007490"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		9021	8150.0	WormBase	10720231	+	gene	False	N2HS_J2B_sp
10812388	10812388		False	False	200	10812188	10812188		ADOG	II	.	.	10812188	protein_coding	gene_id "WBGene00011070"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1172	8827.0	WormBase	10811016	+	gene	False	N2HS_J2B_sp
10967431	10967431		False	False	200	10967231	10967231		ADOG	II	.	.	10967231	ncRNA	gene_id "WBGene00199580"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		64	1155.0	WormBase	10967167	+	gene	False	N2HS_J2B_sp
11112553	11112553		True	False	1200	11111353	11111353		ADOG	II	.	.	11111353	ncRNA	gene_id "WBGene00202358"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		122	1366.0	WormBase	11111231	+	gene	False	N2HS_J2B_sp
11222224	11222224		False	False	1100	11221124	11221124		ADOG	II	.	.	11221124	ncRNA	gene_id "WBGene00201063"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		142	1181.0	WormBase	11220982	+	gene	False	N2HS_J2B_sp
11258706	11258706		False	False	200	11258506	11258506		ADOG	II	.	.	11258506	protein_coding	gene_id "WBGene00011465"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1425	9708.0	WormBase	11257081	+	gene	False	N2HS_J2B_sp
11285876	11285876		False	False	300	11285576	11285576		ADOG	II	.	.	11285576	ncRNA	gene_id "WBGene00197136"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		133	1098.0	WormBase	11285443	+	gene	False	N2HS_J2B_sp
11315595	11315595		True	False	1300	11314295	11314295		ADOG	II	.	.	11314295	ncRNA	gene_id "WBGene00197412"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		138	20213.0	WormBase	11314157	+	gene	False	N2HS_J2B_sp
11405325	11405325		False	False	2500	11402825	11402825		ADOG	II	.	.	11402825	ncRNA	gene_id "WBGene00199308"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		148	7266.0	WormBase	11402677	+	gene	False	N2HS_J2B_sp
11431007	11431007		False	False	400	11430607	11430607		ADOG	II	.	.	11430607	protein_coding	gene_id "WBGene00014666"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		5777	1102.0	WormBase	11424830	+	gene	False	N2HS_J2B_sp
11433266	11433266		False	False	500	11432766	11432766		ADOG	II	.	.	11432766	protein_coding	gene_id "WBGene00007341"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1057	1455.0	WormBase	11431709	+	gene	False	N2HS_J2B_sp
11635727	11635727		False	False	400	11635327	11635327		ADOG	II	.	.	11635327	snoRNA	gene_id "WBGene00220236"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		102	5127.0	WormBase	11635225	+	gene	False	N2HS_J2B_sp
12284433	12284433		False	False	300	12284133	12284133		ADOG	II	.	.	12284133	protein_coding	gene_id "WBGene00002063"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3471	5252.0	WormBase	12280662	+	gene	False	N2HS_J2B_sp
12331522	12331522		False	False	400	12331122	12331122		ADOG	II	.	.	12331122	protein_coding	gene_id "WBGene00016830"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1828	1802.0	WormBase	12329294	+	gene	False	N2HS_J2B_sp
12508852	12508852		False	False	400	12508452	12508452		ADOG	II	.	.	12508452	protein_coding	gene_id "WBGene00005289"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1114	498.0	WormBase	12507338	+	gene	False	N2HS_J2B_sp
12568697	12568697		False	False	400	12568297	12568297		ADOG	II	.	.	12568297	protein_coding	gene_id "WBGene00009869"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2132	37671.0	WormBase	12566165	+	gene	False	N2HS_J2B_sp
12687213	12687213		False	False	500	12686713	12686713		ADOG	II	.	.	12686713	protein_coding	gene_id "WBGene00012895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		6759	7699.0	WormBase	12679954	+	gene	False	N2HS_J2B_sp
12907983	12907983		False	False	200	12907783	12907783		ADOG	II	.	.	12907783	protein_coding	gene_id "WBGene00009398"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		413	1296.0	WormBase	12907370	+	gene	False	N2HS_J2B_sp
12993318	12993318		False	False	200	12993118	12993118		ADOG	II	.	.	12993118	protein_coding	gene_id "WBGene00000870"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000870	0	0	0	['WBGene00199368']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		12527	27655.0	WormBase	12980591	+	gene	False	N2HS_J2B_sp
13304629	13304629		False	False	400	13304229	13304229		ADOG	II	.	.	13304229	protein_coding	gene_id "WBGene00012989"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012989	0	0	0	['WBGene00199755']	0	['WBGene00012988']	0	0	0	0	0	0	0	['WBGene00200945']	0	0	0	0.0	0	0	0		31595	5061.0	WormBase	13272634	+	gene	False	N2HS_J2B_sp
13474195	13474195		False	False	200	13473995	13473995		ADOG	II	.	.	13473995	protein_coding	gene_id "WBGene00008447"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1594	3476.0	WormBase	13472401	+	gene	False	N2HS_J2B_sp
13756467	13756467		False	False	200	13756267	13756267		ADOG	II	.	.	13756267	protein_coding	gene_id "WBGene00011055"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3951	2141.0	WormBase	13752316	+	gene	False	N2HS_J2B_sp
13761433	13761433		False	False	200	13761233	13761233		ADOG	II	.	.	13761233	protein_coding	gene_id "WBGene00011054"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		2825	2194.0	WormBase	13758408	+	gene	False	N2HS_J2B_sp
13822533	13822533		True	False	200	13822333	13822333		ADOG	II	.	.	13822333	protein_coding	gene_id "WBGene00001885"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		555	652.0	WormBase	13821778	+	gene	False	N2HS_J2B_sp
13915854	13915854		False	False	600	13915254	13915254		ADOG	II	.	.	13915254	protein_coding	gene_id "WBGene00012198"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		6333	1086.0	WormBase	13908921	+	gene	False	N2HS_J2B_sp
13935870	13935870		False	False	200	13935670	13935670		ADOG	II	.	.	13935670	ncRNA	gene_id "WBGene00200137"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		198	8613.0	WormBase	13935472	+	gene	False	N2HS_J2B_sp
14296255	14296255		False	False	200	14296055	14296055		ADOG	II	.	.	14296055	protein_coding	gene_id "WBGene00013215"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		3231	1250.0	WormBase	14292824	+	gene	False	N2HS_J2B_sp
14383776	14383776		False	False	400	14383376	14383376		ADOG	II	.	.	14383376	protein_coding	gene_id "WBGene00011049"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1604	597.0	WormBase	14381772	+	gene	False	N2HS_J2B_sp
14719970	14719970		False	False	300	14719670	14719670		ADOG	II	.	.	14719670	pseudogene	gene_id "WBGene00007481"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00007481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1308	5151.0	WormBase	14718362	+	gene	False	N2HS_J2B_sp
14782923	14782923		True	False	200	14782723	14782723		ADOG	II	.	.	14782723	protein_coding	gene_id "WBGene00013193"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		4378	3406.0	WormBase	14778345	+	gene	False	N2HS_J2B_sp
14809904	14809904		False	False	700	14809204	14809204		ADOG	II	.	.	14809204	protein_coding	gene_id "WBGene00012183"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		282	2978.0	WormBase	14808922	+	gene	False	N2HS_J2B_sp
89443	89443		False	False	200	89243	89243		ADOG	III	.	.	89243	protein_coding	gene_id "WBGene00018793"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1684	25660.0	WormBase	87559	+	gene	False	N2HS_J2B_s
126827	126827		True	False	300	126527	126527		ADOG	III	.	.	126527	protein_coding	gene_id "WBGene00016218"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0		1749	4420.0	WormBase	124778	+	gene	False	N2HS_J2B_s
314966	314966		False	False	700	314266	314266		ADOG	III	.	.	314266	protein_coding	gene_id "WBGene00021751"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021751	0	0	0	0	0	['WBGene00000081']	0	0	0	0	0	0	0	['WBGene00196000']	0	0	0	0.0	0	0	0		21626	1194.0	WormBase	292640	+	gene	False	N2HS_J2B_s
