GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00171323	21	0	1	0	0	0	0	0	0
WBGene00171283	21	0	0	0	0	0	0	0	0
WBGene00047763	21	0	0	0	0	0	0	0	0
WBGene00049079	21	0	0	0	0	0	0	0	0
WBGene00172383	21	0	0	0	0	0	0	0	0
WBGene00046594	21	0	0	0	0	0	0	0	0
WBGene00170309	21	0	0	0	0	0	0	0	0
WBGene00170948	21	0	0	0	0	0	0	0	0
WBGene00173989	21	0	0	0	0	0	0	0	0
WBGene00171589	21	0	0	0	0	0	0	0	0
WBGene00172031	21	0	0	0	0	0	0	0	0
WBGene00168254	21	0	0	0	0	0	0	0	0
WBGene00172407	21	0	0	2	0	0	0	0	0
WBGene00174631	21	1	0	0	0	0	0	0	0
WBGene00169357	21	0	0	0	0	0	0	0	0
WBGene00047803	21	0	0	0	0	0	0	0	0
WBGene00167989	21	0	0	0	0	0	0	0	0
WBGene00174875	21	0	0	0	0	0	0	0	0
WBGene00046839	21	0	0	0	0	0	0	0	0
WBGene00171838	21	0	0	0	1	0	0	0	0
WBGene00050756	21	1	0	0	0	0	0	0	0
WBGene00171279	21	1	0	0	0	0	0	0	0
WBGene00046703	21	0	0	0	0	0	0	0	0
WBGene00169525	21	0	0	0	0	0	0	0	0
WBGene00172670	21	0	1	0	0	0	0	0	0
WBGene00048338	21	0	0	0	0	0	0	0	0
WBGene00165452	21	1	1	0	1	0	0	0	0
WBGene00050068	21	1	0	0	0	0	0	0	0
WBGene00174937	21	1	0	0	0	0	0	0	0
WBGene00171587	21	0	0	0	0	1	0	0	0
WBGene00171094	21	0	0	0	0	0	0	0	0
WBGene00049094	21	0	0	0	0	0	0	0	0
WBGene00172950	21	0	0	0	0	0	0	0	0
WBGene00049167	21	0	0	0	0	0	0	0	0
WBGene00167072	21	0	0	0	0	0	0	0	0
WBGene00173651	21	0	0	0	0	0	0	0	0
WBGene00046235	21	0	0	0	0	0	0	0	0
WBGene00046552	21	0	0	0	0	0	0	1	0
WBGene00174499	21	0	0	0	0	0	0	1	0
WBGene00045643	21	0	0	0	0	0	0	0	0
WBGene00169983	21	0	0	0	0	0	0	0	0
WBGene00006441	6706	94	37	16	21	12	3	5	3
WBGene00172959	21	0	0	0	0	0	0	0	0
WBGene00050758	21	0	0	0	0	0	0	0	0
WBGene00165495	21	0	0	0	0	0	0	0	0
WBGene00048935	21	0	0	0	0	0	0	0	0
WBGene00048785	21	1	0	0	0	0	0	0	0
WBGene00167464	21	0	0	0	0	0	0	0	0
WBGene00174244	21	0	0	0	0	0	0	0	0
WBGene00045749	21	0	0	0	0	0	0	0	0
WBGene00170394	21	0	0	0	0	0	0	0	0
WBGene00049485	21	0	0	0	0	0	0	0	0
WBGene00166674	21	0	0	0	0	0	0	0	0
WBGene00049087	21	0	0	0	0	0	0	0	0
WBGene00173036	21	0	0	0	0	0	0	0	0
WBGene00165156	21	0	0	0	0	0	0	0	0
WBGene00165790	21	0	0	0	0	0	0	0	0
WBGene00013526	3227	36	12	10	8	9	4	2	2
WBGene00050861	21	0	0	0	0	0	0	0	0
WBGene00169663	21	0	0	0	0	0	0	0	0
WBGene00170757	21	0	0	0	0	0	0	0	0
WBGene00166650	21	0	0	0	1	2	0	0	0
WBGene00167093	21	0	0	0	0	0	0	0	0
WBGene00048614	21	0	0	0	0	0	0	0	0
WBGene00049434	21	0	0	0	0	0	1	0	0
WBGene00049557	21	0	0	0	0	0	0	0	0
WBGene00166264	21	0	1	0	0	0	0	0	0
WBGene00046218	21	0	0	0	0	0	0	0	0
WBGene00174474	21	0	0	0	0	0	0	0	0
WBGene00165810	21	0	0	0	0	0	0	0	0
WBGene00049796	21	0	0	0	0	0	0	0	0
WBGene00167546	21	0	0	0	0	0	0	0	0
WBGene00171503	21	0	0	0	0	0	0	0	0
WBGene00174481	21	0	0	0	0	0	0	0	0
WBGene00049298	21	0	0	0	0	0	0	0	0
WBGene00045981	21	0	0	0	0	0	0	0	0
WBGene00169044	21	1	1	0	0	0	1	0	0
WBGene00046389	21	1	1	0	0	0	1	0	0
WBGene00166435	21	0	2	0	0	0	0	0	0
WBGene00048396	21	0	1	1	1	0	0	0	0
WBGene00165473	21	0	1	1	1	0	0	0	0
WBGene00049361	21	0	1	1	1	0	0	0	0
WBGene00047551	21	0	0	1	0	0	0	0	0
WBGene00048305	21	0	0	0	0	0	1	0	0
WBGene00171100	21	0	0	0	0	0	0	0	0
WBGene00173719	21	1	1	0	0	0	0	0	0
WBGene00050689	21	1	1	0	0	0	0	0	0
WBGene00171863	21	0	0	0	0	0	0	0	0
WBGene00050604	21	2	0	0	1	1	0	0	0
WBGene00049966	21	0	0	0	0	0	0	0	1
WBGene00049479	21	0	0	0	0	0	0	0	1
WBGene00168137	21	1	1	0	2	0	0	0	0
WBGene00171156	21	1	1	0	2	0	0	0	0
WBGene00172421	21	0	2	0	0	0	0	0	0
WBGene00171768	21	0	0	0	0	0	0	0	0
WBGene00170732	21	0	0	0	0	0	0	0	0
WBGene00049057	21	0	0	0	0	0	0	0	0
WBGene00169360	21	0	0	0	0	0	0	0	0
WBGene00046863	21	0	0	0	0	0	0	0	0
WBGene00048406	21	0	0	0	0	0	0	0	0
WBGene00045539	21	0	0	0	0	0	0	0	0
WBGene00172943	21	0	0	0	0	0	0	0	0
WBGene00046970	21	0	1	0	0	0	0	0	0
WBGene00172195	21	0	0	0	0	0	0	0	0
WBGene00047606	21	0	0	0	0	0	0	0	0
WBGene00166362	21	0	0	0	0	0	0	0	0
WBGene00050680	21	0	0	0	0	0	0	0	0
WBGene00173012	21	0	0	0	0	0	0	0	0
WBGene00047800	21	0	0	0	0	0	0	0	0
WBGene00195607	64	0	0	0	0	0	0	0	0
WBGene00046351	21	0	0	0	0	0	0	0	0
WBGene00050356	21	0	0	0	0	0	0	0	0
WBGene00049798	21	0	0	0	0	0	0	0	0
WBGene00003604	6877	118	165	60	58	49	42	31	29
WBGene00172690	21	0	0	0	0	0	0	0	0
WBGene00172333	21	0	0	0	1	0	0	0	0
WBGene00174469	21	1	0	0	0	0	0	0	0
WBGene00046540	21	1	0	0	0	0	0	0	0
WBGene00167162	21	1	0	0	0	0	0	0	0
WBGene00169820	21	0	0	0	0	0	0	0	0
WBGene00050603	21	0	0	0	0	0	0	0	0
WBGene00173526	21	0	0	0	0	0	0	0	0
WBGene00165815	21	0	0	0	0	0	0	0	0
WBGene00050728	21	0	0	0	0	0	0	0	0
WBGene00047506	21	0	0	0	0	0	0	0	0
WBGene00166326	21	0	0	0	0	0	0	0	0
WBGene00169154	21	0	0	0	0	0	0	0	0
WBGene00165195	21	0	0	0	0	0	0	0	0
WBGene00173158	21	0	0	0	0	0	0	0	0
WBGene00171635	21	0	0	0	0	0	0	0	0
WBGene00167752	21	0	0	0	0	0	0	0	0
WBGene00170042	21	0	0	0	0	0	0	0	0
WBGene00175000	21	0	0	0	0	0	0	0	0
WBGene00050342	21	0	0	0	0	0	0	0	0
WBGene00046023	21	0	0	0	0	0	1	0	0
WBGene00046394	21	0	0	0	0	0	0	0	0
WBGene00046363	21	0	0	0	0	0	0	0	0
WBGene00046976	21	0	0	0	0	0	0	0	0
WBGene00045571	21	0	0	0	0	0	0	0	0
WBGene00046809	21	0	0	0	0	0	0	0	0
WBGene00170785	21	0	0	0	0	0	0	0	0
WBGene00174932	21	0	0	0	0	0	0	0	0
WBGene00169388	21	0	0	0	0	0	0	0	0
WBGene00047049	21	0	0	0	0	0	0	0	0
WBGene00050644	21	1	0	0	0	0	0	0	0
WBGene00049175	21	1	0	0	0	0	0	0	0
WBGene00048555	21	0	0	0	0	0	0	0	0
WBGene00046185	21	0	0	0	0	0	0	0	0
WBGene00173005	21	0	0	0	0	0	0	0	0
WBGene00049260	21	0	0	0	0	0	0	0	0
WBGene00171123	21	0	0	0	0	0	0	0	0
WBGene00048545	21	0	0	0	0	0	0	0	0
WBGene00166648	21	0	0	0	0	0	0	0	0
WBGene00166365	21	0	0	0	0	0	0	0	0
WBGene00048661	21	0	0	0	0	0	0	0	0
WBGene00168330	21	0	0	0	0	0	0	0	0
WBGene00172681	21	0	0	0	0	0	0	0	0
WBGene00171145	21	0	0	0	0	0	0	0	0
WBGene00049299	21	1	1	0	0	0	0	0	0
WBGene00049107	21	0	0	0	0	0	0	0	0
WBGene00049033	21	0	0	0	1	0	0	0	0
WBGene00048976	21	0	0	0	0	0	0	0	0
WBGene00167485	21	0	0	0	0	0	0	0	0
WBGene00048801	21	0	0	0	0	0	0	0	0
WBGene00168758	21	0	0	0	0	0	0	0	0
WBGene00172259	21	0	0	0	0	0	0	0	0
WBGene00166785	21	0	0	0	0	0	0	0	0
WBGene00167437	21	0	0	0	0	0	0	0	0
WBGene00173432	21	0	0	0	0	0	0	0	0
WBGene00013532	874	257	254	84	90	59	77	53	39
WBGene00013531	3853	90	126	29	22	26	22	15	15
WBGene00169650	21	0	0	0	0	0	0	0	0
WBGene00046738	21	0	0	0	0	0	0	0	0
WBGene00173714	21	0	0	0	0	0	0	0	0
WBGene00171359	21	0	0	0	0	0	0	0	0
WBGene00050109	21	0	0	0	0	0	0	0	0
WBGene00172781	21	0	0	0	0	0	0	0	0
WBGene00050574	21	0	0	0	0	0	0	0	0
WBGene00171655	21	0	0	0	0	0	0	0	0
WBGene00049930	21	0	0	0	0	0	0	0	0
WBGene00046046	21	0	0	0	0	0	0	0	0
WBGene00166020	21	0	0	0	0	0	0	0	0
WBGene00046386	21	0	0	0	0	0	0	0	0
WBGene00198181	58	0	0	0	1	0	0	0	0
WBGene00170857	21	0	0	0	0	0	0	0	0
WBGene00165130	21	0	0	0	0	0	0	0	0
WBGene00173795	21	0	0	0	0	0	0	0	0
WBGene00170016	21	0	0	0	0	0	0	0	0
WBGene00050738	21	0	0	0	0	0	0	0	0
WBGene00165271	21	0	0	0	0	0	0	0	0
WBGene00174911	21	0	0	0	0	0	0	0	0
WBGene00166492	21	0	0	0	0	0	0	0	0
WBGene00165963	21	0	0	0	0	0	0	0	0
WBGene00048004	21	0	0	0	0	0	0	0	0
WBGene00174831	21	2	0	0	0	0	0	0	0
WBGene00048857	21	2	0	0	0	0	0	0	0
WBGene00173098	21	0	0	0	0	0	0	0	0
WBGene00165269	21	0	0	0	0	0	0	0	0
WBGene00174361	21	0	0	0	0	0	0	0	0
WBGene00172940	21	0	0	0	0	0	0	0	0
WBGene00168687	21	0	0	0	0	0	0	0	0
WBGene00172521	21	0	0	0	0	0	0	0	0
WBGene00171437	21	0	0	0	0	0	0	0	0
WBGene00048969	21	0	0	0	0	0	0	0	0
WBGene00174729	21	0	0	0	0	0	0	0	0
WBGene00170129	21	0	0	0	0	0	0	0	0
WBGene00172675	21	0	0	0	0	0	0	0	0
WBGene00047877	21	0	0	0	0	0	0	0	0
WBGene00173194	21	0	0	0	0	0	0	0	0
WBGene00171855	21	0	0	0	0	0	0	0	0
WBGene00013534	13414	32	22	20	19	11	9	6	6
WBGene00013535	679	16	6	2	4	5	2	0	3
WBGene00013537	5440	30	6	4	6	5	3	2	2
WBGene00219627	2171	1	5	6	5	5	1	2	1
WBGene00206491	939	54	35	25	33	21	12	13	3
WBGene00049999	21	0	0	0	0	0	0	0	0
WBGene00166728	21	0	0	0	0	1	0	0	0
WBGene00173103	21	0	0	0	0	1	0	0	0
WBGene00050782	21	0	0	0	0	0	0	0	0
WBGene00167868	21	0	0	0	0	0	0	0	0
WBGene00050089	21	0	0	0	0	0	0	0	0
WBGene00046597	21	0	0	0	0	0	0	0	0
WBGene00169106	21	0	0	0	0	0	0	0	0
WBGene00046830	21	0	0	0	0	0	0	0	0
WBGene00046940	21	0	0	0	0	0	0	0	0
WBGene00046588	21	0	0	0	0	0	0	0	0
WBGene00049760	21	0	0	0	0	0	0	0	0
WBGene00047525	21	0	0	0	0	0	0	0	0
WBGene00167144	21	0	0	0	0	0	0	0	0
WBGene00172299	21	0	0	0	0	0	0	0	0
WBGene00173519	21	0	0	0	0	0	0	0	0
WBGene00048787	21	0	0	0	0	0	0	0	0
WBGene00174491	21	1	0	0	0	0	0	0	0
WBGene00173705	21	0	0	0	0	0	0	0	0
WBGene00045782	21	0	1	0	0	0	0	0	0
WBGene00172177	21	0	0	0	0	0	0	0	0
WBGene00172238	21	0	0	0	0	0	0	0	0
WBGene00167880	21	0	0	0	0	0	0	0	0
WBGene00172679	21	0	0	0	0	0	0	0	0
WBGene00049941	21	0	0	0	0	0	0	0	0
WBGene00170759	21	0	0	0	0	0	0	0	0
WBGene00168194	21	0	0	0	0	0	0	0	0
WBGene00047293	21	0	0	0	0	0	0	0	0
WBGene00050556	21	0	0	0	0	0	0	0	0
WBGene00046256	21	0	0	0	0	0	0	0	0
WBGene00166043	21	0	0	0	0	0	0	0	0
WBGene00167623	21	0	0	0	0	0	0	0	0
WBGene00174209	21	0	0	0	0	0	0	0	0
WBGene00172437	21	0	0	0	0	0	0	0	0
WBGene00045883	21	0	0	0	0	0	0	0	0
WBGene00165232	21	0	0	0	0	0	0	0	0
WBGene00165689	21	0	0	0	0	0	0	0	0
WBGene00167836	21	0	0	0	0	0	0	0	0
WBGene00167911	21	0	0	0	0	0	0	0	0
WBGene00049098	21	0	0	0	0	0	0	0	0
WBGene00046115	21	0	0	0	0	0	0	0	0
WBGene00171642	21	0	0	0	0	0	0	0	0
WBGene00168933	21	0	0	0	0	0	0	0	0
WBGene00172079	21	0	0	0	0	0	0	0	0
WBGene00047893	21	0	0	0	0	0	0	0	0
WBGene00171292	21	0	0	0	0	0	0	0	0
WBGene00050767	21	0	0	0	0	0	0	0	0
WBGene00049367	21	0	0	0	0	0	0	0	0
WBGene00174855	21	0	0	0	0	0	0	0	0
WBGene00045969	21	0	0	0	0	0	0	0	0
WBGene00169437	21	0	0	0	0	0	0	0	0
WBGene00048782	21	0	0	0	0	0	0	0	0
WBGene00014958	2343	5	3	6	5	3	2	2	1
WBGene00171873	21	0	0	0	0	0	0	0	0
WBGene00173902	21	0	0	0	0	0	0	0	0
WBGene00170216	21	0	0	0	0	0	0	0	0
WBGene00169047	21	0	0	0	0	0	0	0	0
WBGene00170366	21	0	0	0	0	0	0	0	0
WBGene00168489	21	0	0	0	0	0	0	0	0
WBGene00174086	21	0	0	0	0	0	0	0	0
WBGene00167078	21	0	0	0	0	0	0	0	0
WBGene00171742	21	0	0	0	0	0	0	0	0
WBGene00172030	21	0	0	0	0	0	0	0	0
WBGene00047341	21	0	0	0	0	0	0	0	0
WBGene00047234	21	0	0	0	0	1	0	0	0
WBGene00048735	21	0	0	0	0	1	0	0	0
WBGene00048568	21	0	0	0	0	0	0	0	0
WBGene00173991	21	0	0	0	0	0	0	0	0
WBGene00048367	21	0	0	0	1	0	0	0	0
WBGene00168846	21	0	0	0	1	0	0	0	0
WBGene00045686	21	0	0	0	0	0	0	0	0
WBGene00169444	21	0	0	0	0	0	0	0	0
WBGene00168912	21	0	0	0	0	0	0	0	0
WBGene00170235	21	0	0	0	0	0	0	0	0
WBGene00170540	21	0	0	0	0	0	0	0	0
WBGene00165883	21	0	0	0	0	0	0	0	0
WBGene00172550	21	0	0	0	0	0	0	0	0
WBGene00050486	21	0	0	0	0	0	0	0	0
WBGene00046771	21	0	0	0	0	0	0	0	0
WBGene00048077	21	0	0	0	0	0	0	0	0
WBGene00174792	21	0	0	0	0	0	0	0	0
WBGene00049286	21	6	0	1	1	0	0	0	0
WBGene00169508	21	6	0	1	1	0	0	0	0
WBGene00167187	21	0	0	0	0	0	0	0	0
WBGene00167658	21	0	0	0	0	0	0	0	0
WBGene00168131	21	0	0	0	0	0	0	0	0
WBGene00166301	21	0	0	0	0	0	0	0	0
WBGene00169794	21	0	0	0	0	0	0	0	0
WBGene00168572	21	0	0	0	0	0	0	0	0
WBGene00171915	21	0	0	0	0	0	0	0	0
WBGene00166757	21	0	0	0	0	0	0	0	0
WBGene00166498	21	0	0	0	0	0	0	0	0
WBGene00046717	21	0	1	0	0	0	0	0	0
WBGene00173625	21	0	0	0	0	0	0	0	0
WBGene00045520	21	0	0	0	0	0	0	0	0
WBGene00170194	21	0	0	0	0	0	0	0	0
WBGene00174530	21	0	0	0	0	0	0	0	0
WBGene00170895	21	0	0	0	0	0	0	0	0
WBGene00167865	21	0	0	0	0	0	0	0	0
WBGene00045680	21	0	0	0	0	0	0	0	0
WBGene00165980	21	0	0	0	0	0	0	0	0
WBGene00004158	1076	1	3	0	1	2	0	0	0
WBGene00172844	21	0	0	0	0	0	0	0	0
WBGene00047450	21	0	0	0	0	0	0	0	0
WBGene00045551	21	0	0	0	0	0	0	0	0
WBGene00048495	21	0	0	0	0	0	0	0	0
WBGene00173872	21	0	0	0	0	0	0	0	0
WBGene00077752	2117	3	0	0	1	2	1	0	0
WBGene00049014	21	0	0	0	0	0	0	0	0
WBGene00168822	21	0	0	0	0	0	0	0	0
WBGene00173288	21	0	0	0	0	0	0	0	0
WBGene00167249	21	0	0	0	0	0	0	0	0
WBGene00173286	21	0	0	0	0	0	0	0	0
WBGene00165807	21	0	0	0	0	0	0	0	0
WBGene00166982	21	0	0	0	0	0	0	0	0
WBGene00169785	21	0	0	0	0	0	0	0	0
WBGene00166139	21	0	0	0	0	0	0	0	0
WBGene00045880	21	0	0	0	0	0	0	0	0
WBGene00170960	21	0	0	0	0	0	0	0	0
WBGene00169896	21	0	0	0	0	0	0	0	0
WBGene00165159	21	0	0	0	0	0	0	0	0
WBGene00000028	1076	1	3	0	1	3	0	0	0
WBGene00166769	21	0	0	0	0	0	0	0	0
WBGene00046643	21	0	0	0	0	0	0	0	0
WBGene00200445	150	3	10	0	0	0	1	0	0
WBGene00200457	235	2	4	0	0	0	0	0	0
WBGene00004160	1076	1	3	0	1	3	0	0	0
WBGene00169504	21	0	0	0	0	0	0	0	0
WBGene00047456	21	0	0	0	0	0	0	0	0
WBGene00167107	21	0	0	0	0	0	0	0	0
WBGene00049555	21	0	0	0	0	0	0	0	0
WBGene00048702	21	0	0	0	0	0	0	0	0
WBGene00174717	21	0	0	0	0	0	0	0	0
WBGene00048162	21	0	0	0	0	0	0	0	0
WBGene00045770	21	0	0	0	0	0	0	0	0
WBGene00047300	21	0	0	0	0	0	0	0	0
WBGene00173947	21	0	0	0	0	0	0	0	0
WBGene00167118	21	0	0	0	0	0	0	0	0
WBGene00168920	21	0	0	0	0	0	0	0	0
WBGene00173446	21	0	0	0	0	0	0	0	0
WBGene00169873	21	0	0	0	0	0	0	0	0
WBGene00171592	21	0	0	0	0	0	0	0	0
WBGene00166700	21	0	0	0	0	0	0	0	0
WBGene00047263	21	0	0	0	0	0	0	0	0
WBGene00048636	21	0	0	0	0	0	0	0	0
WBGene00045554	21	0	0	0	0	0	0	0	0
WBGene00170636	21	0	0	0	0	0	0	0	0
WBGene00047043	21	0	0	0	0	0	0	0	0
WBGene00168685	21	0	0	0	0	0	0	0	0
WBGene00049455	21	0	0	0	0	0	0	0	0
WBGene00048389	21	1	0	0	0	0	0	0	0
WBGene00168681	21	1	0	0	0	0	0	0	0
WBGene00166118	21	0	0	0	0	0	0	0	0
WBGene00049467	21	0	0	0	0	0	0	0	0
WBGene00165352	21	0	0	0	0	0	0	0	0
WBGene00173350	21	0	0	0	0	0	0	0	0
WBGene00050703	21	0	0	0	0	0	0	0	0
WBGene00048594	21	0	0	0	0	0	0	0	0
WBGene00047356	21	0	0	0	0	0	0	0	0
WBGene00170556	21	0	0	0	0	0	0	0	0
WBGene00046442	21	0	0	0	0	0	0	1	0
WBGene00167976	21	0	0	0	0	0	0	0	0
WBGene00049347	21	0	0	0	0	0	0	0	0
WBGene00050364	21	0	0	0	0	0	0	0	0
WBGene00167061	21	0	0	0	0	0	0	0	0
WBGene00049388	21	0	0	0	0	0	0	0	0
WBGene00166236	21	0	0	0	0	0	0	0	0
WBGene00172859	21	0	0	0	0	0	0	0	0
WBGene00173322	21	0	0	0	0	0	0	0	0
WBGene00168048	21	0	0	0	0	0	0	0	0
WBGene00047632	21	0	0	0	0	0	0	0	0
WBGene00167054	21	0	0	0	0	0	0	0	0
WBGene00170172	21	0	0	0	0	0	0	0	0
WBGene00169756	21	0	0	0	0	0	0	0	0
WBGene00169908	21	0	0	0	0	0	0	0	0
WBGene00167135	21	0	0	0	0	0	0	0	0
WBGene00169381	21	0	0	0	0	0	0	0	0
WBGene00049481	21	0	0	0	0	0	0	0	0
WBGene00167407	21	0	0	0	0	0	0	0	0
WBGene00047741	21	0	0	0	0	0	0	0	0
WBGene00172899	21	0	0	0	0	0	0	0	0
WBGene00172034	21	0	0	0	0	0	0	0	0
WBGene00172356	21	0	0	0	0	0	0	0	0
WBGene00045722	21	0	0	0	1	0	0	0	0
WBGene00170490	21	0	0	0	0	0	0	0	0
WBGene00171277	21	0	0	0	0	0	0	0	0
WBGene00174683	21	0	0	0	0	0	0	0	0
WBGene00049205	21	0	0	0	0	0	0	0	0
WBGene00173236	21	0	0	0	0	0	0	0	0
WBGene00173600	21	0	0	0	0	0	0	0	0
WBGene00046755	21	0	0	0	0	0	0	0	0
WBGene00171955	21	0	0	0	0	0	0	0	0
WBGene00046056	21	0	0	0	0	0	0	0	0
WBGene00049264	21	0	0	0	0	0	0	0	0
WBGene00171460	21	0	0	0	0	0	0	0	0
WBGene00172110	21	0	0	0	0	0	0	0	0
WBGene00047582	21	0	0	0	0	0	0	0	0
WBGene00046964	21	0	0	0	0	0	0	0	0
WBGene00167974	21	0	0	0	0	0	0	0	0
WBGene00171021	21	0	0	0	0	0	0	0	0
WBGene00049708	21	0	0	0	0	0	0	0	0
WBGene00166094	21	0	0	0	0	0	0	0	0
WBGene00049204	21	0	0	0	0	0	0	0	0
WBGene00173561	21	0	0	0	0	0	0	0	0
WBGene00168889	21	0	0	0	0	0	0	0	0
WBGene00169161	21	0	0	0	0	0	0	0	0
WBGene00168240	21	0	0	0	0	0	0	0	0
WBGene00165460	21	0	0	0	0	0	0	0	0
WBGene00172958	21	0	0	0	0	0	0	0	0
WBGene00166971	21	0	0	0	0	0	0	0	0
WBGene00045556	21	0	0	0	0	0	0	0	0
WBGene00049118	21	0	0	0	0	0	0	0	0
WBGene00168728	21	0	0	0	0	0	0	0	0
WBGene00013634	1883	43	4	4	5	1	0	3	2
WBGene00194951	189	0	0	0	0	1	0	0	0
WBGene00013635	186	3	1	0	1	1	0	0	0
WBGene00013637	2614	24	21	88	71	76	38	48	38
WBGene00172457	21	0	0	0	0	0	0	0	0
WBGene00194913	321	7	1	2	6	1	0	0	0
WBGene00165054	21	0	0	0	0	0	0	0	0
WBGene00174900	21	0	0	0	0	0	0	0	0
WBGene00165172	21	0	1	0	1	0	0	0	0
WBGene00173176	21	0	0	0	0	0	1	0	0
WBGene00173058	21	0	0	0	0	0	0	0	0
WBGene00170542	21	0	0	0	0	0	0	0	0
WBGene00172253	21	0	0	0	0	0	0	0	0
WBGene00050181	21	0	0	0	0	0	0	0	0
WBGene00050350	21	0	0	0	0	0	0	0	0
WBGene00047285	21	0	0	0	0	0	0	0	0
WBGene00048303	21	0	0	0	0	0	0	0	0
WBGene00172855	21	0	0	0	0	0	0	0	0
WBGene00049395	21	0	0	0	0	0	0	0	0
WBGene00170727	21	0	0	0	0	0	0	0	0
WBGene00169469	21	0	0	0	0	0	0	0	0
WBGene00167999	21	0	0	0	0	0	0	0	2
WBGene00174198	21	0	0	0	0	0	0	0	0
WBGene00047925	21	0	0	0	0	0	0	0	0
WBGene00049048	21	0	0	0	0	0	0	0	0
WBGene00048416	21	0	0	0	0	0	0	0	0
WBGene00170712	21	0	0	0	0	0	0	0	0
WBGene00171428	21	1	0	0	0	0	0	0	0
WBGene00169099	21	0	0	0	0	0	0	0	0
WBGene00171960	21	0	0	0	0	0	0	0	0
WBGene00046317	21	0	0	0	0	0	0	0	0
WBGene00046137	21	0	0	0	0	0	0	0	0
WBGene00049581	21	0	0	0	0	0	0	0	0
WBGene00046767	21	0	0	0	0	0	0	0	0
WBGene00048312	21	0	0	0	0	0	0	0	0
WBGene00049736	21	0	0	0	0	0	0	0	0
WBGene00048766	21	0	0	0	0	0	0	0	0
WBGene00046344	21	0	0	0	0	0	0	0	0
WBGene00046788	21	0	0	0	0	0	0	0	0
WBGene00049271	21	0	0	0	0	0	0	0	0
WBGene00170752	21	0	0	0	0	0	0	0	0
WBGene00049738	21	0	0	0	0	0	0	0	0
WBGene00048268	21	0	0	0	0	0	0	0	0
WBGene00045929	21	0	0	0	0	0	0	0	0
WBGene00172944	21	0	0	0	0	0	0	0	0
WBGene00172808	21	0	0	0	0	0	0	0	0
WBGene00172264	21	0	0	0	0	0	0	0	0
WBGene00049013	21	0	0	0	0	0	0	0	0
WBGene00168100	21	0	0	0	0	0	0	0	0
WBGene00173431	21	0	0	0	0	0	0	0	0
WBGene00166496	21	0	0	0	0	0	0	0	0
WBGene00169902	21	0	0	0	0	0	0	0	0
WBGene00169456	21	0	0	0	0	0	0	0	0
WBGene00170066	21	0	0	0	0	0	0	0	0
WBGene00172343	21	0	0	0	0	0	0	0	0
WBGene00171870	21	0	0	0	0	0	0	0	0
WBGene00047914	21	0	0	1	0	0	0	0	0
WBGene00050295	21	3	0	0	0	0	0	0	0
WBGene00168936	21	0	0	0	0	0	0	0	0
WBGene00167384	21	0	0	0	0	0	0	0	0
WBGene00172070	21	0	0	0	0	0	0	0	0
WBGene00171252	21	0	0	0	0	0	0	0	1
WBGene00050194	21	0	0	0	0	0	0	0	0
WBGene00169204	21	0	0	2	0	0	1	0	0
WBGene00165739	21	0	0	0	0	0	0	0	0
WBGene00168084	21	0	0	0	0	0	0	0	0
WBGene00049524	21	0	1	0	0	1	0	0	0
WBGene00171134	21	2	1	1	0	1	1	0	1
WBGene00047749	21	0	0	1	4	2	2	3	1
WBGene00046407	21	0	0	1	0	0	0	0	0
WBGene00045970	21	1	0	1	0	1	0	0	0
WBGene00046110	21	1	0	1	0	1	0	0	0
WBGene00045822	21	1	0	2	0	2	0	0	0
WBGene00046918	21	0	0	0	0	0	0	0	0
WBGene00174210	21	0	0	1	0	0	0	0	0
WBGene00165635	21	0	0	0	0	0	0	0	0
WBGene00166009	21	0	0	0	0	0	0	0	0
WBGene00050581	21	0	2	2	3	1	0	0	1
WBGene00172283	21	0	1	2	0	2	0	1	1
WBGene00166626	21	0	0	0	0	0	0	0	0
WBGene00050828	21	0	0	0	0	0	0	0	0
WBGene00047279	21	0	1	0	0	0	0	0	1
WBGene00169112	21	0	0	0	1	0	0	0	0
WBGene00167908	21	0	0	1	0	0	0	0	0
WBGene00049243	21	0	0	1	0	0	0	0	0
WBGene00173987	21	0	0	1	0	2	0	0	0
WBGene00165603	21	0	0	1	0	2	0	0	0
WBGene00166281	21	2	2	1	1	1	1	1	0
WBGene00173968	21	0	0	0	0	0	0	0	0
WBGene00172492	21	0	1	0	0	0	0	0	0
WBGene00050064	21	3	1	1	0	0	0	0	0
WBGene00167470	21	3	1	1	0	0	0	0	0
WBGene00047676	21	3	1	1	0	0	0	0	0
WBGene00050497	21	0	0	0	0	0	1	0	0
WBGene00165494	21	1	1	1	0	0	0	2	0
WBGene00171888	21	1	1	1	0	0	0	2	0
WBGene00166641	21	0	0	0	1	0	0	0	0
WBGene00167455	21	0	0	0	1	0	0	0	0
WBGene00169523	21	0	1	5	1	6	2	0	0
WBGene00171551	21	0	0	0	1	2	0	1	0
WBGene00050077	21	0	0	0	1	2	0	1	0
WBGene00172028	21	0	0	1	1	0	0	0	0
WBGene00046396	21	2	0	0	0	0	0	0	0
WBGene00165659	21	2	0	0	0	0	0	0	0
