DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
5005214	5005214	0	False	False	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	5003414	5003414	0	DOG	V	.	.	5003414	protein_coding	gene_id "WBGene00005659"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1728	3815.0	N2HS_J2B_spl	WormBase	5001686	+	gene
4149055	4149055	0	False	False	1800	0	0	0	0	0	['WBGene00007631']	0	0	0	0	0	0	0	0	0	['WBGene00007631']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	4147255	4147255	0	DOG	III	.	.	4147255	protein_coding	gene_id "WBGene00006830"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006830	0	0	0	['WBGene00200316', 'WBGene00199655', 'WBGene00201040', 'WBGene00201819']	0	0	0	0	0	0	0	0	0	['WBGene00219843']	0	0	0	0.0	0	0	0	0.0	32029	4799.0	N2HS_J2B_s	WormBase	4115226	+	gene
4401442	4402742	0	True	True	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00011121']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00011120']	0	0	0	0	0	4400942	4400942	0	DOG	III	.	.	4400942	protein_coding	gene_id "WBGene00011114"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2179	500.0	N2HS_J2B_s	WormBase	4398763	+	gene
16317567	16318926	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00005395']	0	0	0	0	0	16317226	16317226	0	DOG	V	.	.	16317226	protein_coding	gene_id "WBGene00006247"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1922	341.0	N2HS_J2B_spl	WormBase	16315304	+	gene
2644584	2644584	0	False	False	1700	0	0	0	0	0	['WBGene00017709']	0	0	0	0	0	0	0	0	0	['WBGene00017709']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2642884	2642884	0	DOG	II	.	.	2642884	protein_coding	gene_id "WBGene00017706"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	794	6986.0	N2HS_J2B_sp	WormBase	2642090	+	gene
10687592	10688745	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00011289']	0	0	0	0	0	10687045	10687045	0	DOG	IV	.	.	10687045	protein_coding	gene_id "WBGene00011288"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	495	547.0	N2HS_J2B_sp	WormBase	10686550	+	gene
11922475	11922475	0	True	False	1700	0	0	0	0	0	['WBGene00014089', 'WBGene00014090']	0	0	0	0	0	0	0	0	0	['WBGene00014089', 'WBGene00014090']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	11920775	11920775	0	DOG	IV	.	.	11920775	antisense	gene_id "WBGene00194665"; gene_source "WormBase"; gene_biotype "antisense";	WBGene00194665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2574	5248.0	N2HS_J2B_sp	WormBase	11918201	+	gene
8307532	8307532	0	False	False	1700	0	0	0	0	0	['WBGene00017358']	0	0	0	0	0	0	0	0	0	['WBGene00017358']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	8305832	8305832	0	DOG	III	.	.	8305832	protein_coding	gene_id "WBGene00003243"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003243	0	0	0	['WBGene00201223', 'WBGene00200438', 'WBGene00201385', 'WBGene00201636', 'WBGene00200566', 'WBGene00195649']	0	0	0	0	0	0	0	0	0	['WBGene00199613', 'WBGene00219889', 'WBGene00202149', 'WBGene00197192', 'WBGene00197964']	0	0	0	0.0	0	0	0	0.0	26724	1760.0	N2HS_J2B_s	WormBase	8279108	+	gene
1722266	1723673	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00005848']	0	0	0	0	0	1721973	1721973	0	DOG	V	.	.	1721973	protein_coding	gene_id "WBGene00005849"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1746	293.0	N2HS_J2B_spl	WormBase	1720227	+	gene
13465907	13465907	0	False	False	1700	0	0	0	0	0	['WBGene00013021']	0	0	0	0	0	0	0	0	0	['WBGene00013021']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	13464207	13464207	0	DOG	I	.	.	13464207	ncRNA	gene_id "WBGene00045238"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00045238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	252	25345.0	N2HS_J2B_spl	WormBase	13463955	+	gene
6602680	6604143	0	False	True	1700	0	0	0	0	['WBGene00172858']	0	0	0	0	0	0	0	0	0	['WBGene00172858']	['WBGene00017480']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00017481']	0	0	0	0	0	6602443	6602443	0	DOG	IV	.	.	6602443	protein_coding	gene_id "WBGene00018164"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	765	237.0	N2HS_J2B_sp	WormBase	6601678	+	gene
7170981	7170981	0	False	False	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	7169281	7169281	0	DOG	V	.	.	7169281	protein_coding	gene_id "WBGene00017315"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2272	1822.0	N2HS_J2B_spl	WormBase	7167009	+	gene
4992313	4992313	0	False	False	1700	0	0	0	0	0	['WBGene00020868', 'WBGene00194986']	0	0	0	0	0	0	0	0	0	['WBGene00020868', 'WBGene00194986']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	4990613	4990613	0	DOG	II	.	.	4990613	protein_coding	gene_id "WBGene00206517"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00206517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	511	3389.0	N2HS_J2B_sp	WormBase	4990102	+	gene
9775428	9775428	0	True	False	1700	0	0	0	['WBGene00200231']	0	['WBGene00014262', 'WBGene00011678']	0	0	['WBGene00045147']	0	0	0	0	['WBGene00200231']	0	['WBGene00014262', 'WBGene00011678']	0	0	['WBGene00045147']	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	9773728	9773728	0	DOG	II	.	.	9773728	tRNA	gene_id "WBGene00014513"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	74	28159.0	N2HS_J2B_sp	WormBase	9773654	+	gene
5805400	5805400	0	True	False	1700	0	0	0	0	['WBGene00169690', 'WBGene00048310']	['WBGene00016289']	0	0	0	0	0	0	0	0	['WBGene00169690', 'WBGene00048310']	['WBGene00016289']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	5803700	5803700	0	DOG	IV	.	.	5803700	piRNA	gene_id "WBGene00166898"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	2679.0	N2HS_J2B_sp	WormBase	5803680	+	gene
6589886	6589886	0	False	False	1700	0	0	0	0	0	['WBGene00002274']	0	0	0	0	0	0	0	0	0	['WBGene00002274']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	6588186	6588186	0	DOG	IV	.	.	6588186	protein_coding	gene_id "WBGene00001029"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2315	3493.0	N2HS_J2B_sp	WormBase	6585871	+	gene
8973667	8973667	0	False	False	1700	0	0	0	0	0	['WBGene00007686']	0	0	0	0	0	0	0	0	0	['WBGene00007686']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	8971967	8971967	0	DOG	II	.	.	8971967	protein_coding	gene_id "WBGene00007685"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1987	21202.0	N2HS_J2B_sp	WormBase	8969980	+	gene
7171046	7171046	0	False	False	1700	0	0	0	0	0	['WBGene00006251']	0	0	0	0	0	0	0	0	0	['WBGene00006251']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	7169346	7169346	0	DOG	IV	.	.	7169346	protein_coding	gene_id "WBGene00004822"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	636	4443.0	N2HS_J2B_sp	WormBase	7168710	+	gene
911776	912914	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00019240']	0	0	0	0	0	911214	911214	0	DOG	V	.	.	911214	protein_coding	gene_id "WBGene00019241"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6264	562.0	N2HS_J2B_spl	WormBase	904950	+	gene
15141300	15142653	0	False	True	1700	0	0	0	0	['WBGene00169752', 'WBGene00169796']	0	0	0	0	0	0	0	0	0	['WBGene00169752', 'WBGene00169796', 'WBGene00170025', 'WBGene00049102']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00045815', 'WBGene00170558']	0	0	0	0	0	0	15140953	15140953	0	DOG	IV	.	.	15140953	piRNA	gene_id "WBGene00167838"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	347.0	N2HS_J2B_sp	WormBase	15140933	+	gene
11328364	11328364	0	False	False	1700	0	0	0	0	0	['WBGene00012126']	0	0	0	0	0	0	0	0	0	['WBGene00012126']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	11326664	11326664	0	DOG	III	.	.	11326664	protein_coding	gene_id "WBGene00012935"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	9094	7947.0	N2HS_J2B_s	WormBase	11317570	+	gene
6175449	6176353	0	False	True	1700	0	0	0	0	0	['WBGene00006809']	0	0	0	0	0	0	0	0	0	['WBGene00006809']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00173251']	0	0	0	0	0	0	6174653	6174653	0	DOG	IV	.	.	6174653	piRNA	gene_id "WBGene00049902"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00049902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	796.0	N2HS_J2B_sp	WormBase	6174633	+	gene
7702461	7702461	0	False	False	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	7700761	7700761	0	DOG	IV	.	.	7700761	ncRNA	gene_id "WBGene00195932"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	222	9284.0	N2HS_J2B_sp	WormBase	7700539	+	gene
11472431	11473655	0	False	True	1700	0	0	0	['WBGene00195739']	0	0	0	0	0	0	0	0	0	['WBGene00195739', 'WBGene00197877']	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00197109']	0	0	0	0	0	0	0	11471955	11471955	0	DOG	III	.	.	11471955	ncRNA	gene_id "WBGene00196725"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	134	476.0	N2HS_J2B_s	WormBase	11471821	+	gene
1426262	1426262	0	False	False	1700	0	0	0	['WBGene00195362']	0	['WBGene00022348']	0	0	0	0	0	0	0	['WBGene00195362']	0	['WBGene00022348']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1424562	1424562	0	DOG	III	.	.	1424562	tRNA	gene_id "WBGene00023195"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00023195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	71	14270.0	N2HS_J2B_s	WormBase	1424491	+	gene
6100735	6100783	0	True	True	1700	0	0	0	0	0	['WBGene00000802']	0	0	0	0	0	0	0	['WBGene00202143']	0	['WBGene00000802']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	['WBGene00195561']	0	0	0	0	0	0	0	6099083	6099083	0	DOG	V	.	.	6099083	protein_coding	gene_id "WBGene00021391"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1978	1652.0	N2HS_J2B_spl	WormBase	6097105	+	gene
6083355	6084833	0	False	True	1700	0	0	0	0	0	['WBGene00019516']	0	0	0	0	0	0	0	0	0	['WBGene00019516']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00174920', 'WBGene00173661', 'WBGene00168155', 'WBGene00046595']	0	0	0	0	0	0	6083133	6083133	0	DOG	IV	.	.	6083133	piRNA	gene_id "WBGene00169658"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00169658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	222.0	N2HS_J2B_sp	WormBase	6083113	+	gene
912889	912889	0	True	False	1700	0	0	0	0	0	['WBGene00022391']	0	0	0	0	0	0	0	0	0	['WBGene00022391']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	911189	911189	0	DOG	I	.	.	911189	protein_coding	gene_id "WBGene00022385"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3741	4979.0	N2HS_J2B_spl	WormBase	907448	+	gene
13504082	13505522	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00010069']	0	0	0	0	0	13503822	13503822	0	DOG	II	.	.	13503822	protein_coding	gene_id "WBGene00009742"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1945	260.0	N2HS_J2B_sp	WormBase	13501877	+	gene
5725600	5726266	0	False	True	1700	0	0	0	0	['WBGene00165140', 'WBGene00173279']	0	0	0	0	0	0	0	0	0	['WBGene00165140', 'WBGene00173279', 'WBGene00172229', 'WBGene00172987', 'WBGene00166649']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00019263']	0	0	0	0	0	5724566	5724566	0	DOG	IV	.	.	5724566	piRNA	gene_id "WBGene00171656"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1034.0	N2HS_J2B_sp	WormBase	5724546	+	gene
8161625	8161625	0	False	False	1700	0	0	0	0	0	['WBGene00001281']	0	0	0	0	0	0	0	0	0	['WBGene00001281']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	8159925	8159925	0	DOG	II	.	.	8159925	protein_coding	gene_id "WBGene00008641"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1576	2540.0	N2HS_J2B_sp	WormBase	8158349	+	gene
7702460	7702460	0	False	False	1700	0	0	0	0	0	['WBGene00022655']	0	0	0	0	0	0	0	0	0	['WBGene00022655']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	7700760	7700760	0	DOG	V	.	.	7700760	protein_coding	gene_id "WBGene00022654"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3618	4856.0	N2HS_J2B_spl	WormBase	7697142	+	gene
12384959	12384959	0	False	False	1700	0	0	0	0	0	['WBGene00003667']	0	0	0	0	0	0	0	0	0	['WBGene00003667']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	12383259	12383259	0	DOG	I	.	.	12383259	protein_coding	gene_id "WBGene00011780"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1451	2507.0	N2HS_J2B_spl	WormBase	12381808	+	gene
7808076	7808076	0	True	False	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	7806376	7806376	0	DOG	II	.	.	7806376	ncRNA	gene_id "WBGene00196727"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	156	1825.0	N2HS_J2B_sp	WormBase	7806220	+	gene
6410389	6410413	0	False	True	1700	0	0	0	0	['WBGene00173960', 'WBGene00166037']	['WBGene00022254']	0	0	0	0	0	0	0	0	['WBGene00173960', 'WBGene00166037']	['WBGene00022254']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00047024']	0	0	0	0	0	0	6408713	6408713	0	DOG	IV	.	.	6408713	piRNA	gene_id "WBGene00048160"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00048160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1676.0	N2HS_J2B_sp	WormBase	6408693	+	gene
1018835	1018880	0	True	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00021335']	0	0	0	0	0	1017180	1017180	0	DOG	I	.	.	1017180	protein_coding	gene_id "WBGene00005002"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	777	1655.0	N2HS_J2B_spl	WormBase	1016403	+	gene
8255576	8255576	0	True	False	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	8253876	8253876	0	DOG	IV	.	.	8253876	piRNA	gene_id "WBGene00173833"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	7258.0	N2HS_J2B_sp	WormBase	8253856	+	gene
6617545	6617545	0	False	False	1700	0	0	0	['WBGene00197528']	0	0	0	0	0	0	0	0	0	['WBGene00197528']	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	6615845	6615845	0	DOG	V	.	.	6615845	protein_coding	gene_id "WBGene00000784"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000784	0	0	0	0	['WBGene00170809']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1171	2310.0	N2HS_J2B_spl	WormBase	6614674	+	gene
12861237	12861241	0	False	True	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00011771']	0	0	0	0	0	12859541	12859541	0	DOG	X	.	.	12859541	protein_coding	gene_id "WBGene00011770"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1522	1696.0	N2HS_J2B_spl	WormBase	12858019	+	gene
5805380	5805380	0	False	False	1700	0	0	0	0	0	['WBGene00019411']	0	0	0	0	0	0	0	0	0	['WBGene00019411']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	5803680	5803680	0	DOG	II	.	.	5803680	protein_coding	gene_id "WBGene00019405"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2298	2593.0	N2HS_J2B_sp	WormBase	5801382	+	gene
11343272	11343837	0	False	True	1600	0	0	0	0	0	['WBGene00012126']	0	0	0	0	0	0	0	0	0	['WBGene00012126']	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00003975']	0	0	0	0	0	11342237	11342237	0	DOG	III	.	.	11342237	protein_coding	gene_id "WBGene00012125"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7626	1035.0	N2HS_J2B_s	WormBase	11334611	+	gene
6490998	6491977	0	False	True	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00173755']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00050387', 'WBGene00167198', 'WBGene00165364']	0	0	0	0	0	0	6490377	6490377	0	DOG	IV	.	.	6490377	piRNA	gene_id "WBGene00050557"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00050557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	621.0	N2HS_J2B_sp	WormBase	6490357	+	gene
