gene_id_name	annotation	DOG length	tir_repeat_length_in_DOG	tir length / DOG length
WBGene00165662	"WS258 
 random intergenic"	500	36.0	0.072
WBGene00172205	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00048619	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00172128	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00169300	"WS258 
 random intergenic"	1100	34.0	0.03090909090909091
WBGene00166559	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00170195	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00169387	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00168267	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168816	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00047531	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168653	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00167206	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00166707	"WS258 
 random intergenic"	6500	0.0	0.0
WBGene00050565	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049858	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00174206	"WS258 
 random intergenic"	10000	7.0	0.0007
WBGene00166877	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00171792	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00166451	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00170392	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045697	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167704	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00048957	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165645	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00046546	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00047469	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00045977	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00167501	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045536	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00171546	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046587	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00169010	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048863	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048314	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00172789	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165366	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00049566	"WS258 
 random intergenic"	500	25.0	0.05
WBGene00167760	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048622	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046360	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00045990	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165139	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00173580	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00013295	"WS258 
 random intergenic"	700	23.0	0.032857142857142856
WBGene00047294	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00047705	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00165272	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048508	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00047005	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00170700	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00046430	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00049911	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00166308	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00174713	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00174143	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00166957	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00050088	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00047387	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167408	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00049692	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00013297	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00172246	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045890	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00050826	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00045767	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00049198	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00048131	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00045723	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171580	"WS258 
 random intergenic"	8100	139.0	0.017160493827160495
WBGene00045576	"WS258 
 random intergenic"	8900	0.0	0.0
WBGene00048666	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00166089	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00048237	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00172404	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049810	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00170761	"WS258 
 random intergenic"	300	42.0	0.14
WBGene00170765	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046101	"WS258 
 random intergenic"	300	42.0	0.14
WBGene00049355	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00165586	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00170997	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00173641	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049606	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00047142	"WS258 
 random intergenic"	900	27.0	0.03
WBGene00167869	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00046423	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00174647	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00045776	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00170118	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00174788	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167145	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167937	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00047839	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165646	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00046277	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048110	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00169501	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00171160	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00169822	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00045923	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00170912	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00168494	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00166170	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00050763	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00169274	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00171852	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00046593	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00169723	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049716	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00050299	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00173562	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00048503	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00172340	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00172809	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168314	"WS258 
 random intergenic"	7100	0.0	0.0
WBGene00174294	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00173086	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00166390	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00048749	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00049699	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048800	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168129	"WS258 
 random intergenic"	700	41.0	0.05857142857142857
WBGene00168729	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00049826	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00167036	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00166108	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00049653	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00049823	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00174534	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00174513	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00173338	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00045955	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00166642	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00165466	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00165525	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00047809	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00047041	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00172626	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00049706	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00166611	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00165566	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00174303	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00168636	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171726	"WS258 
 random intergenic"	10800	0.0	0.0
WBGene00170188	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00171953	"WS258 
 random intergenic"	200	194.0	0.97
WBGene00167323	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00169379	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00046037	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00047126	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00167779	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00171534	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00049171	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00172409	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171670	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00168089	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00174641	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00048103	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00046537	"WS258 
 random intergenic"	1100	170.0	0.15454545454545454
WBGene00172316	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00168315	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00049151	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00045672	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00048288	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00174447	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00049410	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00047057	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00167527	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00045839	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00048570	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00169446	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00050159	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00173660	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00168775	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00046965	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00169344	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00049841	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00167611	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168179	"WS258 
 random intergenic"	400	46.0	0.115
WBGene00174470	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00166105	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171857	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00050437	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00168676	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200075	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046721	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00173615	"WS258 
 random intergenic"	3500	23.0	0.006571428571428572
WBGene00171265	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168772	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00173188	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00007058	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00045866	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00046011	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00172765	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165808	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00166224	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00169169	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00048440	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00049258	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00047990	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00050423	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00168413	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168095	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00050125	"WS258 
 random intergenic"	400	60.0	0.15
WBGene00168714	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00050139	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00174281	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00169275	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00047883	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00048248	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048266	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00174167	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00168074	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00047747	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008772	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00172624	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00168888	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00045038	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171477	"WS258 
 random intergenic"	900	38.0	0.042222222222222223
WBGene00174659	"WS258 
 random intergenic"	8900	0.0	0.0
WBGene00170181	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00013328	"WS258 
 random intergenic"	1000	11.0	0.011
WBGene00173046	"WS258 
 random intergenic"	1600	0.0	0.0
WBGene00172644	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00173525	"WS258 
 random intergenic"	900	228.0	0.25333333333333335
WBGene00049163	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00172572	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167819	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049420	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00046757	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00170035	"WS258 
 random intergenic"	200	25.0	0.125
WBGene00048024	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00045964	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00171558	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048864	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167659	"WS258 
 random intergenic"	1200	25.0	0.020833333333333332
WBGene00167322	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00169505	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00171927	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00170834	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049701	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00166801	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00048358	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00169410	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00172385	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168845	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00174654	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00168699	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00047367	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00169593	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00166610	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00165611	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00172234	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00169946	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00167543	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00172964	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00167374	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00169120	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00166660	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00171523	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00048060	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00173881	"WS258 
 random intergenic"	900	43.0	0.04777777777777778
WBGene00172567	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00049917	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00170003	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00166625	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00172381	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00050799	"WS258 
 random intergenic"	200	41.0	0.205
WBGene00045282	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013323	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013326	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00048985	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00168893	"WS258 
 random intergenic"	7900	0.0	0.0
WBGene00170633	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00165947	"WS258 
 random intergenic"	1000	37.0	0.037
WBGene00165939	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048464	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00049767	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048653	"WS258 
 random intergenic"	3000	25.0	0.008333333333333333
WBGene00169369	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00047385	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00166369	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00046456	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00048608	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00168925	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00048089	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00166652	"WS258 
 random intergenic"	700	49.0	0.07
WBGene00046215	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00167725	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013321	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00167805	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168763	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00048187	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00166905	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00167750	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00050685	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00049671	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00172408	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00168198	"WS258 
 random intergenic"	700	208.0	0.29714285714285715
WBGene00049042	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00045656	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00219342	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046678	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00173552	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200614	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00172211	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00167818	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00167362	"WS258 
 random intergenic"	8900	0.0	0.0
WBGene00173111	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00050802	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00166144	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00046928	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00172047	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00167977	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00173400	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00049179	"WS258 
 random intergenic"	900	127.0	0.1411111111111111
WBGene00194666	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049069	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00165506	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00049066	"WS258 
 random intergenic"	6500	0.0	0.0
WBGene00170109	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171245	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00169562	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00047437	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00049724	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00047640	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168628	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00166484	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013300	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00168702	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00013338	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00171168	"WS258 
 random intergenic"	500	48.0	0.096
WBGene00170592	"WS258 
 random intergenic"	1100	48.0	0.04363636363636364
WBGene00174065	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00049693	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00168011	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00168031	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00168543	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00165110	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00048002	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00173823	"WS258 
 random intergenic"	300	31.0	0.10333333333333333
WBGene00165378	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00172961	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00171406	"WS258 
 random intergenic"	600	25.0	0.041666666666666664
WBGene00046432	"WS258 
 random intergenic"	700	31.0	0.04428571428571428
WBGene00013331	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00046583	"WS258 
 random intergenic"	2300	35.0	0.015217391304347827
WBGene00171514	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00172534	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00046320	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00048395	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00047296	"WS258 
 random intergenic"	300	59.0	0.19666666666666666
WBGene00045892	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00046750	"WS258 
 random intergenic"	400	144.0	0.36
WBGene00046054	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00046047	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00168195	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00167380	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00048564	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00165231	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00172478	"WS258 
 random intergenic"	10800	0.0	0.0
WBGene00050043	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00171898	"WS258 
 random intergenic"	800	166.0	0.2075
WBGene00170326	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00170456	"WS258 
 random intergenic"	7100	0.0	0.0
WBGene00174814	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00174422	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00049419	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00168252	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00167848	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00047409	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00165358	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00170376	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00050555	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00169372	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00047180	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00173474	"WS258 
 random intergenic"	6500	0.0	0.0
WBGene00174279	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00168024	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00173544	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00047895	"WS258 
 random intergenic"	10000	39.0	0.0039
WBGene00195043	"WS258 
 random intergenic"	300	39.0	0.13
WBGene00045645	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201151	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00013301	"WS258 
 random intergenic"	12100	0.0	0.0
WBGene00013332	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00202179	"WS258 
 random intergenic"	200	11.0	0.055
WBGene00220185	"WS258 
 random intergenic"	900	101.0	0.11222222222222222
WBGene00013306	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00194649	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00013307	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00000192	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00013310	"WS258 
 random intergenic"	3500	98.0	0.028
WBGene00206490	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00173216	"WS258 
 random intergenic"	1600	70.0	0.04375
WBGene00171704	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00046824	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00047303	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00023520	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00174781	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00171466	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00046183	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00045787	"WS258 
 random intergenic"	6500	275.0	0.04230769230769231
WBGene00050449	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00049948	"WS258 
 random intergenic"	7100	0.0	0.0
WBGene00170502	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00050243	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00046182	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00049615	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00168504	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00050360	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00046978	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00050635	"WS258 
 random intergenic"	3500	30.0	0.008571428571428572
WBGene00169259	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00173583	"WS258 
 random intergenic"	1100	30.0	0.02727272727272727
WBGene00173329	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00166096	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00049300	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00050365	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00173444	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00049270	"WS258 
 random intergenic"	700	25.0	0.03571428571428571
WBGene00165956	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00046605	"WS258 
 random intergenic"	900	137.0	0.15222222222222223
WBGene00172933	"WS258 
 random intergenic"	8900	0.0	0.0
WBGene00174394	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00170047	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00167998	"WS258 
 random intergenic"	900	0.0	0.0
