DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
10479920	10479920	0	False	True	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00014045']	0	0	0	0	10479448	10479448	0	DOG	II	.	.	10480081	pseudogene	gene_id "WBGene00044046"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044046	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.0	161	0.0	N2HS_J2B_sp	WormBase	10479920	-	gene
6402763	6402763	0	False	False	1400	0.0	0	0	['WBGene00197806']	0	0	0	0	0	0	0	0	0	0	['WBGene00197806']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	6401363	6401363	0	DOG	X	.	.	6403012	ncRNA	gene_id "WBGene00195554"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195554	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11172.0	249	0.0	N2HS_J2B_spl	WormBase	6402763	-	gene
10014188	10014188	0	False	False	1400	0.0	0	0	0	0	['WBGene00219280']	0	0	0	0	0	0	0	0	0	0	['WBGene00219280']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10012788	10012788	0	DOG	III	.	.	10016558	protein_coding	gene_id "WBGene00004344"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004344	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3123.0	2370	0.0	N2HS_J2B_s	WormBase	10014188	-	gene
5972561	5972561	0	False	True	1400	0.0	0	0	['WBGene00198675']	0	0	0	0	0	0	0	0	0	0	['WBGene00198675']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00198110']	0	0	0	0	0	0	5972191	5972191	0	DOG	V	.	.	5972708	ncRNA	gene_id "WBGene00199677"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199677	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.0	147	0.0	N2HS_J2B_spl	WormBase	5972561	-	gene
5854848	5854848	0	False	False	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	5853448	5853448	0	DOG	V	.	.	5856414	protein_coding	gene_id "WBGene00044544"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044544	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3450.0	1566	0.0	N2HS_J2B_spl	WormBase	5854848	-	gene
4847072	4847072	0	False	False	1400	0.0	0	0	0	0	['WBGene00001437']	0	0	0	0	0	0	0	0	0	0	['WBGene00001437']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	4845672	4845672	0	DOG	III	.	.	4848967	protein_coding	gene_id "WBGene00017811"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017811	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2662.0	1895	0.0	N2HS_J2B_s	WormBase	4847072	-	gene
13760788	13760788	0	False	True	1400	0.0	0	0	0	0	['WBGene00012891']	0	0	0	0	0	0	0	0	0	['WBGene00172059', 'WBGene00171673', 'WBGene00170793', 'WBGene00050750', 'WBGene00170944', 'WBGene00045897']	['WBGene00012891']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00046570', 'WBGene00174159', 'WBGene00050142']	0	0	0	0	0	13760612	13760612	0	DOG	IV	.	.	13760808	piRNA	gene_id "WBGene00048667"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00048667	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.0	20	0.0	N2HS_J2B_sp	WormBase	13760788	-	gene
10703522	10703522	0	False	False	1400	0.0	0	0	0	0	['WBGene00004083']	0	0	0	0	0	0	0	0	0	0	['WBGene00004083']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10702122	10702122	0	DOG	V	.	.	10703607	ncRNA	gene_id "WBGene00201804"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201804	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11963.0	85	0.0	N2HS_J2B_spl	WormBase	10703522	-	gene
7363216	7363216	0	False	False	1400	0.0	0	0	0	0	['WBGene00018392']	0	0	0	0	0	0	0	0	0	0	['WBGene00018392']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	7361816	7361816	0	DOG	II	.	.	7364107	protein_coding	gene_id "WBGene00018393"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018393	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6790.0	891	0.0	N2HS_J2B_sp	WormBase	7363216	-	gene
14724613	14724613	0	True	True	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00050425', 'WBGene00172139', 'WBGene00167290', 'WBGene00049676']	0	0	0	0	0	14723853	14723853	0	DOG	IV	.	.	14724633	piRNA	gene_id "WBGene00172688"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00172688	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	760.0	20	0.0	N2HS_J2B_sp	WormBase	14724613	-	gene
5703404	5703404	0	False	False	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	5702004	5702004	0	DOG	X	.	.	5703528	ncRNA	gene_id "WBGene00195981"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195981	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3332.0	124	0.0	N2HS_J2B_spl	WormBase	5703404	-	gene
11525577	11525577	0	False	False	1400	0.0	0	0	['WBGene00195856']	0	0	0	0	0	0	0	0	0	0	['WBGene00195856']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11524177	11524177	0	DOG	V	.	.	11525719	ncRNA	gene_id "WBGene00201657"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201657	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5047.0	142	0.0	N2HS_J2B_spl	WormBase	11525577	-	gene
11623557	11623557	0	False	False	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11622157	11622157	0	DOG	V	.	.	11623751	ncRNA	gene_id "WBGene00200758"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200758	0	0	0	0	['WBGene00199895']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2168.0	194	0.0	N2HS_J2B_spl	WormBase	11623557	-	gene
513390	513390	0	False	True	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00005260']	0	0	0	0	512520	512520	0	DOG	V	.	.	515226	pseudogene	gene_id "WBGene00005852"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00005852	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	870.0	1836	0.0	N2HS_J2B_spl	WormBase	513390	-	gene
884881	884881	0	False	True	1400	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00005622']	0	0	0	0	884424	884424	0	DOG	V	.	.	889274	protein_coding	gene_id "WBGene00020157"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020157	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.0	4393	0.0	N2HS_J2B_spl	WormBase	884881	-	gene
17214932	17214932	0	False	True	1400	0.0	0	0	0	['WBGene00049333']	0	0	0	0	0	0	0	0	0	0	['WBGene00049333']	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00049804']	0	0	0	0	0	17213572	17213572	0	DOG	IV	.	.	17214952	piRNA	gene_id "WBGene00172630"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00172630	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360.0	20	0.0	N2HS_J2B_sp	WormBase	17214932	-	gene
11326654	11326654	0	False	False	1300	0.0	0	0	0	0	['WBGene00012935']	0	0	0	0	0	0	0	0	0	0	['WBGene00012935']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11325354	11325354	0	DOG	III	.	.	11343108	protein_coding	gene_id "WBGene00012126"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012126	0	0	0	0	0	0	['WBGene00012125']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9599.0	16454	0.0	N2HS_J2B_s	WormBase	11326654	-	gene
11819745	11819745	0	False	False	1300	0.0	0	0	0	0	['WBGene00007679']	0	0	0	0	0	0	0	0	0	0	['WBGene00007679']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11818445	11818445	0	DOG	III	.	.	11822526	protein_coding	gene_id "WBGene00007680"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007680	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12950.0	2781	0.0	N2HS_J2B_s	WormBase	11819745	-	gene
1913605	1913605	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00018663']	0	0	0	0	1912841	1912841	0	DOG	II	.	.	1916376	pseudogene	gene_id "WBGene00018664"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00018664	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	764.0	2771	0.0	N2HS_J2B_sp	WormBase	1913605	-	gene
14783341	14783341	0	False	False	1300	0.0	0	0	0	0	['WBGene00013306', 'WBGene00194649']	0	0	0	0	0	0	0	0	0	0	['WBGene00013306', 'WBGene00194649']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	14782041	14782041	0	DOG	IV	.	.	14784252	protein_coding	gene_id "WBGene00013334"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013334	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2075.0	911	0.0	N2HS_J2B_sp	WormBase	14783341	-	gene
10367741	10367741	0	False	False	1300	0.0	0	0	0	['WBGene00168263']	0	0	0	0	0	0	0	0	0	0	['WBGene00168263']	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10366441	10366441	0	DOG	II	.	.	10369597	protein_coding	gene_id "WBGene00007417"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007417	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2032.0	1856	0.0	N2HS_J2B_sp	WormBase	10367741	-	gene
11076485	11076485	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00197516']	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00195453']	0	0	0	0	0	0	11075965	11075965	0	DOG	V	.	.	11076666	ncRNA	gene_id "WBGene00195159"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195159	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	520.0	181	0.0	N2HS_J2B_spl	WormBase	11076485	-	gene
3612951	3612951	0	False	False	1300	0.0	0	0	0	0	['WBGene00004213']	0	0	0	0	0	0	0	0	0	0	['WBGene00004213']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	3611651	3611651	0	DOG	III	.	.	3627142	protein_coding	gene_id "WBGene00004765"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004765	0	0	0	0	['WBGene00202440']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6249.0	14191	0.0	N2HS_J2B_s	WormBase	3612951	-	gene
13640611	13640611	0	True	True	1300	0.0	0	0	0	0	['WBGene00007455']	0	0	0	0	0	0	0	0	0	0	['WBGene00007455']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00165037', 'WBGene00047415', 'WBGene00173934', 'WBGene00174456', 'WBGene00173476']	0	0	0	0	0	13640329	13640329	0	DOG	IV	.	.	13640631	piRNA	gene_id "WBGene00166967"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166967	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.0	20	0.0	N2HS_J2B_sp	WormBase	13640611	-	gene
13487555	13487555	0	False	False	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13486255	13486255	0	DOG	X	.	.	13500662	protein_coding	gene_id "WBGene00004719"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004719	0	0	0	0	['WBGene00199074', 'WBGene00201893']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2642.0	13107	0.0	N2HS_J2B_spl	WormBase	13487555	-	gene
12538664	12538664	0	False	False	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12537364	12537364	0	DOG	III	.	.	12575401	protein_coding	gene_id "WBGene00013732"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013732	0	0	0	0	['WBGene00196395']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00196205']	0	0	0	0	0	0	6373.0	36737	0.0	N2HS_J2B_s	WormBase	12538664	-	gene
12671307	12671307	0	False	False	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12670007	12670007	0	DOG	III	.	.	12673421	protein_coding	gene_id "WBGene00006389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9021.0	2114	0.0	N2HS_J2B_s	WormBase	12671307	-	gene
3318295	3318295	0	False	True	1300	0.0	0	0	['WBGene00201559']	0	['WBGene00017381']	0	0	0	0	0	0	0	0	['WBGene00202345', 'WBGene00201559']	0	['WBGene00017381']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00199329']	0	0	0	0	0	0	3317475	3317475	0	DOG	X	.	.	3318548	ncRNA	gene_id "WBGene00200698"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200698	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	820.0	253	0.0	N2HS_J2B_spl	WormBase	3318295	-	gene
8686756	8686756	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00017237']	0	0	0	0	8686610	8686610	0	DOG	IV	.	.	8687810	protein_coding	gene_id "WBGene00017238"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017238	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.0	1054	0.0	N2HS_J2B_sp	WormBase	8686756	-	gene
6057366	6057366	0	False	False	1300	0.0	0	0	0	0	['WBGene00005098']	0	0	0	0	0	0	0	0	0	0	['WBGene00005098']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	6056066	6056066	0	DOG	V	.	.	6063430	protein_coding	gene_id "WBGene00021389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3991.0	6064	0.0	N2HS_J2B_spl	WormBase	6057366	-	gene
14694002	14694002	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00172773', 'WBGene00046168', 'WBGene00167686', 'WBGene00171079']	0	0	0	0	0	14693765	14693765	0	DOG	IV	.	.	14694022	piRNA	gene_id "WBGene00170882"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170882	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.0	20	0.0	N2HS_J2B_sp	WormBase	14694002	-	gene
13267562	13267562	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00010705']	0	0	0	0	13267338	13267338	0	DOG	X	.	.	13269697	protein_coding	gene_id "WBGene00010706"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010706	0	0	0	0	['WBGene00201488']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.0	2135	0.0	N2HS_J2B_spl	WormBase	13267562	-	gene
9826130	9826130	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00014016']	0	0	0	0	9825445	9825445	0	DOG	III	.	.	9827178	protein_coding	gene_id "WBGene00014017"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014017	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	685.0	1048	0.0	N2HS_J2A_split	WormBase	9826130	-	gene
12601898	12601898	0	False	False	1300	0.0	0	0	0	0	0	0	0	0	0	['WBGene00014510']	0	0	0	0	0	0	0	0	0	0	['WBGene00014510']	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12600598	12600598	0	DOG	I	.	.	12602957	pseudogene	gene_id "WBGene00194657"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00194657	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982.0	1059	0.0	N2HS_J2B_spl	WormBase	12601898	-	gene
5577946	5577946	0	False	False	1300	0.0	0	0	0	0	['WBGene00003166']	0	0	0	0	0	0	0	0	0	0	['WBGene00003166']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	5576646	5576646	0	DOG	X	.	.	5578000	ncRNA	gene_id "WBGene00198374"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198374	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5024.0	54	0.0	N2HS_J2B_spl	WormBase	5577946	-	gene
7047127	7047127	0	False	False	1300	0.0	0	0	0	0	['WBGene00017614']	0	0	0	0	0	0	0	0	0	0	['WBGene00017614']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	7045827	7045827	0	DOG	V	.	.	7047604	protein_coding	gene_id "WBGene00017619"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017619	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8714.0	477	0.0	N2HS_J2B_spl	WormBase	7047127	-	gene
14720588	14720588	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00003951']	0	0	0	0	14720477	14720477	0	DOG	I	.	.	14721979	protein_coding	gene_id "WBGene00010579"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010579	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.0	1391	0.0	N2HS_J2B_spl	WormBase	14720588	-	gene
3035130	3035130	0	False	True	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	['WBGene00005755']	0	0	0	0	3034336	3034336	0	DOG	V	.	.	3037689	pseudogene	gene_id "WBGene00019107"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00019107	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.0	2559	0.0	N2HS_J2B_spl	WormBase	3035130	-	gene
501965	501965	0	False	False	1300	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	500665	500665	0	DOG	X	.	.	506943	protein_coding	gene_id "WBGene00015138"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015138	0	0	0	0	['WBGene00200480']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00201813', 'WBGene00201176']	0	0	0	0	0	0	2988.0	4978	0.0	N2HS_J2B_spl	WormBase	501965	-	gene
5867034	5867034	0	True	True	1300	0.0	0	0	0	0	['WBGene00006424']	0	0	0	0	0	0	0	0	0	0	['WBGene00006424']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	['WBGene00201673', 'WBGene00196918']	0	0	0	0	0	0	5866847	5866847	0	DOG	X	.	.	5867218	ncRNA	gene_id "WBGene00195879"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195879	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.0	184	0.0	N2HS_J2B_spl	WormBase	5867034	-	gene
11699572	11699572	0	False	False	1300	0.0	0	0	0	0	['WBGene00008087']	0	0	0	0	0	0	0	0	0	0	['WBGene00008087']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11698272	11698272	0	DOG	X	.	.	11700357	protein_coding	gene_id "WBGene00219301"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00219301	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4835.0	785	0.0	N2HS_J2B_spl	WormBase	11699572	-	gene
8611586	8611586	0	False	False	1300	0.0	0	0	0	0	['WBGene00018335']	0	0	0	0	0	0	0	0	0	0	['WBGene00018335']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	8610286	8610286	0	DOG	IV	.	.	8611983	protein_coding	gene_id "WBGene00235280"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00235280	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2659.0	397	0.0	N2HS_J2B_sp	WormBase	8611586	-	gene
