gene_id_name	strand	gene_biotype_name	overlapped_gene	overlapped_biotype	same_or_opposite_strand
WBGene00010784	+	protein_coding	WBGene00014075	protein_coding	opposite
WBGene00045242	+	protein_coding	WBGene00007324	protein_coding	opposite
WBGene00011812	+	protein_coding	WBGene00011819	protein_coding	opposite
WBGene00010972	+	protein_coding	WBGene00010973	protein_coding	opposite
WBGene00010972	+	protein_coding	WBGene00010974	protein_coding	opposite
WBGene00011561	+	protein_coding	WBGene00006546	protein_coding	opposite
WBGene00012661	+	protein_coding	WBGene00010772	protein_coding	opposite
WBGene00194856	+	antisense	WBGene00004736	protein_coding	opposite
WBGene00012967	+	protein_coding	WBGene00012968	protein_coding	opposite
WBGene00220168	+	snoRNA	WBGene00012976	protein_coding	opposite
WBGene00012935	+	protein_coding	WBGene00012126	protein_coding	opposite
WBGene00012125	+	protein_coding	WBGene00012126	protein_coding	opposite
WBGene00201051	+	ncRNA	WBGene00012943	protein_coding	opposite
WBGene00219421	+	protein_coding	WBGene00194864	protein_coding	opposite
WBGene00200434	+	ncRNA	WBGene00013226	protein_coding	opposite
WBGene00200434	+	ncRNA	WBGene00269438	protein_coding	opposite
WBGene00200434	+	ncRNA	WBGene00013231	protein_coding	opposite
WBGene00013581	+	protein_coding	WBGene00013580	protein_coding	opposite
WBGene00014180	+	protein_coding	WBGene00000672	protein_coding	opposite
WBGene00198135	+	ncRNA	WBGene00001458	protein_coding	opposite
WBGene00004796	+	protein_coding	WBGene00001118	protein_coding	opposite
WBGene00200740	+	ncRNA	WBGene00021615	protein_coding	opposite
WBGene00003965	+	protein_coding	WBGene00017666	protein_coding	opposite
WBGene00195681	+	ncRNA	WBGene00015772	protein_coding	opposite
WBGene00020828	+	protein_coding	WBGene00020829	protein_coding	opposite
WBGene00022511	+	protein_coding	WBGene00021987	protein_coding	opposite
WBGene00006139	+	protein_coding	WBGene00018687	protein_coding	opposite
WBGene00219751	+	antisense	WBGene00021485	protein_coding	opposite
WBGene00197320	+	ncRNA	WBGene00018739	protein_coding	opposite
WBGene00197717	+	ncRNA	WBGene00020135	protein_coding	opposite
WBGene00196055	+	ncRNA	WBGene00001484	protein_coding	opposite
WBGene00195451	+	ncRNA	WBGene00018837	protein_coding	opposite
WBGene00219650	+	lincRNA	WBGene00006055	protein_coding	opposite
WBGene00196723	+	ncRNA	WBGene00018742	protein_coding	opposite
WBGene00199807	+	ncRNA	WBGene00017891	protein_coding	opposite
WBGene00022825	+	protein_coding	WBGene00000989	protein_coding	opposite
WBGene00022767	+	protein_coding	WBGene00000524	protein_coding	opposite
WBGene00199815	+	ncRNA	WBGene00004729	protein_coding	opposite
WBGene00006454	+	protein_coding	WBGene00006408	protein_coding	opposite
WBGene00200889	+	ncRNA	WBGene00001441	protein_coding	opposite
WBGene00196789	+	ncRNA	WBGene00002987	protein_coding	opposite
WBGene00198141	+	ncRNA	WBGene00015823	protein_coding	opposite
WBGene00200491	+	ncRNA	WBGene00020294	protein_coding	opposite
WBGene00199709	+	ncRNA	WBGene00020294	protein_coding	opposite
WBGene00197953	+	ncRNA	WBGene00020294	protein_coding	opposite
WBGene00198033	+	ncRNA	WBGene00017309	protein_coding	opposite
WBGene00200857	+	ncRNA	WBGene00022747	protein_coding	opposite
WBGene00197706	+	ncRNA	WBGene00003412	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00017473	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00017474	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00219368	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00017475	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00020120	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00219369	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00020121	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00020122	protein_coding	opposite
WBGene00000738	+	protein_coding	WBGene00020123	protein_coding	opposite
WBGene00020119	+	protein_coding	WBGene00003084	protein_coding	opposite
WBGene00202473	+	ncRNA	WBGene00017794	protein_coding	opposite
WBGene00023014	+	tRNA	WBGene00017794	protein_coding	opposite
WBGene00201445	+	ncRNA	WBGene00003561	protein_coding	opposite
WBGene00197377	+	ncRNA	WBGene00015496	protein_coding	opposite
WBGene00015492	+	protein_coding	WBGene00001455	protein_coding	opposite
WBGene00019344	+	protein_coding	WBGene00001032	protein_coding	opposite
WBGene00200151	+	ncRNA	WBGene00003056	protein_coding	opposite
WBGene00196263	+	ncRNA	WBGene00019960	protein_coding	opposite
WBGene00199004	+	ncRNA	WBGene00000072	protein_coding	opposite
WBGene00022611	+	protein_coding	WBGene00022614	protein_coding	opposite
WBGene00196977	+	ncRNA	WBGene00016600	protein_coding	opposite
WBGene00006862	+	protein_coding	WBGene00000039	protein_coding	opposite
WBGene00197286	+	ncRNA	WBGene00000149	protein_coding	opposite
WBGene00020196	+	protein_coding	WBGene00020199	protein_coding	opposite
WBGene00044584	+	protein_coding	WBGene00006983	protein_coding	opposite
WBGene00200604	+	ncRNA	WBGene00006064	protein_coding	opposite
WBGene00002177	+	protein_coding	WBGene00018038	protein_coding	opposite
WBGene00077784	+	protein_coding	WBGene00018038	protein_coding	opposite
WBGene00196593	+	ncRNA	WBGene00015389	protein_coding	opposite
WBGene00016933	+	protein_coding	WBGene00016935	protein_coding	opposite
WBGene00020672	+	protein_coding	WBGene00020674	protein_coding	opposite
WBGene00199689	+	ncRNA	WBGene00020921	protein_coding	opposite
WBGene00003323	+	miRNA	WBGene00017428	protein_coding	opposite
WBGene00017427	+	protein_coding	WBGene00017429	protein_coding	opposite
WBGene00169823	+	piRNA	WBGene00017429	protein_coding	opposite
WBGene00195015	+	ncRNA	WBGene00021267	protein_coding	opposite
WBGene00167523	+	piRNA	WBGene00021267	protein_coding	opposite
WBGene00002224	+	protein_coding	WBGene00017718	protein_coding	opposite
WBGene00197859	+	ncRNA	WBGene00015622	protein_coding	opposite
WBGene00198623	+	ncRNA	WBGene00015622	protein_coding	opposite
WBGene00015625	+	protein_coding	WBGene00015623	protein_coding	opposite
WBGene00015625	+	protein_coding	WBGene00015624	protein_coding	opposite
WBGene00195168	+	protein_coding	WBGene00020485	protein_coding	opposite
WBGene00000905	+	protein_coding	WBGene00000245	protein_coding	opposite
WBGene00197710	+	ncRNA	WBGene00015782	protein_coding	opposite
WBGene00020691	+	protein_coding	WBGene00044572	protein_coding	opposite
WBGene00019621	+	protein_coding	WBGene00003551	protein_coding	opposite
WBGene00197206	+	ncRNA	WBGene00001517	protein_coding	opposite
WBGene00201330	+	ncRNA	WBGene00020506	protein_coding	opposite
WBGene00020884	+	protein_coding	WBGene00020886	protein_coding	opposite
WBGene00020884	+	protein_coding	WBGene00020887	protein_coding	opposite
WBGene00044297	+	protein_coding	WBGene00016088	protein_coding	opposite
WBGene00200041	+	ncRNA	WBGene00019844	protein_coding	opposite
WBGene00019225	+	protein_coding	WBGene00019227	protein_coding	opposite
WBGene00195259	+	ncRNA	WBGene00002123	protein_coding	opposite
WBGene00015169	+	protein_coding	WBGene00015167	protein_coding	opposite
WBGene00197668	+	ncRNA	WBGene00018519	protein_coding	opposite
WBGene00197668	+	ncRNA	WBGene00018522	protein_coding	opposite
WBGene00197668	+	ncRNA	WBGene00018520	protein_coding	opposite
WBGene00172755	+	piRNA	WBGene00001912	protein_coding	opposite
WBGene00201253	+	ncRNA	WBGene00000591	protein_coding	opposite
WBGene00198376	+	ncRNA	WBGene00000591	protein_coding	opposite
WBGene00016657	+	protein_coding	WBGene00006671	protein_coding	opposite
WBGene00199101	+	ncRNA	WBGene00006671	protein_coding	opposite
WBGene00201024	+	ncRNA	WBGene00002242	protein_coding	opposite
WBGene00198990	+	ncRNA	WBGene00019583	protein_coding	opposite
WBGene00000950	+	protein_coding	WBGene00003171	protein_coding	opposite
WBGene00000950	+	protein_coding	WBGene00022666	protein_coding	opposite
WBGene00019845	+	protein_coding	WBGene00019847	protein_coding	opposite
WBGene00200199	+	ncRNA	WBGene00000367	protein_coding	opposite
WBGene00199947	+	ncRNA	WBGene00001000	protein_coding	opposite
WBGene00197761	+	ncRNA	WBGene00001000	protein_coding	opposite
WBGene00202218	+	ncRNA	WBGene00019780	protein_coding	opposite
WBGene00199700	+	ncRNA	WBGene00017421	protein_coding	opposite
WBGene00198106	+	ncRNA	WBGene00019988	protein_coding	opposite
WBGene00019986	+	protein_coding	WBGene00019989	protein_coding	opposite
WBGene00018281	+	protein_coding	WBGene00018282	protein_coding	opposite
WBGene00017258	+	protein_coding	WBGene00000422	protein_coding	opposite
WBGene00017258	+	protein_coding	WBGene00004998	protein_coding	opposite
WBGene00197933	+	ncRNA	WBGene00004998	protein_coding	opposite
WBGene00200411	+	ncRNA	WBGene00006472	protein_coding	opposite
WBGene00017514	+	protein_coding	WBGene00017515	protein_coding	opposite
WBGene00200190	+	ncRNA	WBGene00003174	protein_coding	opposite
WBGene00200190	+	ncRNA	WBGene00003613	protein_coding	opposite
WBGene00200549	+	ncRNA	WBGene00019149	protein_coding	opposite
WBGene00017571	+	protein_coding	WBGene00044780	protein_coding	opposite
WBGene00003745	+	protein_coding	WBGene00017573	protein_coding	opposite
WBGene00023087	+	tRNA	WBGene00019287	protein_coding	opposite
WBGene00201504	+	ncRNA	WBGene00019287	protein_coding	opposite
WBGene00199916	+	ncRNA	WBGene00019870	protein_coding	opposite
WBGene00219376	+	protein_coding	WBGene00016189	protein_coding	opposite
WBGene00017012	+	protein_coding	WBGene00017014	protein_coding	opposite
WBGene00009484	+	protein_coding	WBGene00009799	protein_coding	opposite
WBGene00013920	+	protein_coding	WBGene00003232	protein_coding	opposite
WBGene00008951	+	protein_coding	WBGene00008952	protein_coding	opposite
WBGene00202283	+	ncRNA	WBGene00006792	protein_coding	opposite
WBGene00008998	+	protein_coding	WBGene00008999	protein_coding	opposite
WBGene00009675	+	protein_coding	WBGene00009676	protein_coding	opposite
WBGene00009675	+	protein_coding	WBGene00009677	protein_coding	opposite
WBGene00011107	+	protein_coding	WBGene00011106	protein_coding	opposite
WBGene00195660	+	ncRNA	WBGene00011104	protein_coding	opposite
WBGene00011103	+	protein_coding	WBGene00011104	protein_coding	opposite
WBGene00011103	+	protein_coding	WBGene00011102	protein_coding	opposite
WBGene00011103	+	protein_coding	WBGene00011108	protein_coding	opposite
WBGene00010341	+	protein_coding	WBGene00010342	protein_coding	opposite
WBGene00200296	+	ncRNA	WBGene00000018	protein_coding	opposite
WBGene00195538	+	ncRNA	WBGene00000018	protein_coding	opposite
WBGene00202050	+	ncRNA	WBGene00010902	protein_coding	opposite
WBGene00014320	+	tRNA	WBGene00008746	protein_coding	opposite
WBGene00014320	+	tRNA	WBGene00008745	protein_coding	opposite
WBGene00200252	+	ncRNA	WBGene00001495	protein_coding	opposite
WBGene00168602	+	piRNA	WBGene00004002	protein_coding	opposite
WBGene00009817	+	protein_coding	WBGene00009816	protein_coding	opposite
WBGene00202167	+	ncRNA	WBGene00011879	protein_coding	opposite
WBGene00001690	+	protein_coding	WBGene00011141	protein_coding	opposite
WBGene00199959	+	ncRNA	WBGene00011139	protein_coding	opposite
WBGene00199959	+	ncRNA	WBGene00044330	protein_coding	opposite
WBGene00008736	+	protein_coding	WBGene00008735	protein_coding	opposite
WBGene00196455	+	ncRNA	WBGene00007941	protein_coding	opposite
WBGene00196455	+	ncRNA	WBGene00007943	protein_coding	opposite
WBGene00196455	+	ncRNA	WBGene00195211	protein_coding	opposite
WBGene00196455	+	ncRNA	WBGene00007944	protein_coding	opposite
WBGene00008587	+	protein_coding	WBGene00008585	protein_coding	opposite
WBGene00009632	+	protein_coding	WBGene00009633	protein_coding	opposite
WBGene00009632	+	protein_coding	WBGene00006584	protein_coding	opposite
WBGene00009257	+	protein_coding	WBGene00009258	protein_coding	opposite
WBGene00198592	+	ncRNA	WBGene00006694	protein_coding	opposite
WBGene00011447	+	protein_coding	WBGene00011445	protein_coding	opposite
WBGene00013389	+	protein_coding	WBGene00013390	protein_coding	opposite
WBGene00013389	+	protein_coding	WBGene00013391	protein_coding	opposite
WBGene00011615	+	protein_coding	WBGene00044148	protein_coding	opposite
WBGene00007115	+	protein_coding	WBGene00006646	protein_coding	opposite
WBGene00197531	+	ncRNA	WBGene00007116	protein_coding	opposite
WBGene00199905	+	ncRNA	WBGene00007116	protein_coding	opposite
WBGene00198854	+	ncRNA	WBGene00012226	protein_coding	opposite
WBGene00199761	+	ncRNA	WBGene00000277	protein_coding	opposite
WBGene00198419	+	ncRNA	WBGene00002991	protein_coding	opposite
WBGene00011823	+	protein_coding	WBGene00011826	protein_coding	opposite
WBGene00004345	+	protein_coding	WBGene00008901	protein_coding	opposite
WBGene00004007	+	protein_coding	WBGene00008901	protein_coding	opposite
WBGene00197878	+	ncRNA	WBGene00008901	protein_coding	opposite
WBGene00009057	+	protein_coding	WBGene00008901	protein_coding	opposite
WBGene00009057	+	protein_coding	WBGene00011937	protein_coding	opposite
WBGene00010998	+	protein_coding	WBGene00011000	protein_coding	opposite
WBGene00196264	+	ncRNA	WBGene00008601	protein_coding	opposite
WBGene00198894	+	ncRNA	WBGene00010707	protein_coding	opposite
WBGene00014478	+	tRNA	WBGene00011013	protein_coding	opposite
WBGene00014478	+	tRNA	WBGene00009796	protein_coding	opposite
WBGene00006610	+	protein_coding	WBGene00001164	protein_coding	opposite
WBGene00010027	+	protein_coding	WBGene00010028	protein_coding	opposite
WBGene00010774	+	protein_coding	WBGene00010775	protein_coding	opposite
WBGene00202258	+	ncRNA	WBGene00006676	protein_coding	opposite
WBGene00010836	+	protein_coding	WBGene00011904	protein_coding	opposite
WBGene00168397	+	piRNA	WBGene00011904	protein_coding	opposite
WBGene00014274	+	tRNA	WBGene00007849	protein_coding	opposite
WBGene00201173	+	ncRNA	WBGene00007903	protein_coding	opposite
WBGene00007904	+	protein_coding	WBGene00007905	protein_coding	opposite
WBGene00007904	+	protein_coding	WBGene00007906	protein_coding	opposite
WBGene00001106	+	protein_coding	WBGene00008880	protein_coding	opposite
WBGene00201941	+	ncRNA	WBGene00000458	protein_coding	opposite
WBGene00195699	+	ncRNA	WBGene00002151	protein_coding	opposite
WBGene00198872	+	ncRNA	WBGene00008978	protein_coding	opposite
WBGene00195774	+	ncRNA	WBGene00008978	protein_coding	opposite
WBGene00199822	+	ncRNA	WBGene00008979	protein_coding	opposite
WBGene00199822	+	ncRNA	WBGene00007668	protein_coding	opposite
WBGene00014790	+	pseudogene	WBGene00010359	protein_coding	opposite
WBGene00014790	+	pseudogene	WBGene00010434	protein_coding	opposite
WBGene00198363	+	ncRNA	WBGene00010434	protein_coding	opposite
WBGene00198363	+	ncRNA	WBGene00014793	protein_coding	opposite
WBGene00200020	+	ncRNA	WBGene00002203	protein_coding	opposite
WBGene00009936	+	tRNA	WBGene00004777	protein_coding	opposite
WBGene00202343	+	ncRNA	WBGene00003532	protein_coding	opposite
WBGene00199094	+	ncRNA	WBGene00020770	protein_coding	opposite
WBGene00201366	+	ncRNA	WBGene00020146	protein_coding	opposite
WBGene00202374	+	ncRNA	WBGene00020146	protein_coding	opposite
WBGene00006385	+	protein_coding	WBGene00020090	protein_coding	opposite
WBGene00196781	+	ncRNA	WBGene00022037	protein_coding	opposite
WBGene00022385	+	protein_coding	WBGene00022391	protein_coding	opposite
WBGene00016931	+	protein_coding	WBGene00016930	protein_coding	opposite
WBGene00016931	+	protein_coding	WBGene00236808	protein_coding	opposite
WBGene00044895	+	protein_coding	WBGene00019911	protein_coding	opposite
WBGene00044440	+	protein_coding	WBGene00000269	protein_coding	opposite
WBGene00022142	+	protein_coding	WBGene00044347	protein_coding	opposite
WBGene00022163	+	pseudogene	WBGene00044746	protein_coding	opposite
WBGene00022282	+	protein_coding	WBGene00022281	protein_coding	opposite
WBGene00017979	+	protein_coding	WBGene00017980	protein_coding	opposite
WBGene00198883	+	ncRNA	WBGene00017980	protein_coding	opposite
WBGene00022111	+	protein_coding	WBGene00000199	protein_coding	opposite
WBGene00021838	+	protein_coding	WBGene00003186	protein_coding	opposite
WBGene00001481	+	protein_coding	WBGene00004404	protein_coding	opposite
WBGene00199044	+	ncRNA	WBGene00021036	protein_coding	opposite
WBGene00198120	+	ncRNA	WBGene00021036	protein_coding	opposite
WBGene00016320	+	protein_coding	WBGene00016325	protein_coding	opposite
WBGene00195180	+	protein_coding	WBGene00016562	protein_coding	opposite
WBGene00017007	+	protein_coding	WBGene00045048	protein_coding	opposite
WBGene00016654	+	protein_coding	WBGene00016650	protein_coding	opposite
WBGene00021111	+	protein_coding	WBGene00021113	protein_coding	opposite
WBGene00019012	+	protein_coding	WBGene00019013	protein_coding	opposite
WBGene00198507	+	ncRNA	WBGene00015303	protein_coding	opposite
WBGene00022465	+	protein_coding	WBGene00004959	protein_coding	opposite
WBGene00022465	+	protein_coding	WBGene00000502	protein_coding	opposite
WBGene00201165	+	ncRNA	WBGene00003924	protein_coding	opposite
WBGene00016327	+	protein_coding	WBGene00016330	protein_coding	opposite
WBGene00018596	+	protein_coding	WBGene00002717	protein_coding	opposite
WBGene00236798	+	antisense	WBGene00002717	protein_coding	opposite
WBGene00016041	+	protein_coding	WBGene00004131	protein_coding	opposite
WBGene00016041	+	protein_coding	WBGene00016042	protein_coding	opposite
WBGene00016040	+	protein_coding	WBGene00001491	protein_coding	opposite
WBGene00020557	+	protein_coding	WBGene00006776	protein_coding	opposite
WBGene00166087	+	piRNA	WBGene00015442	protein_coding	opposite
WBGene00166087	+	piRNA	WBGene00018994	protein_coding	opposite
WBGene00015175	+	protein_coding	WBGene00015176	protein_coding	opposite
WBGene00003020	+	protein_coding	WBGene00001973	protein_coding	opposite
WBGene00020840	+	protein_coding	WBGene00020841	protein_coding	opposite
WBGene00044611	+	protein_coding	WBGene00020842	protein_coding	opposite
WBGene00000632	+	protein_coding	WBGene00020261	protein_coding	opposite
WBGene00001596	+	protein_coding	WBGene00022592	protein_coding	opposite
WBGene00022591	+	protein_coding	WBGene00022594	protein_coding	opposite
WBGene00016945	+	protein_coding	WBGene00019434	protein_coding	opposite
WBGene00017067	+	protein_coding	WBGene00017066	protein_coding	opposite
WBGene00196215	+	ncRNA	WBGene00017065	protein_coding	opposite
WBGene00015907	+	protein_coding	WBGene00022635	protein_coding	opposite
WBGene00020937	+	protein_coding	WBGene00006773	protein_coding	opposite
WBGene00020937	+	protein_coding	WBGene00020935	protein_coding	opposite
WBGene00020937	+	protein_coding	WBGene00020936	protein_coding	opposite
WBGene00016491	+	protein_coding	WBGene00016492	protein_coding	opposite
WBGene00016491	+	protein_coding	WBGene00016493	protein_coding	opposite
WBGene00196658	+	ncRNA	WBGene00006423	protein_coding	opposite
WBGene00006394	+	protein_coding	WBGene00010738	protein_coding	opposite
WBGene00011061	+	protein_coding	WBGene00000963	protein_coding	opposite
WBGene00009917	+	protein_coding	WBGene00009918	protein_coding	opposite
WBGene00198042	+	ncRNA	WBGene00012136	protein_coding	opposite
WBGene00003071	+	protein_coding	WBGene00009254	protein_coding	opposite
WBGene00010112	+	pseudogene	WBGene00006790	protein_coding	opposite
WBGene00011919	+	protein_coding	WBGene00011921	protein_coding	opposite
WBGene00199923	+	ncRNA	WBGene00010566	protein_coding	opposite
WBGene00195592	+	ncRNA	WBGene00004966	protein_coding	opposite
WBGene00195592	+	ncRNA	WBGene00013955	protein_coding	opposite
WBGene00198101	+	ncRNA	WBGene00009920	protein_coding	opposite
WBGene00171005	+	piRNA	WBGene00008381	protein_coding	opposite
WBGene00171005	+	piRNA	WBGene00045508	protein_coding	opposite
WBGene00171005	+	piRNA	WBGene00050879	protein_coding	opposite
WBGene00171005	+	piRNA	WBGene00086554	protein_coding	opposite
WBGene00171005	+	piRNA	WBGene00008382	protein_coding	opposite
WBGene00010497	+	protein_coding	WBGene00010498	protein_coding	opposite
WBGene00197950	+	ncRNA	WBGene00006976	protein_coding	opposite
WBGene00197142	+	ncRNA	WBGene00000527	protein_coding	opposite
WBGene00197142	+	ncRNA	WBGene00003925	protein_coding	opposite
WBGene00009458	+	protein_coding	WBGene00023490	protein_coding	opposite
WBGene00009458	+	protein_coding	WBGene00009459	protein_coding	opposite
WBGene00009458	+	protein_coding	WBGene00009460	protein_coding	opposite
WBGene00197140	+	ncRNA	WBGene00010137	protein_coding	opposite
WBGene00197140	+	ncRNA	WBGene00219283	protein_coding	opposite
WBGene00010134	+	protein_coding	WBGene00010135	protein_coding	opposite
WBGene00010134	+	protein_coding	WBGene00006765	protein_coding	opposite
WBGene00197585	+	ncRNA	WBGene00011631	protein_coding	opposite
WBGene00006641	+	protein_coding	WBGene00009958	protein_coding	opposite
WBGene00202420	+	ncRNA	WBGene00009961	protein_coding	opposite
WBGene00201336	+	ncRNA	WBGene00043049	protein_coding	opposite
WBGene00006532	+	protein_coding	WBGene00009343	protein_coding	opposite
WBGene00012297	+	protein_coding	WBGene00012298	protein_coding	opposite
WBGene00202238	+	ncRNA	WBGene00006407	protein_coding	opposite
WBGene00219895	+	ncRNA	WBGene00008878	protein_coding	opposite
WBGene00194806	+	miRNA	WBGene00003172	protein_coding	opposite
WBGene00009264	+	protein_coding	WBGene00009262	protein_coding	opposite
WBGene00011494	+	protein_coding	WBGene00000968	protein_coding	opposite
WBGene00200428	+	ncRNA	WBGene00007620	protein_coding	opposite
WBGene00010487	+	protein_coding	WBGene00010488	protein_coding	opposite
WBGene00010487	+	protein_coding	WBGene00044607	protein_coding	opposite
WBGene00006352	+	protein_coding	WBGene00009157	protein_coding	opposite
WBGene00003524	+	protein_coding	WBGene00003842	protein_coding	opposite
WBGene00013696	+	protein_coding	WBGene00013695	protein_coding	opposite
WBGene00013696	+	protein_coding	WBGene00013697	protein_coding	opposite
WBGene00008661	+	protein_coding	WBGene00008662	protein_coding	opposite
WBGene00196204	+	ncRNA	WBGene00007054	protein_coding	opposite
WBGene00007158	+	protein_coding	WBGene00007054	protein_coding	opposite
WBGene00007705	+	protein_coding	WBGene00001442	protein_coding	opposite
WBGene00198011	+	ncRNA	WBGene00013859	protein_coding	opposite
WBGene00013712	+	protein_coding	WBGene00013711	protein_coding	opposite
WBGene00009743	+	protein_coding	WBGene00003587	protein_coding	opposite
WBGene00009745	+	protein_coding	WBGene00077521	protein_coding	opposite
WBGene00009745	+	protein_coding	WBGene00003233	protein_coding	opposite
WBGene00201383	+	ncRNA	WBGene00000843	protein_coding	opposite
WBGene00013723	+	protein_coding	WBGene00013724	protein_coding	opposite
WBGene00174000	+	piRNA	WBGene00011906	protein_coding	opposite
WBGene00016388	+	protein_coding	WBGene00016390	protein_coding	opposite
WBGene00016388	+	protein_coding	WBGene00016391	protein_coding	opposite
WBGene00199987	+	ncRNA	WBGene00021384	protein_coding	opposite
WBGene00195465	+	ncRNA	WBGene00044289	protein_coding	opposite
WBGene00023368	+	pseudogene	WBGene00021387	protein_coding	opposite
WBGene00018627	+	protein_coding	WBGene00194698	protein_coding	opposite
WBGene00206530	+	protein_coding	WBGene00014914	protein_coding	opposite
WBGene00012317	+	protein_coding	WBGene00002119	protein_coding	opposite
WBGene00206528	+	protein_coding	WBGene00002119	protein_coding	opposite
WBGene00206528	+	protein_coding	WBGene00013177	protein_coding	opposite
WBGene00219950	+	ncRNA	WBGene00009750	protein_coding	opposite
WBGene00219950	+	ncRNA	WBGene00009748	protein_coding	opposite
WBGene00219950	+	ncRNA	WBGene00009747	protein_coding	opposite
WBGene00219950	+	ncRNA	WBGene00009746	protein_coding	opposite
WBGene00219950	+	ncRNA	WBGene00009749	protein_coding	opposite
WBGene00199436	+	ncRNA	WBGene00009749	protein_coding	opposite
WBGene00219287	+	protein_coding	WBGene00009468	protein_coding	opposite
WBGene00219287	+	protein_coding	WBGene00009461	protein_coding	opposite
WBGene00200387	+	ncRNA	WBGene00009462	protein_coding	opposite
WBGene00005710	+	protein_coding	WBGene00013181	protein_coding	opposite
WBGene00005710	+	protein_coding	WBGene00013180	protein_coding	opposite
WBGene00013184	+	protein_coding	WBGene00219319	protein_coding	opposite
WBGene00198208	+	ncRNA	WBGene00001215	protein_coding	opposite
WBGene00008854	+	protein_coding	WBGene00008855	protein_coding	opposite
WBGene00014126	+	tRNA	WBGene00004963	protein_coding	opposite
WBGene00200656	+	ncRNA	WBGene00004963	protein_coding	opposite
WBGene00045375	+	snoRNA	WBGene00007640	protein_coding	opposite
WBGene00012266	+	protein_coding	WBGene00004275	protein_coding	opposite
WBGene00012266	+	protein_coding	WBGene00012270	protein_coding	opposite
WBGene00012946	+	protein_coding	WBGene00006876	protein_coding	opposite
WBGene00200957	+	ncRNA	WBGene00011385	protein_coding	opposite
WBGene00014820	+	pseudogene	WBGene00001372	protein_coding	opposite
WBGene00014820	+	pseudogene	WBGene00011155	protein_coding	opposite
WBGene00014820	+	pseudogene	WBGene00011156	protein_coding	opposite
WBGene00010165	+	protein_coding	WBGene00010166	protein_coding	opposite
WBGene00010165	+	protein_coding	WBGene00010167	protein_coding	opposite
WBGene00011780	+	protein_coding	WBGene00003667	protein_coding	opposite
WBGene00199929	+	ncRNA	WBGene00009361	protein_coding	opposite
WBGene00014510	+	tRNA	WBGene00011581	protein_coding	opposite
WBGene00011582	+	protein_coding	WBGene00011586	protein_coding	opposite
WBGene00012510	+	protein_coding	WBGene00007655	protein_coding	opposite
WBGene00196907	+	ncRNA	WBGene00009064	protein_coding	opposite
WBGene00077718	+	miRNA	WBGene00013604	protein_coding	opposite
WBGene00194659	+	lincRNA	WBGene00004445	protein_coding	opposite
WBGene00012355	+	pseudogene	WBGene00194660	protein_coding	opposite
WBGene00012391	+	protein_coding	WBGene00012393	protein_coding	opposite
WBGene00014870	+	pseudogene	WBGene00014871	protein_coding	opposite
WBGene00014870	+	pseudogene	WBGene00012370	protein_coding	opposite
WBGene00196468	+	ncRNA	WBGene00012369	protein_coding	opposite
WBGene00196468	+	ncRNA	WBGene00012365	protein_coding	opposite
WBGene00009827	+	protein_coding	WBGene00009826	protein_coding	opposite
WBGene00198609	+	ncRNA	WBGene00009558	protein_coding	opposite
WBGene00009284	+	protein_coding	WBGene00000881	protein_coding	opposite
WBGene00009284	+	protein_coding	WBGene00009285	protein_coding	opposite
WBGene00015153	+	protein_coding	WBGene00002061	protein_coding	opposite
WBGene00015153	+	protein_coding	WBGene00255704	protein_coding	opposite
WBGene00044777	+	protein_coding	WBGene00044776	protein_coding	opposite
WBGene00044747	+	ncRNA	WBGene00004053	protein_coding	opposite
WBGene00000557	+	protein_coding	WBGene00000556	protein_coding	opposite
WBGene00198427	+	ncRNA	WBGene00021612	protein_coding	opposite
WBGene00022804	+	protein_coding	WBGene00022809	protein_coding	opposite
WBGene00021599	+	protein_coding	WBGene00021600	protein_coding	opposite
WBGene00021599	+	protein_coding	WBGene00021601	protein_coding	opposite
WBGene00021599	+	protein_coding	WBGene00001632	protein_coding	opposite
WBGene00200592	+	ncRNA	WBGene00005603	protein_coding	opposite
WBGene00015272	+	protein_coding	WBGene00015273	protein_coding	opposite
WBGene00021565	+	protein_coding	WBGene00005607	protein_coding	opposite
WBGene00016849	+	protein_coding	WBGene00016860	protein_coding	opposite
WBGene00016473	+	protein_coding	WBGene00016484	protein_coding	opposite
WBGene00269375	+	protein_coding	WBGene00006013	protein_coding	opposite
WBGene00015578	+	protein_coding	WBGene00015577	protein_coding	opposite
WBGene00022895	+	snoRNA	WBGene00015043	protein_coding	opposite
WBGene00022895	+	snoRNA	WBGene00015044	protein_coding	opposite
WBGene00197368	+	ncRNA	WBGene00020244	protein_coding	opposite
WBGene00021554	+	protein_coding	WBGene00021558	protein_coding	opposite
WBGene00022521	+	pseudogene	WBGene00005405	protein_coding	opposite
WBGene00044529	+	protein_coding	WBGene00017062	protein_coding	opposite
WBGene00044529	+	protein_coding	WBGene00017981	protein_coding	opposite
