DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
2573383	2573383	0	True	False	700	2572683	2572683	0	ADOG	IV	.	.	2572683	protein_coding	gene_id "WBGene00235343"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00235343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	276	12094.0	WormBase	2572407	+	gene	False	N2HS_J2B_sp	False
6489575	6489575	0	False	False	700	6488875	6488875	0	ADOG	III	.	.	6488875	protein_coding	gene_id "WBGene00017754"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5657	918.0	WormBase	6483218	+	gene	False	N2HS_J2B_s	False
4437695	4437695	0	True	False	700	4436995	4436995	0	ADOG	II	.	.	4436995	protein_coding	gene_id "WBGene00020460"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1695	1872.0	WormBase	4435300	+	gene	False	N2HS_J2B_sp	False
4451101	4451101	0	False	False	700	4450401	4450401	0	ADOG	III	.	.	4450401	ncRNA	gene_id "WBGene00199943"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199943	0	0	0	0	0	0	0	0	0	['WBGene00014267']	0	0	0	0	0	0	0	0.0	0	0	0	0.0	89	4494.0	WormBase	4450312	+	gene	False	N2HS_J2B_s	False
5925538	5925538	0	False	False	700	5924838	5924838	0	ADOG	II	.	.	5924838	protein_coding	gene_id "WBGene00017895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2871	2338.0	WormBase	5921967	+	gene	False	N2HS_J2B_sp	False
1876494	1876494	0	False	False	700	1875794	1875794	0	ADOG	X	.	.	1875794	miRNA	gene_id "WBGene00219250"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00219250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	56	3664.0	WormBase	1875738	+	gene	False	N2HS_J2B_spl	False
14809904	14809904	0	False	False	700	14809204	14809204	0	ADOG	II	.	.	14809204	protein_coding	gene_id "WBGene00012183"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	282	2978.0	WormBase	14808922	+	gene	False	N2HS_J2B_sp	False
314966	314966	0	False	False	700	314266	314266	0	ADOG	III	.	.	314266	protein_coding	gene_id "WBGene00021751"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021751	0	0	0	0	0	['WBGene00000081']	0	0	0	0	0	0	0	['WBGene00196000']	0	0	0	0.0	0	0	0	0.0	21626	1194.0	WormBase	292640	+	gene	False	N2HS_J2B_s	False
8529280	8529280	0	True	False	700	8528580	8528580	0	ADOG	V	.	.	8528580	protein_coding	gene_id "WBGene00018479"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018479	0	0	0	['WBGene00198421']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2672	939.0	WormBase	8525908	+	gene	False	N2HS_J2B_spl	False
9006753	9006753	0	False	False	700	9006053	9006053	0	ADOG	X	.	.	9006053	protein_coding	gene_id "WBGene00016032"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4814	7405.0	WormBase	9001239	+	gene	False	N2HS_J2B_spl	False
9167652	9167652	0	False	False	700	9166952	9166952	0	ADOG	I	.	.	9166952	protein_coding	gene_id "WBGene00001167"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3421	1480.0	WormBase	9163531	+	gene	False	N2HS_J2B_spl	False
11920858	11920858	0	False	False	700	11920158	11920158	0	ADOG	X	.	.	11920158	protein_coding	gene_id "WBGene00013401"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3153	1094.0	WormBase	11917005	+	gene	False	N2HS_J2B_spl	False
2261801	2261801	0	False	False	700	2261101	2261101	0	ADOG	II	.	.	2261101	protein_coding	gene_id "WBGene00019586"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5929	19038.0	WormBase	2255172	+	gene	False	N2-J2-1__split	False
12652187	12652187	0	False	False	700	12651487	12651487	0	ADOG	X	.	.	12651487	protein_coding	gene_id "WBGene00010423"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010423	0	0	0	['WBGene00199994']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4370	3810.0	WormBase	12647117	+	gene	False	N2HS_J2B_spl	False
13915854	13915854	0	False	False	600	13915254	13915254	0	ADOG	II	.	.	13915254	protein_coding	gene_id "WBGene00012198"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6333	1086.0	WormBase	13908921	+	gene	False	N2HS_J2B_sp	False
3213808	3213808	0	False	False	600	3213208	3213208	0	ADOG	II	.	.	3213208	protein_coding	gene_id "WBGene00022568"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	837	1244.0	WormBase	3212371	+	gene	False	N2HS_J2B_sp	False
1006898	1006898	0	False	False	600	1006298	1006298	0	ADOG	III	.	.	1006298	protein_coding	gene_id "WBGene00019914"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019914	0	0	0	['WBGene00202141']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3591	2138.0	WormBase	1002707	+	gene	False	N2HS_J2B_s	False
424313	424313	0	False	False	600	423713	423713	0	ADOG	I	.	.	423713	protein_coding	gene_id "WBGene00015570"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2791	20286.0	WormBase	420922	+	gene	False	N2HS_J2B_spl	False
6656200	6656200	0	False	False	600	6655600	6655600	0	ADOG	IV	.	.	6655600	piRNA	gene_id "WBGene00169640"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00169640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1263.0	WormBase	6655580	+	gene	False	N2HS_J2B_sp	False
7330601	7330601	0	False	False	600	7330001	7330001	0	ADOG	V	.	.	7330001	protein_coding	gene_id "WBGene00017364"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1609	1167.0	WormBase	7328392	+	gene	False	N2HS_J2B_spl	False
882174	882174	0	False	False	600	881574	881574	0	ADOG	V	.	.	881574	protein_coding	gene_id "WBGene00005210"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1781	9561.0	WormBase	879793	+	gene	False	N2HS_J2B_spl	False
5062809	5062809	0	False	False	600	5062209	5062209	0	ADOG	X	.	.	5062209	protein_coding	gene_id "WBGene00016069"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1153	2393.0	WormBase	5061056	+	gene	False	N2HS_J2B_spl	False
15843065	15843065	0	False	False	600	15842465	15842465	0	ADOG	IV	.	.	15842465	piRNA	gene_id "WBGene00169632"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00169632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1707.0	WormBase	15842445	+	gene	False	N2HS_J2B_sp	False
10224762	10224762	0	True	False	600	10224162	10224162	0	ADOG	III	.	.	10224162	pseudogene	gene_id "WBGene00014946"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	638	14510.0	WormBase	10223524	+	gene	False	N2HS_J2B_s	False
14152670	14152670	0	False	False	600	14152070	14152070	0	ADOG	X	.	.	14152070	protein_coding	gene_id "WBGene00000103"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4370	10145.0	WormBase	14147700	+	gene	False	N2HS_J2B_spl	False
9078932	9078932	0	True	False	600	9078332	9078332	0	ADOG	X	.	.	9078332	ncRNA	gene_id "WBGene00199722"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199722	0	0	0	0	0	0	0	0	0	['WBGene00023052']	0	0	0	0	0	0	0	0.0	0	0	0	0.0	91	613.0	WormBase	9078241	+	gene	False	N2HS_J2B_spl	False
4292472	4292472	0	True	False	600	4291872	4291872	0	ADOG	IV	.	.	4291872	protein_coding	gene_id "WBGene00017485"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	405	997.0	WormBase	4291467	+	gene	False	N2HS_J2B_sp	False
10729603	10729603	0	False	False	600	10729003	10729003	0	ADOG	IV	.	.	10729003	protein_coding	gene_id "WBGene00013856"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	431	6256.0	WormBase	10728572	+	gene	False	N2HS_J2B_sp	False
5451894	5451894	0	False	False	600	5451294	5451294	0	ADOG	X	.	.	5451294	ncRNA	gene_id "WBGene00200825"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200825	0	0	0	0	0	0	0	0	0	['WBGene00022944']	0	0	0	0	0	0	0	0.0	0	0	0	0.0	127	8573.0	WormBase	5451167	+	gene	False	N2HS_J2B_spl	False
9149897	9149897	0	False	False	600	9149297	9149297	0	ADOG	IV	.	.	9149297	pseudogene	gene_id "WBGene00043283"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00043283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	348	1194.0	WormBase	9148949	+	gene	False	N2HS_J2B_sp	False
3587435	3587435	0	True	False	600	3586835	3586835	0	ADOG	X	.	.	3586835	protein_coding	gene_id "WBGene00020844"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	924	9735.0	WormBase	3585911	+	gene	False	N2HS_J2B_spl	False
12218044	12218044	0	False	False	600	12217444	12217444	0	ADOG	IV	.	.	12217444	ncRNA	gene_id "WBGene00196985"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	67	965.0	WormBase	12217377	+	gene	False	N2HS_J2B_sp	False
10203593	10203593	0	False	False	600	10202993	10202993	0	ADOG	IV	.	.	10202993	protein_coding	gene_id "WBGene00001653"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5173	736.0	WormBase	10197820	+	gene	False	N2HS_J2B_sp	False
3514943	3514943	0	False	False	600	3514343	3514343	0	ADOG	V	.	.	3514343	protein_coding	gene_id "WBGene00006257"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006257	0	0	0	0	['WBGene00168557']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1662	3846.0	WormBase	3512681	+	gene	False	N2HS_J2B_spl	False
3350001	3350001	0	False	False	600	3349401	3349401	0	ADOG	V	.	.	3349401	pseudogene	gene_id "WBGene00015876"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00015876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	771	776.0	WormBase	3348630	+	gene	False	N2HS_J2B_spl	False
13235286	13235286	0	False	False	600	13234686	13234686	0	ADOG	I	.	.	13234686	protein_coding	gene_id "WBGene00014197"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2565	681.0	WormBase	13232121	+	gene	False	N2HS_J2B_spl	False
13636558	13636558	0	False	False	600	13635958	13635958	0	ADOG	I	.	.	13635958	pseudogene	gene_id "WBGene00014858"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	916	1254.0	WormBase	13635042	+	gene	False	N2HS_J2A_split	False
12678197	12678197	0	False	False	600	12677597	12677597	0	ADOG	I	.	.	12677597	ncRNA	gene_id "WBGene00198187"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	72	1610.0	WormBase	12677525	+	gene	False	N2HS_J2B_spl	False
12259571	12259571	0	False	False	600	12258971	12258971	0	ADOG	X	.	.	12258971	protein_coding	gene_id "WBGene00008450"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2327	1446.0	WormBase	12256644	+	gene	False	N2HS_J2B_spl	False
5801099	5801099	0	False	False	500	5800599	5800599	0	ADOG	X	.	.	5800599	ncRNA	gene_id "WBGene00201224"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	142	603.0	WormBase	5800457	+	gene	False	N2HS_J2B_spl	False
12687213	12687213	0	False	False	500	12686713	12686713	0	ADOG	II	.	.	12686713	protein_coding	gene_id "WBGene00012895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6759	7699.0	WormBase	12679954	+	gene	False	N2HS_J2B_sp	False
8498562	8498562	0	False	False	500	8498062	8498062	0	ADOG	X	.	.	8498062	protein_coding	gene_id "WBGene00020137"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2740	1602.0	WormBase	8495322	+	gene	False	N2HS_J2B_spl	False
10295341	10295341	0	False	False	500	10294841	10294841	0	ADOG	V	.	.	10294841	ncRNA	gene_id "WBGene00197715"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	143	2558.0	WormBase	10294698	+	gene	False	N2HS_J2B_spl	False
9499872	9499872	0	False	False	500	9499372	9499372	0	ADOG	V	.	.	9499372	protein_coding	gene_id "WBGene00010593"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2330	2029.0	WormBase	9497042	+	gene	False	N2HS_J2B_spl	False
23698	23698	0	False	False	500	23198	23198	0	ADOG	IV	.	.	23198	protein_coding	gene_id "WBGene00021405"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1705	3784.0	WormBase	21493	+	gene	False	N2HS_J2B_sp	False
10791734	10791734	0	False	False	500	10791234	10791234	0	ADOG	V	.	.	10791234	ncRNA	gene_id "WBGene00197869"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	194	2559.0	WormBase	10791040	+	gene	False	N2HS_J2B_spl	False
3063095	3063095	0	False	False	500	3062595	3062595	0	ADOG	X	.	.	3062595	ncRNA	gene_id "WBGene00200416"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	129	990.0	WormBase	3062466	+	gene	False	N2HS_J2B_spl	False
1090391	1090391	0	False	False	500	1089891	1089891	0	ADOG	V	.	.	1089891	protein_coding	gene_id "WBGene00021744"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1608	2766.0	WormBase	1088283	+	gene	False	N2HS_J2B_spl	False
1258758	1258758	0	False	False	500	1258258	1258258	0	ADOG	I	.	.	1258258	protein_coding	gene_id "WBGene00021692"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3488	20550.0	WormBase	1254770	+	gene	False	N2-J2-3__split	False
1558645	1558645	0	False	False	500	1558145	1558145	0	ADOG	V	.	.	1558145	ncRNA	gene_id "WBGene00197355"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	66	8931.0	WormBase	1558079	+	gene	False	N2HS_J2B_spl	False
1734580	1734580	0	False	False	500	1734080	1734080	0	ADOG	V	.	.	1734080	pseudogene	gene_id "WBGene00268192"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00268192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	782	789.0	WormBase	1733298	+	gene	False	N2HS_J2B_spl	False
7895364	7895364	0	False	False	500	7894864	7894864	0	ADOG	I	.	.	7894864	protein_coding	gene_id "WBGene00010111"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010111	0	0	0	['WBGene00202233']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5554	1261.0	WormBase	7889310	+	gene	False	N2HS_J2A_split	False
11867327	11867327	0	False	False	500	11866827	11866827	0	ADOG	X	.	.	11866827	protein_coding	gene_id "WBGene00010066"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1444	5402.0	WormBase	11865383	+	gene	False	N2HS_J2B_spl	False
5860075	5860075	0	False	False	500	5859575	5859575	0	ADOG	X	.	.	5859575	ncRNA	gene_id "WBGene00199554"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	146	728.0	WormBase	5859429	+	gene	False	N2HS_J2B_spl	False
9937633	9937633	0	False	False	500	9937133	9937133	0	ADOG	X	.	.	9937133	protein_coding	gene_id "WBGene00023491"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00023491	0	0	0	['WBGene00197154']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4762	1071.0	WormBase	9932371	+	gene	False	N2HS_J2B_spl	False
8868793	8868793	0	False	False	500	8868293	8868293	0	ADOG	I	.	.	8868293	protein_coding	gene_id "WBGene00010133"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1386	1416.0	WormBase	8866907	+	gene	False	N2HS_J2B_spl	False
8127714	8127714	0	False	False	500	8127214	8127214	0	ADOG	IV	.	.	8127214	protein_coding	gene_id "WBGene00018358"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4109	520.0	WormBase	8123105	+	gene	False	N2HS_J2B_sp	False
13861821	13861821	0	False	False	500	13861321	13861321	0	ADOG	V	.	.	13861321	protein_coding	gene_id "WBGene00006026"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2020	1484.0	WormBase	13859301	+	gene	False	N2HS_J2B_spl	False
8120851	8120851	0	True	False	500	8120351	8120351	0	ADOG	V	.	.	8120351	protein_coding	gene_id "WBGene00017020"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2087	817.0	WormBase	8118264	+	gene	False	N2HS_J2B_spl	False
4870606	4870606	0	False	False	500	4870106	4870106	0	ADOG	III	.	.	4870106	protein_coding	gene_id "WBGene00016441"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1185	656.0	WormBase	4868921	+	gene	False	N2HS_J2B_s	False
17121586	17121586	0	False	False	500	17121086	17121086	0	ADOG	V	.	.	17121086	rRNA	gene_id "WBGene00014621"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00014621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	118	858.0	WormBase	17120968	+	gene	False	N2HS_J2B_spl	False
8554339	8554339	0	False	False	500	8553839	8553839	0	ADOG	III	.	.	8553839	protein_coding	gene_id "WBGene00043097"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00043097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1284	933.0	WormBase	8552555	+	gene	False	N2HS_J2B_s	False
9521283	9521283	0	True	False	500	9520783	9520783	0	ADOG	IV	.	.	9520783	piRNA	gene_id "WBGene00168460"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	5393.0	WormBase	9520763	+	gene	False	N2HS_J2B_sp	False
12200216	12200216	0	False	False	500	12199716	12199716	0	ADOG	IV	.	.	12199716	ncRNA	gene_id "WBGene00201915"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	139	1262.0	WormBase	12199577	+	gene	False	N2HS_J2B_sp	False
15553794	15553794	0	False	False	500	15553294	15553294	0	ADOG	X	.	.	15553294	ncRNA	gene_id "WBGene00201714"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	113	5928.0	WormBase	15553181	+	gene	False	N2HS_J2B_spl	False
14152682	14152682	0	False	False	500	14152182	14152182	0	ADOG	I	.	.	14152182	protein_coding	gene_id "WBGene00014699"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	314	3288.0	WormBase	14151868	+	gene	False	N2HS_J2B_spl	False
17280032	17280032	0	False	False	500	17279532	17279532	0	ADOG	X	.	.	17279532	protein_coding	gene_id "WBGene00016347"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	6598	1229.0	WormBase	17272934	+	gene	False	N2HS_J2B_spl	False
10985530	10985530	0	False	False	500	10985030	10985030	0	ADOG	IV	.	.	10985030	protein_coding	gene_id "WBGene00012794"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2962	955.0	WormBase	10982068	+	gene	False	N2HS_J2B_sp	False
10104126	10104126	0	False	False	500	10103626	10103626	0	ADOG	I	.	.	10103626	snoRNA	gene_id "WBGene00219788"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00219788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	88	7356.0	WormBase	10103538	+	gene	False	N2HS_J2B_spl	False
14352866	14352866	0	False	False	500	14352366	14352366	0	ADOG	X	.	.	14352366	protein_coding	gene_id "WBGene00010572"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2226	6478.0	WormBase	14350140	+	gene	False	N2HS_J2B_spl	False
7332279	7332279	0	False	False	500	7331779	7331779	0	ADOG	V	.	.	7331779	protein_coding	gene_id "WBGene00017363"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	611	783.0	WormBase	7331168	+	gene	False	N2HS_J2B_spl	False
11200439	11200439	0	True	False	500	11199939	11199939	0	ADOG	V	.	.	11199939	ncRNA	gene_id "WBGene00201923"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	139	726.0	WormBase	11199800	+	gene	False	N2HS_J2B_spl	False
4277447	4277447	0	False	False	500	4276947	4276947	0	ADOG	I	.	.	4276947	protein_coding	gene_id "WBGene00021630"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1059	18077.0	WormBase	4275888	+	gene	False	N2HS_J2B_spl	False
10165191	10165191	0	False	False	500	10164691	10164691	0	ADOG	X	.	.	10164691	ncRNA	gene_id "WBGene00198851"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	50	2405.0	WormBase	10164641	+	gene	False	N2HS_J2B_spl	False
