GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00050061	21	0	0	0	0	0	0	0	0
WBGene00050358	21	0	0	0	0	0	0	0	0
WBGene00049939	21	0	0	0	0	0	0	0	0
WBGene00047280	21	0	0	0	0	0	0	0	0
WBGene00047066	21	0	0	0	0	0	0	0	0
WBGene00013336	1148	9	7	5	4	3	3	1	0
WBGene00169083	21	0	1	0	0	0	0	0	0
WBGene00169297	21	0	0	0	0	0	0	0	0
WBGene00172158	21	0	0	0	0	0	0	0	0
WBGene00165803	21	0	0	0	0	0	0	0	0
WBGene00047251	21	0	0	0	0	0	0	0	0
WBGene00047534	21	0	0	0	0	0	0	0	0
WBGene00171264	21	0	0	0	0	0	0	0	0
WBGene00048804	21	1	0	2	0	1	0	0	0
WBGene00045799	21	0	0	0	0	0	0	0	0
WBGene00049306	21	0	0	0	0	0	0	0	0
WBGene00171817	21	0	0	0	0	0	0	0	0
WBGene00049415	21	0	0	0	0	0	0	0	0
WBGene00166675	21	0	0	0	0	0	0	0	0
WBGene00165121	21	0	0	0	0	0	0	0	0
WBGene00166419	21	0	0	0	0	0	0	0	0
WBGene00050432	21	0	0	0	0	0	0	0	0
WBGene00196513	126	0	0	1	1	0	0	0	0
WBGene00197116	169	0	1	1	1	0	0	0	0
WBGene00050792	21	0	1	0	0	0	0	0	0
WBGene00050544	21	0	0	0	0	0	0	0	0
WBGene00046924	21	1	0	0	0	0	0	0	0
WBGene00046392	21	0	0	0	0	0	0	0	0
WBGene00049757	21	0	0	0	0	0	0	0	0
WBGene00049878	21	0	0	0	0	0	0	0	0
WBGene00174524	21	0	0	0	0	1	0	0	0
WBGene00168075	21	0	0	0	0	0	0	0	0
WBGene00049049	21	0	1	0	0	0	0	1	0
WBGene00173856	21	1	0	0	0	0	0	0	1
WBGene00046222	21	0	0	0	0	0	0	0	0
WBGene00174272	21	2	1	0	0	0	0	0	0
WBGene00050637	21	2	1	0	0	0	0	0	0
WBGene00170418	21	0	0	0	0	2	0	0	0
WBGene00049331	21	0	0	0	0	2	0	0	0
WBGene00047499	21	0	0	0	0	0	0	0	0
WBGene00046979	21	0	0	0	0	0	0	0	0
WBGene00048573	21	0	0	0	0	0	0	0	0
WBGene00172760	21	0	1	0	0	0	0	0	0
WBGene00166280	21	0	0	1	0	0	0	0	0
WBGene00173977	21	0	0	0	0	0	0	0	0
WBGene00047958	21	0	0	0	0	0	0	0	0
WBGene00173181	21	0	0	0	0	0	0	0	0
WBGene00173062	21	0	0	0	0	0	0	0	0
WBGene00045893	21	0	0	0	0	0	0	0	0
WBGene00047772	21	0	0	0	0	0	0	0	0
WBGene00050709	21	0	0	0	0	0	0	0	1
WBGene00173154	21	0	0	0	0	0	0	0	1
WBGene00050396	21	0	0	0	0	0	0	0	1
WBGene00165206	21	0	0	0	0	0	0	0	1
WBGene00048369	21	0	0	0	0	0	0	0	0
WBGene00165030	21	0	0	0	0	1	0	0	0
WBGene00170481	21	0	0	0	0	1	0	0	0
WBGene00050851	21	0	0	0	0	0	0	0	0
WBGene00173170	21	0	0	0	0	0	0	0	0
WBGene00172962	21	0	0	0	0	0	0	0	0
WBGene00045601	21	0	0	0	0	0	0	0	0
WBGene00049176	21	0	1	0	0	0	1	1	1
WBGene00049454	21	0	1	0	0	0	1	1	1
WBGene00050304	21	0	1	4	2	5	3	7	1
WBGene00166000	21	1	0	0	0	0	0	0	0
WBGene00050701	21	1	0	0	0	0	0	0	0
WBGene00171811	21	0	0	0	0	0	0	0	0
WBGene00171684	21	0	0	0	0	0	0	0	0
WBGene00170987	21	0	0	0	0	0	0	0	0
WBGene00170839	21	0	0	0	0	0	0	0	0
WBGene00167599	21	0	0	0	0	0	0	0	0
WBGene00169808	21	0	0	0	0	0	0	0	0
WBGene00013319	759	61	69	24	31	24	32	29	8
WBGene00174246	21	5	1	1	3	2	1	0	0
WBGene00047336	21	0	0	0	0	0	0	0	0
WBGene00172441	21	0	0	0	0	0	0	0	0
WBGene00168810	21	0	0	0	0	0	0	0	0
WBGene00049821	21	0	0	0	0	0	0	0	0
WBGene00013320	756	0	0	2	1	2	0	0	0
WBGene00050559	21	0	0	0	0	0	0	0	0
WBGene00165922	21	0	0	0	0	0	0	0	0
WBGene00046834	21	0	0	0	0	0	0	0	0
WBGene00166748	21	0	0	0	0	0	0	0	0
WBGene00172901	21	0	0	0	0	0	0	0	0
WBGene00168362	21	0	0	0	0	0	0	0	0
WBGene00173825	21	0	0	0	0	0	0	0	0
WBGene00168114	21	0	0	0	0	0	0	0	0
WBGene00172397	21	0	0	0	1	0	0	0	0
WBGene00170029	21	0	0	0	1	0	0	0	0
WBGene00167043	21	0	0	0	0	0	0	0	0
WBGene00168837	21	0	0	0	0	0	0	0	0
WBGene00171730	21	0	0	0	0	0	0	0	0
WBGene00167995	21	0	0	0	0	0	0	0	0
WBGene00167364	21	0	0	0	0	0	0	0	0
WBGene00173313	21	0	0	0	0	0	0	0	0
WBGene00049748	21	0	0	0	0	0	0	0	0
WBGene00046128	21	0	0	0	0	0	0	0	0
WBGene00014923	973	1	0	4	1	2	0	1	0
WBGene00047414	21	0	0	0	0	0	0	0	0
WBGene00049838	21	0	0	0	0	0	0	0	0
WBGene00047940	21	0	0	0	0	0	0	0	0
WBGene00047821	21	0	0	0	0	0	0	0	0
WBGene00169478	21	0	0	0	0	0	0	0	0
WBGene00173650	21	0	0	0	0	0	0	0	0
WBGene00173011	21	0	0	0	0	0	0	0	0
WBGene00174771	21	0	0	0	0	0	0	0	0
WBGene00168448	21	0	0	0	0	0	0	0	0
WBGene00047954	21	0	0	0	0	0	0	0	0
WBGene00049616	21	0	0	0	0	0	0	0	0
WBGene00014925	1565	0	5	0	1	0	1	1	0
WBGene00047161	21	0	0	0	0	2	0	0	0
WBGene00048144	21	0	0	0	0	0	0	0	0
WBGene00046911	21	0	0	0	0	0	0	0	0
WBGene00049690	21	0	0	0	0	0	0	0	0
WBGene00014924	858	2	2	0	0	2	0	1	0
WBGene00165311	21	0	0	0	0	0	0	0	0
WBGene00050547	21	0	0	0	1	0	0	0	0
WBGene00048035	21	0	0	0	0	0	0	0	0
WBGene00168930	21	0	0	0	0	0	0	0	0
WBGene00047086	21	0	0	0	0	0	0	0	0
WBGene00171431	21	0	0	0	0	0	0	0	0
WBGene00047463	21	0	0	0	0	0	0	0	0
WBGene00170779	21	0	0	0	0	0	0	0	0
WBGene00046096	21	0	0	0	0	0	0	0	0
WBGene00172838	21	0	2	0	0	0	0	0	0
WBGene00194661	558	0	3	1	3	5	2	0	1
WBGene00049681	21	0	0	0	0	0	0	0	0
WBGene00194885	377	0	0	0	0	0	0	0	0
WBGene00165750	21	0	0	0	0	0	0	0	0
WBGene00167549	21	0	0	0	0	0	0	0	0
WBGene00194923	2246	3	9	4	2	4	0	0	0
WBGene00167636	21	0	0	0	0	0	0	0	0
WBGene00047767	21	0	0	0	0	0	0	0	0
WBGene00174939	21	0	0	0	0	0	0	0	0
WBGene00219443	222	2	1	2	1	3	0	0	0
WBGene00014926	1053	0	4	0	1	2	1	1	1
WBGene00169584	21	0	0	0	0	0	0	0	0
WBGene00174262	21	0	0	0	0	0	0	0	0
WBGene00047452	21	0	0	0	0	0	0	0	0
WBGene00165036	21	0	0	0	0	0	0	0	0
WBGene00169181	21	0	0	0	0	0	0	0	0
WBGene00047442	21	0	0	0	0	0	0	0	0
WBGene00167185	21	0	0	0	0	0	0	0	0
WBGene00166800	21	0	0	0	0	0	0	0	0
WBGene00045814	21	0	0	0	0	0	0	0	0
WBGene00168434	21	0	0	0	0	0	0	0	0
WBGene00170467	21	0	0	0	0	0	0	0	0
WBGene00165661	21	0	0	0	0	0	0	0	0
WBGene00168409	21	0	0	0	1	0	0	0	0
WBGene00049829	21	0	0	0	0	0	0	0	0
WBGene00013337	837	7	2	0	2	0	1	0	0
WBGene00045899	21	0	0	0	0	0	0	0	0
WBGene00048289	21	0	0	0	0	0	0	0	0
WBGene00166551	21	0	0	0	0	0	0	0	0
WBGene00168244	21	0	0	0	0	0	0	0	0
WBGene00049073	21	0	0	0	0	0	0	0	0
WBGene00050645	21	0	0	0	0	0	0	0	0
WBGene00173346	21	0	0	0	0	0	0	0	0
WBGene00171967	21	0	0	0	0	0	0	0	0
WBGene00049317	21	0	0	0	0	0	0	0	0
WBGene00049856	21	0	0	0	0	0	0	0	0
WBGene00047623	21	1	1	0	0	0	0	0	0
WBGene00168260	21	0	0	0	0	0	0	0	0
WBGene00173801	21	0	0	0	0	0	0	0	0
WBGene00046153	21	0	0	0	0	0	0	0	0
WBGene00174443	21	0	0	0	0	0	0	0	0
WBGene00050213	21	0	0	0	0	0	0	0	0
WBGene00048565	21	1	0	0	0	0	0	0	0
WBGene00048783	21	0	0	0	0	0	0	0	0
WBGene00045939	21	0	0	0	0	0	0	0	0
WBGene00170379	21	0	0	0	0	0	0	0	0
WBGene00049474	21	0	0	0	0	0	0	0	0
WBGene00173606	21	0	0	0	0	0	0	0	0
WBGene00049537	21	0	0	0	0	0	0	0	0
WBGene00047911	21	0	0	0	0	0	0	0	0
WBGene00168432	21	0	0	0	0	0	0	0	0
WBGene00050277	21	0	0	0	0	0	0	0	0
WBGene00045901	21	0	0	0	0	0	0	0	1
WBGene00171181	21	0	0	0	0	0	0	0	1
WBGene00166849	21	0	0	0	0	0	0	0	0
WBGene00048778	21	0	0	0	0	0	0	0	0
WBGene00169058	21	0	0	0	0	0	0	0	0
WBGene00049029	21	0	0	0	0	0	0	0	0
WBGene00045146	489	4	5	1	0	1	2	1	1
WBGene00174257	21	2	1	0	0	0	0	0	0
WBGene00174672	21	0	0	0	0	0	0	0	0
WBGene00165161	21	0	0	0	0	0	0	0	0
WBGene00168246	21	0	0	0	0	0	0	0	0
WBGene00050111	21	0	0	0	0	0	0	0	0
WBGene00046233	21	0	0	0	0	0	0	0	0
WBGene00171781	21	0	0	0	0	0	0	0	0
WBGene00167169	21	0	0	0	0	0	0	0	0
WBGene00168205	21	0	0	0	0	0	0	0	0
WBGene00047937	21	0	0	0	0	0	0	0	0
WBGene00165040	21	0	0	0	0	0	0	0	0
WBGene00049978	21	0	0	0	0	0	0	0	0
WBGene00165377	21	0	0	0	0	0	0	0	0
WBGene00045975	21	0	0	0	0	0	0	0	0
WBGene00165821	21	1	0	0	0	1	0	0	0
WBGene00174117	21	0	0	0	0	0	0	0	0
WBGene00167209	21	0	0	0	0	0	0	0	0
WBGene00167619	21	0	0	0	0	0	0	0	0
WBGene00012762	2307	1229	1217	557	555	469	327	248	159
WBGene00219618	419	15	28	8	16	12	3	5	4
WBGene00165075	21	0	0	0	0	0	0	0	0
WBGene00046499	21	0	1	0	1	0	1	0	0
WBGene00049684	21	0	0	0	0	0	0	0	0
WBGene00170651	21	0	0	0	0	0	0	0	2
WBGene00169700	21	0	0	0	0	0	0	0	2
WBGene00047003	21	0	1	0	0	0	0	0	0
WBGene00049104	21	0	2	0	0	1	1	0	0
WBGene00047857	21	5	1	0	0	1	0	0	2
WBGene00173715	21	0	0	0	0	0	0	0	0
WBGene00171087	21	0	1	0	0	1	0	0	0
WBGene00169827	21	0	0	0	0	0	0	0	0
WBGene00171309	21	0	0	0	0	0	0	0	0
WBGene00050398	21	0	0	0	0	0	0	0	0
WBGene00048820	21	0	0	0	0	0	0	0	0
WBGene00050523	21	0	0	0	1	0	0	0	0
WBGene00173629	21	0	0	0	1	0	0	0	0
WBGene00167577	21	0	1	1	0	0	1	0	0
WBGene00048548	21	1	0	0	0	0	0	0	0
WBGene00047880	21	0	0	0	0	0	0	0	0
WBGene00169659	21	0	0	0	0	0	0	0	0
WBGene00167092	21	0	0	0	0	0	0	0	0
WBGene00170315	21	0	2	0	1	1	0	0	1
WBGene00048105	21	0	2	0	1	1	0	0	1
WBGene00048470	21	0	0	0	0	1	0	0	0
WBGene00168259	21	0	2	1	1	0	0	0	0
WBGene00173634	21	1	1	0	0	0	0	0	0
WBGene00167515	21	0	0	0	0	0	0	0	0
WBGene00048049	21	0	0	0	0	0	0	0	0
WBGene00169897	21	0	0	0	0	0	0	0	0
WBGene00165133	21	0	0	0	0	0	0	0	0
WBGene00048334	21	0	0	0	0	0	0	0	0
WBGene00046808	21	0	1	0	0	1	0	1	1
WBGene00050825	21	0	0	0	0	1	0	0	1
WBGene00046060	21	0	0	0	0	0	0	0	0
WBGene00049909	21	0	0	0	0	0	0	0	0
WBGene00045980	21	0	0	0	0	0	0	0	0
WBGene00047289	21	0	0	1	0	0	0	1	0
WBGene00167581	21	0	0	0	0	0	0	0	0
WBGene00171543	21	0	0	0	0	0	0	0	0
WBGene00169134	21	0	0	1	0	0	0	0	0
WBGene00165455	21	0	1	0	0	1	0	0	0
WBGene00047702	21	0	0	0	0	0	0	0	0
WBGene00049512	21	0	0	0	0	0	0	0	0
WBGene00169270	21	0	2	0	0	1	0	0	0
WBGene00167115	21	0	2	0	0	1	0	0	0
WBGene00167338	21	0	2	0	0	1	0	0	0
WBGene00171675	21	0	0	0	0	0	0	0	0
WBGene00165491	21	0	0	0	0	0	0	0	0
WBGene00171836	21	0	0	0	0	0	0	0	0
WBGene00167373	21	0	0	0	1	0	0	0	0
WBGene00048265	21	0	0	0	0	0	0	0	0
WBGene00165193	21	0	0	0	0	0	0	0	0
WBGene00174094	21	0	0	0	0	0	0	0	0
WBGene00049850	21	0	0	0	0	0	0	0	0
WBGene00046369	21	0	0	0	0	0	0	0	0
WBGene00167158	21	0	0	0	0	1	0	0	0
WBGene00166102	21	0	0	0	0	0	0	0	0
WBGene00045988	21	0	0	0	0	0	0	0	0
WBGene00168540	21	1	0	0	0	0	0	0	0
WBGene00166990	21	0	0	0	0	0	0	0	0
WBGene00174597	21	0	0	0	0	0	0	0	0
WBGene00171557	21	0	2	0	1	0	1	1	0
WBGene00047422	21	0	2	0	1	0	1	1	0
WBGene00171368	21	0	0	0	0	0	0	0	0
WBGene00169694	21	0	0	0	0	0	1	0	0
WBGene00170213	21	0	0	0	0	0	0	0	0
WBGene00046021	21	0	2	0	0	0	0	0	0
WBGene00166670	21	0	0	0	0	0	0	0	0
WBGene00170070	21	0	0	0	0	0	0	0	0
WBGene00166433	21	0	0	0	0	0	0	0	0
WBGene00047202	21	0	0	0	0	0	0	0	0
WBGene00172017	21	0	0	0	0	0	0	0	0
WBGene00048068	21	0	0	0	0	0	0	0	0
WBGene00220156	80	0	0	0	0	0	0	0	0
WBGene00047376	21	0	0	0	0	0	0	0	0
WBGene00047028	21	0	0	0	0	0	0	0	1
WBGene00048937	21	0	0	0	0	0	0	0	1
WBGene00046155	21	0	0	0	0	0	0	0	0
WBGene00047157	21	0	0	0	0	0	0	0	0
WBGene00049154	21	0	0	0	0	0	0	0	0
WBGene00050573	21	0	0	0	0	0	1	0	0
WBGene00050096	21	0	0	0	0	0	0	0	0
WBGene00046152	21	0	0	0	0	0	0	0	0
WBGene00049839	21	1	0	0	0	0	0	0	0
WBGene00045000	270	3	2	0	1	1	0	0	0
WBGene00166077	21	0	0	0	0	0	0	0	0
WBGene00169205	21	0	0	0	1	0	0	0	0
WBGene00174056	21	0	0	0	0	0	0	0	0
WBGene00049075	21	0	0	0	0	0	0	0	0
WBGene00171593	21	0	0	0	0	0	0	0	0
WBGene00047323	21	0	0	0	0	0	0	0	0
WBGene00048018	21	0	0	0	0	0	0	0	0
WBGene00050245	21	0	0	0	0	0	0	0	0
WBGene00166677	21	0	0	0	0	0	0	0	0
WBGene00047554	21	0	0	0	0	0	0	0	0
WBGene00169442	21	0	0	0	0	0	0	0	0
WBGene00050686	21	0	0	0	0	0	0	0	0
WBGene00166389	21	0	0	0	0	0	0	0	0
WBGene00170362	21	0	0	0	0	0	0	0	0
WBGene00172085	21	0	0	0	0	0	0	0	0
WBGene00046315	21	0	0	0	0	0	0	0	0
WBGene00046374	21	0	0	0	0	0	0	0	0
WBGene00045648	21	0	0	0	0	0	0	0	0
WBGene00047026	21	0	0	0	0	0	0	0	0
WBGene00167857	21	0	0	0	0	0	0	0	0
WBGene00170291	21	0	0	0	0	0	0	0	0
WBGene00045729	21	0	0	0	0	0	0	0	0
WBGene00045573	21	0	0	0	0	0	0	0	0
WBGene00172639	21	0	0	0	0	0	0	0	0
WBGene00047981	21	0	0	0	0	0	0	0	0
WBGene00171318	21	0	0	0	0	0	0	0	0
WBGene00047796	21	0	0	0	0	0	0	0	0
WBGene00050328	21	0	0	0	0	0	0	0	0
WBGene00047217	21	0	0	0	0	0	0	0	0
WBGene00172881	21	0	1	1	0	0	0	0	0
WBGene00050509	21	0	0	0	0	0	0	0	0
WBGene00170461	21	0	0	0	0	0	0	0	0
WBGene00048674	21	0	0	0	0	0	0	0	0
WBGene00165498	21	0	0	0	0	0	0	0	0
WBGene00165594	21	0	1	0	0	0	0	0	0
WBGene00045572	21	1	0	0	0	1	0	0	0
WBGene00165493	21	0	0	0	0	0	0	0	0
WBGene00046927	21	0	0	0	0	0	0	0	0
WBGene00171595	21	0	0	0	0	0	0	0	0
WBGene00167614	21	0	0	0	0	0	0	0	0
WBGene00049507	21	0	0	0	0	0	0	0	0
WBGene00168954	21	0	1	0	0	0	0	0	0
WBGene00050499	21	1	0	0	0	1	0	1	0
WBGene00171206	21	1	0	0	0	1	0	1	0
WBGene00166979	21	1	0	0	0	1	0	1	0
WBGene00050540	21	0	0	0	0	0	0	0	0
WBGene00171278	21	0	0	0	0	0	0	0	0
WBGene00166778	21	0	0	0	0	0	0	0	0
WBGene00172898	21	0	0	0	0	0	0	0	0
WBGene00048181	21	0	0	0	0	0	0	0	0
WBGene00172134	21	0	0	0	0	0	0	0	0
WBGene00046149	21	0	0	0	0	0	0	0	0
WBGene00167283	21	0	0	0	0	0	0	0	0
WBGene00012763	1971	62	76	47	50	42	39	19	14
WBGene00168591	21	0	0	0	0	0	0	0	0
WBGene00047666	21	0	0	0	0	0	0	0	0
WBGene00169656	21	0	0	0	0	0	1	0	0
WBGene00047266	21	0	0	0	0	0	0	0	0
WBGene00046942	21	0	0	0	0	1	1	0	0
WBGene00050013	21	0	0	0	0	0	0	0	0
WBGene00169296	21	0	0	0	0	0	0	0	0
WBGene00046543	21	0	0	0	0	0	0	0	0
WBGene00048014	21	0	0	0	0	0	0	0	0
WBGene00047204	21	0	0	0	0	0	0	0	0
WBGene00047976	21	0	0	1	0	0	0	0	0
WBGene00048797	21	0	0	0	0	0	0	0	0
WBGene00045804	21	0	0	0	0	0	0	0	0
WBGene00166574	21	0	0	0	0	0	0	0	0
WBGene00045997	21	0	0	0	0	0	0	0	0
WBGene00166827	21	0	0	0	0	0	0	0	0
WBGene00170650	21	0	0	0	0	0	0	0	0
WBGene00047287	21	0	0	0	0	0	0	0	0
WBGene00049800	21	0	0	0	0	0	0	0	0
WBGene00167737	21	0	0	0	0	0	0	0	0
WBGene00049916	21	0	0	0	0	0	0	0	0
WBGene00171332	21	0	4	0	3	3	0	0	0
WBGene00050102	21	0	0	0	0	0	0	0	0
WBGene00167668	21	0	0	0	0	0	0	0	0
WBGene00001066	1004	255	78	62	93	72	34	26	16
WBGene00050108	21	0	0	0	0	0	0	0	0
WBGene00168283	21	0	0	0	0	0	0	0	0
WBGene00171950	21	0	0	0	0	0	0	0	0
WBGene00049560	21	0	0	0	0	0	0	0	0
WBGene00168706	21	1	0	0	1	1	0	0	0
WBGene00173077	21	0	0	0	0	1	0	0	0
WBGene00048459	21	0	0	0	0	0	0	0	0
WBGene00170263	21	0	0	0	0	0	0	0	0
WBGene00046240	21	0	0	0	0	0	0	0	0
WBGene00173528	21	0	0	0	0	0	0	0	0
WBGene00050836	21	0	0	0	0	0	0	1	0
WBGene00167958	21	0	0	0	0	0	0	1	0
WBGene00048119	21	0	0	0	0	0	0	0	0
WBGene00048460	21	0	0	0	0	0	0	0	0
WBGene00170606	21	0	1	0	0	0	0	0	0
WBGene00049709	21	0	1	0	0	0	0	0	0
WBGene00165778	21	1	0	0	0	0	0	0	0
WBGene00049278	21	0	0	1	0	1	0	0	0
WBGene00172258	21	0	0	0	0	0	0	0	0
WBGene00049713	21	0	0	1	0	0	0	0	0
WBGene00048914	21	0	0	0	0	0	0	0	0
WBGene00170855	21	0	2	0	0	0	0	0	0
WBGene00172642	21	0	2	0	0	0	0	0	0
WBGene00050768	21	2	3	0	0	1	2	0	0
WBGene00174959	21	2	3	0	0	1	2	0	0
WBGene00166107	21	0	1	0	0	0	0	0	0
WBGene00167859	21	0	0	0	1	1	0	0	0
WBGene00050866	21	0	0	0	1	1	0	0	0
WBGene00169526	21	0	0	0	0	0	0	0	0
WBGene00166279	21	0	0	0	0	0	0	0	0
WBGene00171999	21	0	0	0	0	0	0	0	0
WBGene00168961	21	0	0	0	0	0	0	0	0
WBGene00170300	21	0	0	0	0	0	0	0	0
WBGene00046669	21	0	0	0	0	0	0	0	0
WBGene00046627	21	0	1	0	0	0	0	0	0
WBGene00047881	21	0	2	0	0	0	0	0	0
WBGene00173760	21	0	0	0	0	1	0	0	0
WBGene00048632	21	2	0	0	0	0	0	0	0
WBGene00172252	21	0	0	0	0	0	0	0	0
WBGene00170398	21	0	0	0	0	0	0	0	0
WBGene00049662	21	0	0	0	0	1	0	0	0
WBGene00049228	21	0	0	0	0	0	0	0	0
WBGene00165608	21	0	1	0	0	0	3	0	0
WBGene00046207	21	0	1	0	0	0	3	0	0
WBGene00045778	21	1	0	0	1	0	0	0	0
WBGene00049737	21	0	0	0	0	0	1	0	0
WBGene00219444	445	8	5	4	4	5	5	1	0
WBGene00046877	21	0	1	1	1	0	0	0	0
WBGene00046255	21	0	1	1	1	0	0	0	0
WBGene00171369	21	0	1	1	1	0	0	0	0
WBGene00166345	21	0	1	1	1	0	0	0	0
WBGene00050624	21	0	0	0	0	0	0	0	0
WBGene00172022	21	2	1	0	0	0	1	0	0
WBGene00255543	101	0	0	0	0	0	0	0	0
WBGene00046773	21	1	0	0	1	0	0	0	0
WBGene00048485	21	0	0	0	0	0	0	0	0
WBGene00047575	21	0	0	0	0	0	0	0	0
WBGene00166919	21	0	0	0	0	0	0	0	0
WBGene00170879	21	0	0	0	0	2	0	0	0
WBGene00046032	21	0	0	0	0	0	0	0	0
WBGene00166408	21	0	0	0	0	0	0	0	0
WBGene00050653	21	0	0	0	0	0	0	0	0
WBGene00047846	21	0	0	1	0	1	0	0	0
WBGene00165122	21	0	0	0	0	0	0	0	0
WBGene00050273	21	0	0	0	0	0	0	0	0
WBGene00050003	21	0	0	0	0	0	0	0	0
WBGene00165062	21	0	0	0	0	0	0	0	0
WBGene00048453	21	0	0	0	0	0	0	0	0
WBGene00168394	21	0	0	0	0	0	0	0	0
WBGene00171572	21	0	0	0	0	0	0	0	0
WBGene00048679	21	0	0	0	0	0	0	0	0
WBGene00050778	21	1	0	0	0	0	0	0	0
WBGene00168995	21	0	0	0	0	0	0	0	0
WBGene00050260	21	0	0	0	0	0	0	0	0
WBGene00170986	21	6	0	0	0	0	0	0	0
WBGene00167786	21	0	0	0	0	0	0	0	0
WBGene00045066	409	9	7	6	2	10	2	3	0
WBGene00170962	21	1	0	0	1	3	0	0	2
WBGene00171536	21	0	0	0	0	0	0	0	0
WBGene00171803	21	0	0	0	0	0	0	0	0
WBGene00168023	21	0	0	0	0	0	0	0	0
WBGene00012764	868	8	9	10	6	4	5	3	4
WBGene00014886	371	15	5	5	12	5	3	2	3
WBGene00001336	2495	1463	1898	631	520	474	430	288	229
WBGene00198123	133	0	0	0	0	1	0	0	0
WBGene00077720	73	0	0	0	1	0	0	0	0
WBGene00012765	1835	1120	1127	499	441	410	380	272	180
WBGene00012767	4429	1170	1584	612	603	526	399	292	218
WBGene00012766	636	60	58	14	13	16	11	4	5
WBGene00220157	151	0	0	0	0	0	0	0	0
WBGene00012768	1984	2777	3986	1806	1858	1510	1522	1114	737
WBGene00012769	5457	5763	5228	4973	4604	3920	2416	1766	1165
WBGene00198559	148	0	0	0	0	0	0	0	0
WBGene00012770	981	2	2	2	5	6	0	0	0
WBGene00170672	21	0	0	0	0	0	0	0	0
WBGene00165802	21	0	0	0	0	0	0	0	0
WBGene00167208	21	0	0	0	0	0	0	0	0
WBGene00173451	21	0	0	0	0	0	0	0	0
WBGene00174016	21	0	0	0	0	0	0	0	0
WBGene00047583	21	0	0	0	0	0	0	0	0
WBGene00049726	21	0	0	0	0	0	0	0	0
WBGene00165458	21	0	0	0	0	0	0	0	0
WBGene00165390	21	0	0	0	0	0	0	0	0
WBGene00165416	21	0	0	0	0	0	0	0	0
WBGene00047614	21	0	0	0	0	0	0	0	0
WBGene00170158	21	0	0	0	1	0	1	0	0
WBGene00167601	21	0	0	0	0	0	0	0	0
WBGene00171247	21	0	0	0	1	0	0	0	0
WBGene00165706	21	0	0	0	0	0	0	0	0
WBGene00168525	21	0	0	0	0	0	0	0	0
WBGene00047461	21	0	0	0	0	0	0	0	0
WBGene00047892	21	0	0	0	0	0	0	0	0
WBGene00047428	21	1	0	0	0	0	0	0	0
WBGene00044979	1079	3	5	3	6	3	3	3	4
WBGene00048757	21	0	0	0	0	0	0	0	0
WBGene00172932	21	2	0	0	0	0	0	0	0
WBGene00167561	21	0	0	0	0	0	0	0	0
WBGene00012771	333	1	0	0	0	1	0	0	0
WBGene00199541	225	0	1	0	2	1	0	0	0
WBGene00047349	21	0	0	0	0	0	0	0	0
WBGene00173765	21	0	0	0	0	0	0	0	0
WBGene00044003	1478	18	7	2	2	4	1	1	0
WBGene00165489	21	0	0	0	0	0	0	0	0
WBGene00048580	21	0	0	0	0	0	0	0	0
WBGene00168171	21	0	0	1	0	2	0	0	0
WBGene00165138	21	0	0	1	0	2	0	0	0
WBGene00171260	21	0	0	0	0	0	0	0	0
WBGene00173692	21	0	0	0	0	0	0	0	0
WBGene00172289	21	0	0	0	0	0	0	0	0
WBGene00046082	21	0	0	0	0	0	0	0	0
WBGene00168901	21	0	0	0	0	0	0	0	0
WBGene00047653	21	2	0	0	0	0	0	0	0
WBGene00172735	21	2	0	0	0	0	0	0	0
WBGene00169641	21	0	0	0	0	0	0	0	0
WBGene00168060	21	0	0	0	0	0	0	0	0
WBGene00168289	21	0	0	0	0	0	0	0	0
WBGene00047402	21	0	0	0	0	0	0	0	0
WBGene00170011	21	1	0	0	0	0	0	0	0
WBGene00012773	978	1	2	1	1	0	0	0	0
WBGene00174050	21	0	0	0	0	0	0	0	0
WBGene00048972	21	0	0	0	0	0	0	0	0
WBGene00050418	21	0	0	0	0	0	0	0	0
WBGene00046329	21	0	0	0	0	0	0	0	0
WBGene00170616	21	0	0	0	0	0	0	0	0
WBGene00047878	21	0	0	0	0	0	0	0	0
WBGene00047777	21	0	0	0	0	0	0	0	0
WBGene00174417	21	0	0	0	0	0	0	0	0
WBGene00050127	21	0	0	0	0	0	0	0	0
WBGene00168235	21	0	0	0	0	0	0	0	0
WBGene00048451	21	0	0	0	0	0	0	0	0
WBGene00047065	21	0	0	0	0	0	0	0	0
WBGene00049026	21	0	0	0	0	0	0	0	0
WBGene00168794	21	0	0	0	0	0	0	0	0
WBGene00048507	21	0	0	0	0	0	0	0	0
WBGene00174549	21	0	0	0	0	0	0	0	0
WBGene00050576	21	0	0	0	0	0	0	0	0
WBGene00169228	21	0	0	0	0	0	0	0	0
WBGene00168550	21	0	0	0	0	0	0	0	0
WBGene00167281	21	0	0	0	0	0	0	0	0
WBGene00165320	21	0	0	0	0	0	0	0	0
WBGene00049458	21	0	0	0	0	0	0	0	0
WBGene00167890	21	0	0	0	0	0	0	0	0
WBGene00171804	21	0	0	0	0	0	0	0	0
