DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense
5182760	5182760	0	False	False	200	5182560	5182560	0	DOG	IV	.	.	5182780	piRNA	gene_id "WBGene00167905"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167905	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2864.0	20	0.0	WormBase	5182760	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00002247']	['WBGene00002247']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8753195	8753195	0	False	True	500	8752860	8752860	0	DOG	IV	.	.	8754823	protein_coding	gene_id "WBGene00008968"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008968	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.0	1628	0.0	WormBase	8753195	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219908']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9444639	9444639	0	False	True	400	9444516	9444516	0	DOG	IV	.	.	9444766	ncRNA	gene_id "WBGene00201282"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201282	0	0	0	0	0	0	0	0	0.0	['WBGene00014366']	0	0	0	0	0	0	0	0	0	0	0	0	123.0	127	0.0	WormBase	9444639	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00009544']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10296046	10296046	0	False	False	200	10295846	10295846	0	DOG	IV	.	.	10302310	protein_coding	gene_id "WBGene00011175"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011175	0	0	0	0	['WBGene00201052']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	779.0	6264	0.0	WormBase	10296046	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11026013	11026013	0	False	False	1200	11024813	11024813	0	DOG	IV	.	.	11026112	miRNA	gene_id "WBGene00003279"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003279	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4111.0	99	0.0	WormBase	11026013	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000109']	['WBGene00000109']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11135566	11135566	0	False	False	300	11135266	11135266	0	DOG	IV	.	.	11142360	protein_coding	gene_id "WBGene00008502"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008502	0	['WBGene00219576']	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10704.0	6794	0.0	WormBase	11135566	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11339630	11339630	0	False	False	600	11339030	11339030	0	DOG	IV	.	.	11340132	protein_coding	gene_id "WBGene00001932"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001932	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335.0	502	0.0	WormBase	11339630	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11400311	11400311	0	False	False	200	11400111	11400111	0	DOG	IV	.	.	11400812	protein_coding	gene_id "WBGene00001940"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001940	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1994.0	501	0.0	WormBase	11400311	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11588263	11588263	0	False	False	300	11587963	11587963	0	DOG	IV	.	.	11592240	protein_coding	gene_id "WBGene00009589"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009589	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15592.0	3977	0.0	WormBase	11588263	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00008720']	['WBGene00008720']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11592351	11592351	0	False	True	14300	11592240	11592240	0	DOG	IV	.	.	11594003	protein_coding	gene_id "WBGene00009588"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009588	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00219941']	0	0	0	0	0	0	111.0	1652	0.0	WormBase	11592351	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219891']	NA	NA	NA	NA	NA	['WBGene00009589']	NA	['WBGene00006406', 'WBGene00004360', 'WBGene00008720']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11640047	11640047	0	False	False	700	11639347	11639347	0	DOG	IV	.	.	11641015	protein_coding	gene_id "WBGene00010234"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010234	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4560.0	968	0.0	WormBase	11640047	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00010233']	['WBGene00010233']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13646735	13646735	0	False	True	200	13646552	13646552	0	DOG	IV	.	.	13647658	protein_coding	gene_id "WBGene00007458"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007458	0	0	0	0	0	['WBGene00046564']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.0	923	0.0	WormBase	13646735	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00167985', 'WBGene00046733', 'WBGene00172597']	['WBGene00046833']	['WBGene00046833']	NA	NA	NA	NA	NA	NA
14610667	14610667	0	False	False	300	14610367	14610367	0	DOG	IV	.	.	14610687	piRNA	gene_id "WBGene00167292"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167292	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.0	20	0.0	WormBase	14610667	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14832679	14832679	0	False	False	300	14832379	14832379	0	DOG	IV	.	.	14832699	piRNA	gene_id "WBGene00170664"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170664	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	638.0	20	0.0	WormBase	14832679	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341982	341982	0	False	False	200	341782	341782	0	DOG	II	.	.	347891	protein_coding	gene_id "WBGene00017037"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017037	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9469.0	5909	0.0	WormBase	341982	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00017036']	['WBGene00017036']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
581488	581488	0	False	True	1000	580593	580593	0	DOG	II	.	.	581554	ncRNA	gene_id "WBGene00197145"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197145	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	895.0	66	0.0	WormBase	581488	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00021097']	['WBGene00021093']	['WBGene00021093']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
582111	582111	0	True	True	1900	581554	581554	0	DOG	II	.	.	582862	protein_coding	gene_id "WBGene00021098"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021098	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.0	751	0.0	WormBase	582111	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00197145']	NA	NA	NA	NA	NA	NA	NA	['WBGene00021097']	['WBGene00021093']	['WBGene00021093']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1322712	1322712	0	False	False	1000	1321712	1321712	0	DOG	II	.	.	1322835	ncRNA	gene_id "WBGene00197171"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197171	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371.0	123	0.0	WormBase	1322712	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00006924']	['WBGene00006924']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2878729	2878729	0	False	False	400	2878329	2878329	0	DOG	II	.	.	2884910	protein_coding	gene_id "WBGene00022447"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022447	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2493.0	6181	0.0	WormBase	2878729	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2896737	2896737	0	False	False	600	2896137	2896137	0	DOG	II	.	.	2900348	protein_coding	gene_id "WBGene00022450"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022450	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271.0	3611	0.0	WormBase	2896737	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3306380	3306380	0	False	False	200	3306180	3306180	0	DOG	II	.	.	3306890	pseudogene	gene_id "WBGene00018199"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00018199	0	0	0	0	['WBGene00195026']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630.0	510	0.0	WormBase	3306380	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00249812', 'WBGene00195028', 'WBGene00195027']	['WBGene00249812', 'WBGene00195028', 'WBGene00195027']	NA	NA	['WBGene00003354']	['WBGene00003354']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3519086	3519086	0	False	False	200	3518886	3518886	0	DOG	II	.	.	3519157	tRNA	gene_id "WBGene00023162"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00023162	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3602.0	71	0.0	WormBase	3519086	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00021118']	['WBGene00021118']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5781921	5781921	0	False	False	300	5781621	5781621	0	DOG	II	.	.	5782113	lincRNA	gene_id "WBGene00219675"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219675	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7701.0	192	0.0	WormBase	5781921	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6328702	6328702	0	False	False	400	6328302	6328302	0	DOG	II	.	.	6328799	miRNA	gene_id "WBGene00003288"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003288	0	0	0	0	['WBGene00196028']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4478.0	97	0.0	WormBase	6328702	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8470079	8470079	0	False	False	300	8469779	8469779	0	DOG	II	.	.	8471217	protein_coding	gene_id "WBGene00010880"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010880	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13885.0	1138	0.0	WormBase	8470079	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00010875']	['WBGene00010875']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8478010	8478010	0	False	True	6300	8475568	8475568	0	DOG	II	.	.	8480478	protein_coding	gene_id "WBGene00010877"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010877	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2442.0	2468	0.0	WormBase	8478010	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	['WBGene00044168']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00010874']	['WBGene00010876']	['WBGene00010876']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9042180	9042180	0	False	False	600	9041580	9041580	0	DOG	II	.	.	9053824	protein_coding	gene_id "WBGene00011980"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011980	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	774.0	11644	0.0	WormBase	9042180	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10555251	10555251	0	False	True	300	10555044	10555044	0	DOG	II	.	.	10555371	snoRNA	gene_id "WBGene00220052"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220052	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.0	120	0.0	WormBase	10555251	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00011304']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10574651	10574651	0	False	False	200	10574451	10574451	0	DOG	II	.	.	10574840	ncRNA	gene_id "WBGene00219803"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219803	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4216.0	189	0.0	WormBase	10574651	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10844313	10844313	0	False	False	500	10843813	10843813	0	DOG	II	.	.	10855554	protein_coding	gene_id "WBGene00010910"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010910	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.0	11241	0.0	WormBase	10844313	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10932741	10932741	0	False	True	10000	10922974	10922974	0	DOG	II	.	.	10935140	protein_coding	gene_id "WBGene00010989"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010989	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9767.0	2399	0.0	WormBase	10932741	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00012489']	['WBGene00012490', 'WBGene00010988']	['WBGene00012490', 'WBGene00010988']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10951879	10951879	0	False	False	300	10951579	10951579	0	DOG	II	.	.	10953165	protein_coding	gene_id "WBGene00003783"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003783	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6219.0	1286	0.0	WormBase	10951879	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00001753']	['WBGene00001753']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11545464	11545464	0	False	False	300	11545164	11545164	0	DOG	II	.	.	11545613	ncRNA	gene_id "WBGene00195341"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195341	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	589.0	149	0.0	WormBase	11545464	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11641913	11641913	0	False	False	2000	11639913	11639913	0	DOG	II	.	.	11642044	ncRNA	gene_id "WBGene00220237"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220237	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7579.0	131	0.0	WormBase	11641913	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00002194']	['WBGene00002194']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11965339	11965339	0	False	False	400	11964939	11964939	0	DOG	II	.	.	11966931	protein_coding	gene_id "WBGene00004271"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004271	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3211.0	1592	0.0	WormBase	11965339	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00012220']	['WBGene00012220']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11972310	11972310	0	False	False	300	11972010	11972010	0	DOG	II	.	.	11973732	protein_coding	gene_id "WBGene00012457"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012457	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4777.0	1422	0.0	WormBase	11972310	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00003228']	['WBGene00003228']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12623215	12623215	0	False	False	300	12622915	12622915	0	DOG	II	.	.	12624506	protein_coding	gene_id "WBGene00012592"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012592	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257.0	1291	0.0	WormBase	12623215	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12673166	12673166	0	False	False	1700	12671466	12671466	0	DOG	II	.	.	12677803	protein_coding	gene_id "WBGene00012600"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012600	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3099.0	4637	0.0	WormBase	12673166	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004347']	['WBGene00004347']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13014331	13014331	0	False	False	600	13013731	13013731	0	DOG	II	.	.	13025838	protein_coding	gene_id "WBGene00003144"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003144	0	0	0	0	['WBGene00202000']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514.0	11507	0.0	WormBase	13014331	-	gene	N2HS_J2A_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
