DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:rRNA	DOG_overlap_same_strand_meta:rRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA
14952124	14952124	0	False	False	200	14951924	14951924	0	DOG	I	.	.	14951924	protein_coding	gene_id "WBGene00002189"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002189	0	0	0	['WBGene00219910', 'WBGene00196768']	0	0	0	0	['WBGene00219911']	0	0	0	0	0	0	0	0	0.0	0	0	0	0	32391	1566.0	WormBase	14919533	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15064301	15072736	0	False	True	8900	15063836	15063836	0	DOG	I	.	.	15063836	rRNA	gene_id "WBGene00004512"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004512	0	0	0	['WBGene00198814']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1753	465.0	WormBase	15062083	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004567', 'WBGene00004622', 'WBGene00004513']	NA	['WBGene00198657']	NA	['WBGene00196396', 'WBGene00195813', 'WBGene00201669']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15064838	15072653	0	True	True	8200	15064453	15064453	0	DOG	I	.	.	15064453	rRNA	gene_id "WBGene00004567"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	152	385.0	WormBase	15064301	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004622', 'WBGene00004513']	NA	['WBGene00198657']	NA	['WBGene00196396', 'WBGene00195813', 'WBGene00201669']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15071333	15071333	0	False	False	300	15071033	15071033	0	DOG	I	.	.	15071033	rRNA	gene_id "WBGene00004513"; gene_source "WormBase"; gene_biotype "rRNA";	WBGene00004513	0	0	0	['WBGene00195813']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1753	1233.0	WormBase	15069280	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355602	355602	0	False	False	200	355402	355402	0	DOG	III	.	.	355402	lincRNA	gene_id "WBGene00219745"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3180	10547.0	WormBase	352222	+	gene	N2-J2-1__split	NA	NA	['WBGene00001561']	['WBGene00001561']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
850986	850986	0	False	False	400	850586	850586	0	DOG	III	.	.	850586	protein_coding	gene_id "WBGene00019326"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4744	3633.0	WormBase	845842	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4340664	4340664	0	False	False	200	4340464	4340464	0	DOG	III	.	.	4340464	protein_coding	gene_id "WBGene00007135"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7468	2982.0	WormBase	4332996	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00169029']	['WBGene00169029']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5461316	5461316	0	False	False	1800	5459516	5459516	0	DOG	III	.	.	5459516	protein_coding	gene_id "WBGene00018611"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5926	1863.0	WormBase	5453590	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5917638	5917638	0	False	False	700	5916938	5916938	0	DOG	III	.	.	5916938	ncRNA	gene_id "WBGene00219838"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	670	6249.0	WormBase	5916268	+	gene	N2-J2-1__split	NA	NA	['WBGene00016201']	['WBGene00016201']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9838511	9838511	0	False	False	200	9838311	9838311	0	DOG	III	.	.	9838311	protein_coding	gene_id "WBGene00185002"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00185002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	3119	5471.0	WormBase	9835192	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10415350	10415350	0	False	False	200	10415150	10415150	0	DOG	III	.	.	10415150	protein_coding	gene_id "WBGene00010840"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010840	0	0	0	0	0	['WBGene00044069']	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	10080	919.0	WormBase	10405070	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10518591	10518591	0	False	False	200	10518391	10518391	0	DOG	III	.	.	10518391	protein_coding	gene_id "WBGene00009654"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009654	0	0	0	['WBGene00195655']	0	0	0	0	0	0	0	0	0	['WBGene00197722', 'WBGene00202046', 'WBGene00200829']	0	0	0	0.0	0	0	0	0	11333	2285.0	WormBase	10507058	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10854861	10854861	0	False	False	300	10854561	10854561	0	DOG	III	.	.	10854561	protein_coding	gene_id "WBGene00012663"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	5339	2215.0	WormBase	10849222	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11136580	11136580	0	False	False	200	11136380	11136380	0	DOG	III	.	.	11136380	protein_coding	gene_id "WBGene00004010"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	4605	6068.0	WormBase	11131775	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11238451	11238952	0	False	True	700	11238252	11238252	0	DOG	III	.	.	11238252	protein_coding	gene_id "WBGene00012928"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1103	199.0	WormBase	11237149	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00220163']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11238959	11238959	0	True	False	400	11238559	11238559	0	DOG	III	.	.	11238559	ncRNA	gene_id "WBGene00220163"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	108	6561.0	WormBase	11238451	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12698746	12698746	0	False	False	1200	12697546	12697546	0	DOG	III	.	.	12697546	protein_coding	gene_id "WBGene00013739"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013739	['WBGene00194854', 'WBGene00194853']	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	9228	1948.0	WormBase	12688318	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12744729	12744729	0	False	False	800	12743929	12743929	0	DOG	III	.	.	12743929	protein_coding	gene_id "WBGene00007027"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	['WBGene00220229', 'WBGene00220230']	0	0	29363	2521.0	WormBase	12714566	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13508850	13508850	0	False	False	200	13508650	13508650	0	DOG	III	.	.	13508650	protein_coding	gene_id "WBGene00012109"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2632	13629.0	WormBase	13506018	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314125	314169	0	False	True	200	313969	313969	0	DOG	II	.	.	313969	protein_coding	gene_id "WBGene00019279"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019279	0	0	0	0	0	['WBGene00019282']	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	6424	156.0	WormBase	307545	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00019278']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2155720	2155720	0	False	False	500	2155220	2155220	0	DOG	II	.	.	2155220	protein_coding	gene_id "WBGene00016544"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1212	11211.0	WormBase	2154008	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5319534	5319534	0	False	False	300	5319234	5319234	0	DOG	II	.	.	5319234	protein_coding	gene_id "WBGene00001538"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	7188	3771.0	WormBase	5312046	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6691986	6692141	0	False	True	300	6691841	6691841	0	DOG	II	.	.	6691841	protein_coding	gene_id "WBGene00016002"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016002	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00197105']	0	0	0	0.0	0	0	0	0	7605	145.0	WormBase	6684236	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219826']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9572542	9572542	0	False	False	200	9572342	9572342	0	DOG	II	.	.	9572342	ncRNA	gene_id "WBGene00197031"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	66	3629.0	WormBase	9572276	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13875623	13875623	0	False	False	200	13875423	13875423	0	DOG	II	.	.	13875423	protein_coding	gene_id "WBGene00013094"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2554	611.0	WormBase	13872869	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14066770	14066770	0	False	False	600	14066170	14066170	0	DOG	II	.	.	14066170	protein_coding	gene_id "WBGene00002275"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	2720	2737.0	WormBase	14063450	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15109242	15109242	0	False	False	200	15109042	15109042	0	DOG	II	.	.	15109042	protein_coding	gene_id "WBGene00013167"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	18870	1102.0	WormBase	15090172	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3255124	3255124	0	False	False	300	3254824	3254824	0	DOG	IV	.	.	3254824	ncRNA	gene_id "WBGene00197555"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	90	4086.0	WormBase	3254734	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3589535	3589535	0	False	False	200	3589335	3589335	0	DOG	IV	.	.	3589335	pseudogene	gene_id "WBGene00023366"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	72	17449.0	WormBase	3589263	+	gene	N2-J2-1__split	NA	NA	['WBGene00006383']	['WBGene00006383']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11071150	11071150	0	False	False	200	11070950	11070950	0	DOG	IV	.	.	11070950	pseudogene	gene_id "WBGene00012384"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1563	12197.0	WormBase	11069387	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14426059	14426059	0	False	False	200	14425859	14425859	0	DOG	IV	.	.	14425859	protein_coding	gene_id "WBGene00010085"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1166	1836.0	WormBase	14424693	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1497630	1497630	False	0	0	500	1497130	1497130	False	POG	IV	.	.	1509965	protein_coding	gene_id "WBGene00022306"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022306	0	0	0	['WBGene00198503']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	7868.0	12335	0	WormBase	1497630	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11608900	11608900	False	0	0	500	11608400	11608400	False	POG	IV	.	.	11610910	pseudogene	gene_id "WBGene00012498"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	1443.0	2010	0	WormBase	11608900	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14427695	14427695	False	0	0	500	14427195	14427195	False	POG	IV	.	.	14428464	protein_coding	gene_id "WBGene00010087"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010087	0	0	0	0	['WBGene00166464']	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	1836.0	769	0	WormBase	14427695	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5820460	5820460	0	False	False	200	5820260	5820260	0	DOG	X	.	.	5820260	ncRNA	gene_id "WBGene00201633"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	193	2017.0	WormBase	5820067	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6871870	6871870	0	False	False	200	6871670	6871670	0	DOG	X	.	.	6871670	protein_coding	gene_id "WBGene00018276"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018276	0	0	0	0	0	['WBGene00018277']	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1316	15011.0	WormBase	6870354	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11440852	11440852	0	False	False	200	11440652	11440652	0	DOG	X	.	.	11440652	protein_coding	gene_id "WBGene00164974"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00164974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	612	7437.0	WormBase	11440040	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11484826	11485900	0	False	True	1300	11484600	11484600	0	DOG	X	.	.	11484600	snoRNA	gene_id "WBGene00220093"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	107	226.0	WormBase	11484493	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00220094']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11485824	11485824	0	True	False	900	11484924	11484924	0	DOG	X	.	.	11484924	snoRNA	gene_id "WBGene00220094"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	98	2864.0	WormBase	11484826	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16943323	16945119	0	False	True	13500	16931619	16931619	0	DOG	X	.	.	16931619	ncRNA	gene_id "WBGene00022951"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00022951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	1705	11704.0	WormBase	16929914	+	gene	N2-J2-1__split	NA	NA	NA	['WBGene00018711']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219964']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17010262	17010262	0	False	False	1800	17008462	17008462	0	DOG	X	.	.	17008462	protein_coding	gene_id "WBGene00019347"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019347	0	0	0	['WBGene00196109', 'WBGene00201081']	0	0	0	0	0	0	0	0	0	['WBGene00201892', 'WBGene00199833']	0	0	0	0.0	0	0	0	0	21833	5000.0	WormBase	16986629	+	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
