DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
6297243	6297243		False	False	600	6296643	6296643		ADOG	II	.	.	6298675	protein_coding	gene_id "WBGene00016213"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016213	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2887.0	1432		WormBase	6297243	-	gene	False	N2HS_J2B_sp
6331899	6331899		True	False	400	6331499	6331499		ADOG	II	.	.	6333987	protein_coding	gene_id "WBGene00016314"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016314	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.0	2088		WormBase	6331899	-	gene	False	N2HS_J2B_sp
6342816	6342816		False	False	700	6342116	6342116		ADOG	II	.	.	6342876	ncRNA	gene_id "WBGene00199110"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199110	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3259.0	60		WormBase	6342816	-	gene	False	N2HS_J2B_sp
6346960	6346960		True	False	500	6346460	6346460		ADOG	II	.	.	6347719	protein_coding	gene_id "WBGene00002980"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002980	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035.0	759		WormBase	6346960	-	gene	False	N2HS_J2B_sp
6356416	6356416		False	False	500	6355916	6355916		ADOG	II	.	.	6359005	protein_coding	gene_id "WBGene00016319"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016319	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	['WBGene00023324']	0	0	0	505.0	2589		WormBase	6356416	-	gene	False	N2HS_J2B_sp
6393271	6393271		False	False	300	6392971	6392971		ADOG	II	.	.	6393340	ncRNA	gene_id "WBGene00202222"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202222	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1976.0	69		WormBase	6393271	-	gene	False	N2HS_J2B_sp
6831863	6831863		False	False	1100	6830763	6830763		ADOG	II	.	.	6832141	ncRNA	gene_id "WBGene00200818"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200818	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703.0	278		WormBase	6831863	-	gene	False	N2HS_J2B_sp
7455192	7455192		False	False	500	7454692	7454692		ADOG	II	.	.	7456284	protein_coding	gene_id "WBGene00017022"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017022	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3814.0	1092		WormBase	7455192	-	gene	False	N2HS_J2B_sp
7484213	7484213		True	False	200	7484013	7484013		ADOG	II	.	.	7484342	ncRNA	gene_id "WBGene00198210"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198210	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104.0	129		WormBase	7484213	-	gene	False	N2HS_J2B_sp
7488242	7488242		False	False	600	7487642	7487642		ADOG	II	.	.	7489661	protein_coding	gene_id "WBGene00044300"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044300	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3026.0	1419		WormBase	7488242	-	gene	False	N2HS_J2B_sp
7565018	7565018		False	False	400	7564618	7564618		ADOG	II	.	.	7565526	ncRNA	gene_id "WBGene00202215"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202215	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	969.0	508		WormBase	7565018	-	gene	False	N2HS_J2B_sp
7585731	7585731		False	False	500	7585231	7585231		ADOG	II	.	.	7594912	protein_coding	gene_id "WBGene00006363"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006363	0	0	0	['WBGene00197496', 'WBGene00199380', 'WBGene00196516', 'WBGene00201549']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174.0	9181		WormBase	7585731	-	gene	False	N2HS_J2B_sp
7754147	7754147		False	False	200	7753947	7753947		ADOG	II	.	.	7755156	protein_coding	gene_id "WBGene00015063"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015063	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.0	1009		WormBase	7754147	-	gene	False	N2HS_J2B_sp
7779297	7779297		False	False	1000	7778297	7778297		ADOG	II	.	.	7781301	protein_coding	gene_id "WBGene00015513"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015513	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470.0	2004		WormBase	7779297	-	gene	False	N2HS_J2B_sp
7936592	7936592		False	False	1600	7934992	7934992		ADOG	II	.	.	7938583	protein_coding	gene_id "WBGene00014052"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014052	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7898.0	1991		WormBase	7936592	-	gene	False	N2HS_J2B_sp
8017571	8017571		False	False	700	8016871	8016871		ADOG	II	.	.	8017701	ncRNA	gene_id "WBGene00200795"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200795	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14419.0	130		WormBase	8017571	-	gene	False	N2HS_J2B_sp
8305745	8305745		True	False	3300	8302445	8302445		ADOG	II	.	.	8321471	protein_coding	gene_id "WBGene00008819"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008819	0	0	0	['WBGene00200508']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00198002']	0	0	0	0	0	0	9434.0	15726		WormBase	8305745	-	gene	False	N2HS_J2B_sp
8398161	8398161		False	False	200	8397961	8397961		ADOG	II	.	.	8399160	protein_coding	gene_id "WBGene00009898"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009898	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020.0	999		WormBase	8398161	-	gene	False	N2HS_J2B_sp
8400299	8400299		False	False	300	8399999	8399999		ADOG	II	.	.	8404848	protein_coding	gene_id "WBGene00009897"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009897	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139.0	4549		WormBase	8400299	-	gene	False	N2HS_J2B_sp
8423951	8423951		False	False	500	8423451	8423451		ADOG	II	.	.	8428855	protein_coding	gene_id "WBGene00008800"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008800	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3795.0	4904		WormBase	8423951	-	gene	False	N2HS_J2B_sp
8533095	8533095		False	False	200	8532895	8532895		ADOG	II	.	.	8534363	protein_coding	gene_id "WBGene00012175"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012175	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	439.0	1268		WormBase	8533095	-	gene	False	N2HS_J2B_sp
8534664	8534664		False	False	300	8534364	8534364		ADOG	II	.	.	8534684	piRNA	gene_id "WBGene00168022"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168022	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.0	20		WormBase	8534664	-	gene	False	N2HS_J2B_sp
8751016	8751016		False	False	200	8750816	8750816		ADOG	II	.	.	8751201	ncRNA	gene_id "WBGene00198209"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198209	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617.0	185		WormBase	8751016	-	gene	False	N2HS_J2B_sp
8878496	8878496		False	False	200	8878296	8878296		ADOG	II	.	.	8883659	protein_coding	gene_id "WBGene00004355"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004355	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236.0	5163		WormBase	8878496	-	gene	False	N2HS_J2B_sp
8910913	8910913		True	False	200	8910713	8910713		ADOG	II	.	.	8912029	protein_coding	gene_id "WBGene00007179"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007179	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	919.0	1116		WormBase	8910913	-	gene	False	N2HS_J2B_sp
8952028	8952028		False	False	200	8951828	8951828		ADOG	II	.	.	8952285	ncRNA	gene_id "WBGene00200500"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200500	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715.0	257		WormBase	8952028	-	gene	False	N2HS_J2B_sp
9059389	9059389		True	False	200	9059189	9059189		ADOG	II	.	.	9061138	protein_coding	gene_id "WBGene00011977"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011977	0	0	0	['WBGene00220090']	0	0	0	0.0	0	0	0	0	0	0	0	['WBGene00167037']	0	0	0	0	0	2278.0	1749		WormBase	9059389	-	gene	False	N2HS_J2B_sp
9112813	9112813		False	False	200	9112613	9112613		ADOG	II	.	.	9112958	ncRNA	gene_id "WBGene00200375"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200375	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.0	145		WormBase	9112813	-	gene	False	N2HS_J2B_sp
9317551	9317551		False	False	1100	9316451	9316451		ADOG	II	.	.	9319627	protein_coding	gene_id "WBGene00008403"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008403	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7247.0	2076		WormBase	9317551	-	gene	False	N2HS_J2B_sp
9414559	9414559		False	False	200	9414359	9414359		ADOG	II	.	.	9416431	protein_coding	gene_id "WBGene00010941"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010941	0	0	0	0	['WBGene00166375']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2962.0	1872		WormBase	9414559	-	gene	False	N2HS_J2B_sp
9436649	9436649		False	False	500	9436149	9436149		ADOG	II	.	.	9438327	protein_coding	gene_id "WBGene00010945"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010945	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.0	1678		WormBase	9436649	-	gene	False	N2HS_J2B_sp
9459021	9459021		False	False	500	9458521	9458521		ADOG	II	.	.	9459562	protein_coding	gene_id "WBGene00011170"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011170	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2404.0	541		WormBase	9459021	-	gene	False	N2HS_J2B_sp
9517567	9517567		False	False	600	9516967	9516967		ADOG	II	.	.	9518876	protein_coding	gene_id "WBGene00007080"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007080	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.0	1309		WormBase	9517567	-	gene	False	N2HS_J2B_sp
9729190	9729190		False	False	900	9728290	9728290		ADOG	II	.	.	9729403	ncRNA	gene_id "WBGene00197685"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197685	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4664.0	213		WormBase	9729190	-	gene	False	N2HS_J2B_sp
9779182	9779182		False	False	2800	9776382	9776382		ADOG	II	.	.	9781950	protein_coding	gene_id "WBGene00011677"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011677	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299.0	2768		WormBase	9779182	-	gene	False	N2HS_J2B_sp
9826513	9826513		False	False	1300	9825213	9825213		ADOG	II	.	.	9827926	protein_coding	gene_id "WBGene00013147"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013147	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	18981.0	1413		WormBase	9826513	-	gene	False	N2HS_J2B_sp
9901273	9901273		False	False	200	9901073	9901073		ADOG	II	.	.	9901322	ncRNA	gene_id "WBGene00196580"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196580	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.0	49		WormBase	9901273	-	gene	False	N2HS_J2B_sp
10087825	10087825		False	False	300	10087525	10087525		ADOG	II	.	.	10088008	ncRNA	gene_id "WBGene00196939"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196939	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2693.0	183		WormBase	10087825	-	gene	False	N2HS_J2B_sp
10125898	10125898		False	False	200	10125698	10125698		ADOG	II	.	.	10127455	protein_coding	gene_id "WBGene00044027"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044027	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4073.0	1557		WormBase	10125898	-	gene	False	N2HS_J2B_sp
10377999	10377999		False	False	1700	10376299	10376299		ADOG	II	.	.	10378135	ncRNA	gene_id "WBGene00201527"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201527	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8402.0	136		WormBase	10377999	-	gene	False	N2HS_J2B_sp
10534332	10534332		False	False	200	10534132	10534132		ADOG	II	.	.	10537671	protein_coding	gene_id "WBGene00011302"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011302	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4558.0	3339		WormBase	10534332	-	gene	False	N2HS_J2B_sp
10605030	10605030		False	False	1000	10604030	10604030		ADOG	II	.	.	10605612	protein_coding	gene_id "WBGene00006397"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006397	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2754.0	582		WormBase	10605030	-	gene	False	N2HS_J2B_sp
10796646	10796646		False	False	300	10796346	10796346		ADOG	II	.	.	10798479	protein_coding	gene_id "WBGene00003805"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003805	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.0	1833		WormBase	10796646	-	gene	False	N2HS_J2B_sp
10932741	10932741		False	False	300	10932441	10932441		ADOG	II	.	.	10935140	protein_coding	gene_id "WBGene00010989"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010989	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9767.0	2399		WormBase	10932741	-	gene	False	N2HS_J2B_sp
11334507	11334507		False	False	200	11334307	11334307		ADOG	II	.	.	11334591	ncRNA	gene_id "WBGene00200897"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200897	0	0	0	0	0	0	0	0.0	0	0	['WBGene00008135']	0	0	0	0	0	0	0	0	0	0	423.0	84		WormBase	11334507	-	gene	False	N2HS_J2B_sp
11645039	11645039		False	False	500	11644539	11644539		ADOG	II	.	.	11645059	piRNA	gene_id "WBGene00168275"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168275	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2995.0	20		WormBase	11645039	-	gene	False	N2HS_J2B_sp
11827933	11827933		False	False	800	11827133	11827133		ADOG	II	.	.	11830020	protein_coding	gene_id "WBGene00003979"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003979	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4317.0	2087		WormBase	11827933	-	gene	False	N2HS_J2B_sp
11846508	11846508		False	False	200	11846308	11846308		ADOG	II	.	.	11854743	protein_coding	gene_id "WBGene00000528"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000528	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6008.0	8235		WormBase	11846508	-	gene	False	N2HS_J2B_sp
12041957	12041957		True	False	200	12041757	12041757		ADOG	II	.	.	12042146	snoRNA	gene_id "WBGene00220134"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220134	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2818.0	189		WormBase	12041957	-	gene	False	N2HS_J2B_sp
12113224	12113224		False	False	200	12113024	12113024		ADOG	II	.	.	12113848	protein_coding	gene_id "WBGene00012841"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012841	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	672.0	624		WormBase	12113224	-	gene	False	N2HS_J2B_sp
12373522	12373522		False	False	300	12373222	12373222		ADOG	II	.	.	12379511	protein_coding	gene_id "WBGene00013274"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013274	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6499.0	5989		WormBase	12373522	-	gene	False	N2HS_J2B_sp
12479590	12479590		False	False	600	12478990	12478990		ADOG	II	.	.	12480910	protein_coding	gene_id "WBGene00008843"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008843	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	673.0	1320		WormBase	12479590	-	gene	False	N2HS_J2B_sp
12497217	12497217		False	False	700	12496517	12496517		ADOG	II	.	.	12502878	protein_coding	gene_id "WBGene00011878"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011878	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	830.0	5661		WormBase	12497217	-	gene	False	N2HS_J2B_sp
12673166	12673166		False	False	200	12672966	12672966		ADOG	II	.	.	12677803	protein_coding	gene_id "WBGene00012600"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012600	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3099.0	4637		WormBase	12673166	-	gene	False	N2HS_J2B_sp
12749093	12749093		False	False	900	12748193	12748193		ADOG	II	.	.	12749381	pseudogene	gene_id "WBGene00077635"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00077635	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259.0	288		WormBase	12749093	-	gene	False	N2HS_J2B_sp
12994358	12994358		False	False	300	12994058	12994058		ADOG	II	.	.	12996571	protein_coding	gene_id "WBGene00012608"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012608	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4709.0	2213		WormBase	12994358	-	gene	False	N2HS_J2B_sp
13182606	13182606		True	False	200	13182406	13182406		ADOG	II	.	.	13182715	miRNA	gene_id "WBGene00219228"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00219228	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045.0	109		WormBase	13182606	-	gene	False	N2HS_J2B_sp
14249642	14249642		False	False	300	14249342	14249342		ADOG	II	.	.	14249789	ncRNA	gene_id "WBGene00201670"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201670	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6039.0	147		WormBase	14249642	-	gene	False	N2HS_J2B_sp
14417889	14417889		True	False	300	14417589	14417589		ADOG	II	.	.	14424891	protein_coding	gene_id "WBGene00004048"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004048	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4373.0	7002		WormBase	14417889	-	gene	False	N2HS_J2B_sp
14483493	14483493		False	False	1200	14482293	14482293		ADOG	II	.	.	14483513	piRNA	gene_id "WBGene00171718"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171718	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3866.0	20		WormBase	14483493	-	gene	False	N2HS_J2B_sp
14520868	14520868		False	False	300	14520568	14520568		ADOG	II	.	.	14522137	protein_coding	gene_id "WBGene00010194"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010194	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5751.0	1269		WormBase	14520868	-	gene	False	N2HS_J2B_sp
15004869	15004869		False	False	200	15004669	15004669		ADOG	II	.	.	15010416	protein_coding	gene_id "WBGene00013156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013156	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359.0	5547		WormBase	15004869	-	gene	False	N2HS_J2B_sp
335956	335956		False	False	200	335756	335756		ADOG	III	.	.	343241	protein_coding	gene_id "WBGene00021756"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021756	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	37400.0	7285		WormBase	335956	-	gene	False	N2HS_J2B_s
486123	486123		False	False	200	485923	485923		ADOG	III	.	.	486547	protein_coding	gene_id "WBGene00003770"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003770	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14421.0	424		WormBase	486123	-	gene	False	N2HS_J2B_s
513720	513720		False	False	200	513520	513520		ADOG	III	.	.	516614	protein_coding	gene_id "WBGene00020704"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020704	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1503.0	2894		WormBase	513720	-	gene	False	N2HS_J2B_s
871783	871783		False	False	300	871483	871483		ADOG	III	.	.	872385	protein_coding	gene_id "WBGene00020759"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020759	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1796.0	602		WormBase	871783	-	gene	False	N2HS_J2B_s
908328	908328		True	False	200	908128	908128		ADOG	III	.	.	909902	protein_coding	gene_id "WBGene00017763"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017763	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.0	1574		WormBase	908328	-	gene	False	N2HS_J2B_s
913248	913248		False	False	200	913048	913048		ADOG	III	.	.	916997	protein_coding	gene_id "WBGene00017761"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017761	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2659.0	3749		WormBase	913248	-	gene	False	N2HS_J2B_s
937302	937302		False	False	800	936502	936502		ADOG	III	.	.	938061	protein_coding	gene_id "WBGene00020454"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020454	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235.0	759		WormBase	937302	-	gene	False	N2HS_J2B_s
1015680	1015680		False	False	600	1015080	1015080		ADOG	III	.	.	1016136	protein_coding	gene_id "WBGene00021338"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021338	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12505.0	456		WormBase	1015680	-	gene	False	N2HS_J2B_s
1247618	1247618		False	False	200	1247418	1247418		ADOG	III	.	.	1249153	protein_coding	gene_id "WBGene00044675"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044675	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14108.0	1535		WormBase	1247618	-	gene	False	N2HS_J2B_s
1346315	1346315		False	False	300	1346015	1346015		ADOG	III	.	.	1347128	protein_coding	gene_id "WBGene00022322"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022322	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	521.0	813		WormBase	1346315	-	gene	False	N2HS_J2B_s
1447495	1447495		True	False	400	1447095	1447095		ADOG	III	.	.	1455770	protein_coding	gene_id "WBGene00022349"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022349	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20267.0	8275		WormBase	1447495	-	gene	False	N2HS_J2B_s
1467876	1467876		False	False	300	1467576	1467576		ADOG	III	.	.	1483507	protein_coding	gene_id "WBGene00022350"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022350	0	0	0	['WBGene00196372']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00198817']	0	0	0	0	0	0	12106.0	15631		WormBase	1467876	-	gene	False	N2HS_J2B_s
1520224	1520224		False	False	200	1520024	1520024		ADOG	III	.	.	1532768	protein_coding	gene_id "WBGene00004905"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004905	0	0	0	['WBGene00197021', 'WBGene00195516']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231.0	12544		WormBase	1520224	-	gene	False	N2HS_J2B_s
1544938	1544938		False	False	300	1544638	1544638		ADOG	III	.	.	1554447	protein_coding	gene_id "WBGene00022056"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022056	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00220193']	0	0	0	0	0	0	4694.0	9509		WormBase	1544938	-	gene	False	N2HS_J2B_s
1617151	1617151		False	False	200	1616951	1616951		ADOG	III	.	.	1618954	protein_coding	gene_id "WBGene00021248"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021248	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3118.0	1803		WormBase	1617151	-	gene	False	N2HS_J2B_s
1683630	1683630		False	False	700	1682930	1682930		ADOG	III	.	.	1688099	protein_coding	gene_id "WBGene00021261"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021261	0	0	0	['WBGene00195303']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6909.0	4469		WormBase	1683630	-	gene	False	N2HS_J2B_s
