GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00010668	313	0	0	0	1	0	0	0	0
WBGene00010670	1056	399	506	161	92	121	102	94	62
WBGene00008687	2079	153	181	91	77	79	67	52	37
WBGene00008684	2967	2281	2257	1349	1297	1062	825	637	480
WBGene00044329	1151	993	824	516	436	385	371	259	219
WBGene00000703	1604	7857	4536	3510	3714	2710	2213	1327	940
WBGene00010888	992	140	146	23	16	22	22	16	10
WBGene00220033	121	0	5	1	1	0	1	0	0
WBGene00010890	6374	1788	2704	1393	1269	1074	866	606	480
WBGene00170152	21	0	0	0	0	0	0	0	0
WBGene00196931	297	0	0	0	1	0	0	0	0
WBGene00200968	150	0	0	0	0	0	0	0	0
WBGene00197796	149	0	0	0	0	0	0	0	0
WBGene00007089	3120	879	932	481	432	427	301	190	171
WBGene00007093	2211	495	678	226	200	173	211	145	86
WBGene00007090	2171	484	552	213	159	138	185	112	74
WBGene00007088	2301	1149	1172	512	424	406	307	200	161
WBGene00007087	4490	1553	2095	542	445	413	358	322	230
WBGene00007092	3076	720	809	389	319	330	237	136	120
WBGene00200468	224	2	0	2	0	2	0	0	0
WBGene00003772	7512	252	352	227	220	205	142	105	65
WBGene00195488	200	4	12	7	4	3	1	1	0
WBGene00202171	213	0	1	2	2	0	1	2	1
WBGene00008966	3465	58	85	35	36	40	30	22	13
WBGene00200574	148	7	1	5	3	0	0	2	1
WBGene00199105	200	4	12	7	4	3	1	1	0
WBGene00198079	143	0	1	2	2	0	1	2	1
WBGene00200605	147	0	0	0	0	0	0	0	0
WBGene00201076	145	0	1	0	0	0	0	0	0
WBGene00201133	136	0	3	0	0	0	1	0	0
WBGene00196559	196	0	0	2	2	0	0	0	0
WBGene00009436	819	210	295	129	94	85	76	75	87
WBGene00004025	4890	322	420	128	113	121	74	58	45
WBGene00012704	4241	105	112	44	24	37	25	28	17
WBGene00012705	1870	0	1	0	1	1	0	0	0
WBGene00012706	920	1	0	0	2	1	0	0	0
WBGene00012707	1973	10	5	3	1	1	2	2	1
WBGene00012708	1777	4	3	2	3	1	0	3	1
WBGene00012709	3444	42	3	3	12	5	0	0	0
WBGene00001044	1553	416	397	185	161	144	142	107	65
WBGene00012710	1556	17	18	7	3	6	3	9	3
WBGene00016579	1653	4	2	4	2	0	2	2	0
WBGene00016580	2781	9	24	6	5	6	2	2	0
WBGene00016581	899	5	6	1	1	1	2	1	0
WBGene00016582	5503	987	1514	757	686	578	526	346	252
WBGene00016583	1977	379	661	215	186	168	178	115	72
WBGene00016590	536	142	132	24	24	33	19	20	12
WBGene00016585	8047	105	207	62	51	50	48	38	27
WBGene00019579	3359	13	33	7	12	9	12	6	2
WBGene00019580	3314	11	14	3	8	1	0	1	2
WBGene00235167	171	0	0	0	0	0	0	0	0
WBGene00172532	21	0	0	0	0	0	0	0	0
WBGene00006733	1648	662	792	244	192	197	203	142	102
WBGene00008948	5058	1569	1840	747	652	616	487	353	200
WBGene00198601	137	0	0	1	0	0	0	0	0
WBGene00201179	67	0	0	0	0	1	0	0	0
WBGene00200223	135	1	1	0	0	0	0	0	0
WBGene00004756	5189	1527	1801	1751	1524	1370	1017	827	542
WBGene00235129	145	3	2	0	0	0	0	0	0
WBGene00195390	219	1	0	0	0	0	0	1	0
WBGene00013922	1064	2	0	0	0	1	1	2	0
WBGene00009212	1413	513	362	207	252	180	90	83	57
WBGene00044285	1182	0	3	0	0	0	1	0	1
WBGene00009216	655	8	14	3	2	4	3	3	0
WBGene00009217	2376	17	27	13	6	6	8	2	2
WBGene00004492	1133	7378	8621	4000	3493	3225	3233	2135	1446
WBGene00009218	6586	194	302	110	84	80	81	56	35
WBGene00199516	149	0	1	0	1	0	0	0	0
WBGene00201552	212	0	0	0	0	2	0	0	0
WBGene00008582	4660	675	73	163	109	128	15	10	4
WBGene00201477	146	2	0	2	0	1	0	1	0
WBGene00174925	21	0	1	2	0	1	0	0	0
WBGene00198430	198	0	3	2	0	0	0	0	0
WBGene00201057	196	2	0	0	2	1	0	0	0
WBGene00000704	1017	91	63	36	37	23	18	6	4
WBGene00197020	88	0	0	0	0	0	0	0	0
WBGene00007730	811	234	332	114	115	99	115	68	61
WBGene00169319	21	0	0	0	0	1	0	0	0
WBGene00007731	1435	189	285	68	52	43	55	38	34
WBGene00001085	5499	3377	3325	1864	1700	1450	1182	839	583
WBGene00007732	2150	239	271	126	96	75	127	74	57
WBGene00007735	3594	7	23	31	23	27	10	17	10
WBGene00235111	132	1	0	0	0	0	0	0	0
WBGene00165722	21	0	0	0	0	0	0	0	0
WBGene00011416	1733	46	38	21	24	19	5	7	4
WBGene00011417	1628	24	15	5	3	5	4	0	3
WBGene00011419	1733	46	38	21	24	19	5	7	4
WBGene00011420	1628	24	15	5	3	5	4	0	3
WBGene00045193	922	1	0	0	0	2	0	0	0
WBGene00009954	1019	10	0	8	5	5	0	0	0
WBGene00006630	1114	3	2	1	1	0	0	1	0
WBGene00005676	1383	2	0	0	0	0	0	0	0
WBGene00009955	1032	16	2	0	3	4	0	0	0
WBGene00009957	1080	182	221	55	68	38	60	70	60
WBGene00009956	2638	21	11	11	11	8	0	1	1
WBGene00197703	138	1	0	0	0	0	0	0	0
WBGene00197646	103	0	0	0	0	0	0	0	0
WBGene00194644	1172	7	8	2	5	1	3	2	4
WBGene00014082	1904	53	22	5	13	5	4	4	1
WBGene00044907	2177	32	41	8	12	8	4	6	4
WBGene00010671	2337	761	836	245	237	245	225	137	118
WBGene00002002	1244	457	712	200	199	161	175	135	92
WBGene00010672	442	2	2	3	1	0	2	0	0
WBGene00010674	2074	11	13	3	5	7	3	5	2
WBGene00010675	1025	12	13	6	4	10	2	6	1
WBGene00000841	3918	64	67	36	29	21	14	21	12
WBGene00003995	7473	450	620	182	161	162	189	130	87
WBGene00013224	4300	1247	1056	363	317	275	269	173	125
WBGene00013223	9024	1272	1668	822	855	696	600	449	299
WBGene00000186	8930	1243	1318	879	750	686	519	388	269
WBGene00219454	299	7	20	1	0	2	2	3	0
WBGene00197955	104	0	0	0	0	0	0	0	0
WBGene00235112	299	7	20	1	0	2	2	3	0
WBGene00011939	6981	1046	1484	628	443	487	409	323	220
WBGene00198687	50	0	0	0	0	0	0	0	0
WBGene00007779	5031	250	312	126	99	127	86	54	55
WBGene00011951	1549	22	9	11	13	11	5	2	2
WBGene00011952	6337	13	6	7	3	6	1	0	0
WBGene00007987	1775	62	52	47	34	23	21	9	8
WBGene00001452	3116	144	144	142	129	95	98	78	60
WBGene00169558	21	0	0	0	0	0	0	0	0
WBGene00166368	21	0	0	0	0	0	0	0	0
WBGene00195860	126	5	39	6	7	4	0	0	0
WBGene00196673	127	1	0	1	4	2	0	0	0
WBGene00201023	125	5	38	6	7	4	0	0	0
WBGene00010829	1494	7	9	6	2	3	1	0	0
WBGene00014137	2244	66	93	14	21	9	24	9	8
WBGene00014132	2532	4	9	2	3	3	1	0	0
WBGene00014136	2703	20	32	6	6	9	15	12	10
WBGene00014135	2513	21	15	9	7	13	7	1	4
WBGene00014134	2623	17	41	15	8	10	24	13	4
WBGene00010660	3407	180	295	32	53	34	39	40	26
WBGene00010657	2875	21	17	7	7	6	4	3	7
WBGene00010658	2530	14	16	5	2	6	10	5	6
WBGene00010659	1499	10	9	2	0	2	4	1	4
WBGene00007864	2180	9	2	4	5	1	1	0	0
WBGene00007868	908	6	4	3	0	2	0	0	0
WBGene00007869	940	4	0	0	0	0	0	0	0
WBGene00194945	443	4	0	0	0	0	0	0	0
WBGene00007871	844	7	8	2	1	2	1	0	0
WBGene00007872	1261	10	8	5	4	1	0	1	1
WBGene00007875	1300	19	25	10	12	12	9	13	11
WBGene00010122	1691	7	16	7	3	0	0	4	0
WBGene00000021	6814	20	10	7	9	14	1	0	1
WBGene00010123	1842	6	5	4	5	1	4	0	1
WBGene00014771	1705	6	0	1	2	3	0	1	0
WBGene00010747	3970	23	55	9	20	7	20	8	12
WBGene00010750	2730	27	68	9	9	4	10	16	8
WBGene00010749	2159	19	56	10	11	8	21	8	9
WBGene00010748	2306	2	3	2	3	2	0	0	0
WBGene00045198	1249	0	5	0	1	1	0	0	0
WBGene00009889	3066	35	10	8	3	10	2	0	0
WBGene00014767	73	0	0	1	0	1	0	0	1
WBGene00009894	412	0	0	0	0	0	0	0	0
WBGene00000705	1535	9	5	0	1	2	0	0	0
WBGene00197456	120	0	0	0	1	0	0	0	0
WBGene00008031	4061	30	27	4	2	2	7	1	1
WBGene00000706	1490	82	8	6	4	4	1	0	0
WBGene00008034	2667	953	1301	325	313	294	316	235	149
WBGene00001007	1879	704	619	368	272	255	230	215	117
WBGene00007203	1659	76	52	13	14	11	1	7	6
WBGene00007204	1563	13	5	0	3	2	0	0	0
WBGene00173590	21	0	0	0	0	0	0	0	0
WBGene00008623	3364	16	13	8	9	7	4	4	3
WBGene00165993	21	0	0	0	3	0	0	0	0
WBGene00008624	3890	433	414	104	85	93	95	82	66
WBGene00172590	21	1	0	0	1	0	0	0	0
WBGene00002974	5301	46	67	30	21	15	14	13	3
WBGene00044978	733	5	8	7	2	9	1	2	0
WBGene00185077	759	11	9	2	2	0	2	0	0
WBGene00206469	4093	44	19	37	39	28	10	8	3
WBGene00008177	3820	86	109	57	57	61	32	19	14
WBGene00000417	5762	1350	1527	953	733	752	663	505	350
WBGene00044909	496	3	0	2	0	3	0	2	0
WBGene00194643	2199	17	6	11	28	9	7	7	0
WBGene00000501	4838	35	72	21	17	17	14	6	8
WBGene00198553	87	0	0	0	0	0	0	0	0
WBGene00219548	473	2	5	3	4	2	1	2	0
WBGene00010435	3643	1684	1943	612	616	442	532	395	275
WBGene00006466	2161	2802	6179	527	527	574	981	530	351
WBGene00004424	1064	8921	7646	8737	8346	7177	7364	5088	3565
WBGene00010440	1664	692	869	149	145	139	113	86	56
WBGene00006763	10959	739	981	533	474	453	359	281	177
WBGene00013460	8968	783	1107	560	476	485	361	240	192
WBGene00013465	6535	1353	1268	1626	1339	1425	1034	926	649
WBGene00013461	8094	967	1053	597	510	499	428	321	220
WBGene00004156	1899	119	72	110	99	87	44	37	24
WBGene00004333	4324	1692	1751	1251	1092	1005	664	517	352
WBGene00012191	2489	16	20	25	20	25	5	1	5
WBGene00013374	815	0	1	0	0	0	0	0	0
WBGene00000093	1050	145	157	43	29	41	23	17	11
WBGene00004410	862	1321	1313	321	266	221	255	213	159
WBGene00013378	1537	506	610	170	164	133	154	126	85
WBGene00004278	2262	230	294	306	311	252	176	130	114
WBGene00044745	2187	136	204	191	191	147	97	66	55
WBGene00013379	9654	430	446	182	151	161	113	94	74
WBGene00013380	1439	447	547	281	244	234	171	129	79
WBGene00013385	4538	60	38	14	20	21	15	11	8
WBGene00013382	4490	553	835	2031	2294	2160	1465	1519	901
WBGene00013383	2395	247	323	162	150	143	131	90	53
WBGene00172029	21	0	0	0	0	0	0	0	0
WBGene00010712	2781	36	9	11	11	16	4	4	2
WBGene00010714	11188	70	83	46	26	41	20	16	17
WBGene00010713	9436	1336	1493	1350	1283	1196	666	614	446
WBGene00045062	1866	64	36	46	63	46	20	20	10
WBGene00206493	1077	11	18	13	14	16	12	4	2
WBGene00171621	21	0	0	0	0	0	0	0	0
WBGene00012638	1804	43	28	22	10	7	7	4	5
WBGene00012868	25918	2523	3378	2536	2368	2182	1571	1264	907
WBGene00003755	493	48	39	12	9	10	16	8	6
WBGene00004239	1856	2103	2615	1060	917	872	783	604	387
WBGene00003582	8502	1281	1890	1139	998	996	826	653	439
WBGene00004681	18302	2386	3198	1930	1782	1614	1187	999	701
WBGene00009943	4829	142	161	50	56	41	39	19	22
WBGene00199167	57	0	0	0	0	0	0	0	0
WBGene00169741	21	0	0	0	0	0	0	0	0
WBGene00174346	21	0	0	0	0	0	0	0	0
WBGene00167324	21	0	0	0	0	0	0	0	0
WBGene00012872	942	7	1	2	4	2	1	0	1
WBGene00171209	21	0	0	0	0	0	0	0	0
WBGene00006631	1139	0	2	1	0	0	0	0	0
WBGene00171238	21	0	0	0	0	0	0	0	0
WBGene00174123	21	0	0	0	0	0	0	0	0
WBGene00165996	21	0	0	0	0	0	0	0	0
WBGene00166029	21	0	0	0	0	0	0	0	0
WBGene00012873	942	7	1	3	4	3	1	0	1
WBGene00169212	21	0	0	0	0	0	0	0	0
WBGene00045045	1682	13	1	3	2	4	2	0	0
WBGene00168270	21	0	0	0	1	0	0	0	0
WBGene00172002	21	0	0	0	0	0	0	0	0
WBGene00047636	21	0	0	0	0	0	0	0	0
WBGene00169490	21	0	0	0	0	0	0	0	0
WBGene00045591	21	0	0	0	0	0	0	0	0
WBGene00172135	21	0	0	0	0	0	0	0	0
WBGene00166076	21	0	0	0	0	0	0	0	0
WBGene00047193	21	0	0	0	0	0	0	0	0
WBGene00007460	2457	150	325	183	149	135	209	165	119
WBGene00047082	21	0	0	0	0	0	0	0	0
WBGene00167886	21	0	0	0	0	0	0	0	0
WBGene00170337	21	0	0	0	0	0	0	0	0
WBGene00167583	21	0	0	0	0	0	0	0	0
WBGene00045285	399	0	0	0	0	0	0	0	0
WBGene00047612	21	0	0	0	0	0	0	0	0
WBGene00167964	21	0	0	0	0	0	0	0	0
WBGene00007461	5257	9	17	3	6	8	4	3	0
WBGene00050237	21	0	0	0	0	0	0	0	0
WBGene00174829	21	0	0	0	0	0	0	0	0
WBGene00167288	21	0	0	0	0	0	0	0	0
WBGene00174492	21	0	0	0	0	0	0	0	0
WBGene00047597	21	0	0	0	0	0	0	0	0
WBGene00170911	21	0	0	0	0	0	0	0	0
WBGene00174224	21	0	0	0	0	0	0	0	0
WBGene00168232	21	0	0	0	0	0	0	0	0
WBGene00046989	21	0	0	0	0	0	0	0	0
WBGene00048575	21	0	0	0	0	0	0	0	0
WBGene00047343	21	0	0	0	0	0	0	0	0
WBGene00047397	21	0	0	0	0	0	0	0	0
WBGene00165838	21	0	0	0	0	0	0	0	0
WBGene00172150	21	0	0	0	0	0	0	0	0
WBGene00169536	21	0	0	0	0	0	0	0	0
WBGene00167242	21	0	0	0	0	0	0	0	0
WBGene00194668	627	8	6	1	3	1	1	4	1
WBGene00048391	21	0	0	0	0	0	0	0	0
WBGene00049654	21	0	0	0	0	0	0	0	0
WBGene00014672	416	12	15	3	4	2	2	0	0
WBGene00169567	21	0	0	0	0	0	0	0	0
WBGene00165037	21	0	0	0	0	0	0	0	0
WBGene00047415	21	0	0	0	0	0	0	0	0
WBGene00173934	21	0	0	0	0	0	0	0	0
WBGene00174456	21	0	0	0	0	0	0	0	0
WBGene00173476	21	0	0	0	0	0	0	0	0
WBGene00166967	21	0	0	0	0	0	0	0	0
WBGene00167532	21	0	0	0	0	0	0	0	0
WBGene00167820	21	0	0	0	1	0	0	0	0
WBGene00174335	21	1	0	0	0	0	0	0	0
WBGene00049183	21	0	0	0	0	1	0	0	0
WBGene00165219	21	0	0	0	0	0	0	0	0
WBGene00167167	21	0	0	0	0	0	0	0	0
WBGene00049759	21	0	0	0	0	0	0	0	0
WBGene00007456	1461	0	1	0	0	0	0	0	0
WBGene00167985	21	0	0	0	0	0	0	0	0
WBGene00046733	21	0	0	0	0	0	0	0	0
WBGene00172597	21	0	0	0	0	0	0	0	0
WBGene00007458	924	868	1691	100	99	95	149	132	73
WBGene00169142	21	0	0	0	0	0	0	0	0
WBGene00007457	1297	34	15	3	6	6	4	2	0
WBGene00166558	21	0	0	0	0	0	0	0	0
WBGene00171482	21	0	0	0	0	0	0	0	0
WBGene00045069	503	1	0	0	0	0	0	0	0
WBGene00007459	499	113	189	6	5	5	7	4	4
WBGene00045068	513	0	0	2	1	0	0	0	0
WBGene00012877	3135	33	23	9	8	8	4	2	0
WBGene00166651	21	0	0	0	0	0	0	0	0
WBGene00168386	21	0	0	0	0	0	0	0	0
WBGene00165511	21	0	0	1	0	0	0	0	0
WBGene00173319	21	0	0	0	0	0	0	0	0
WBGene00012878	556	123	256	7	6	6	9	6	9
WBGene00012880	793	79	106	20	18	18	24	14	15
WBGene00174022	21	0	0	0	0	0	0	0	0
WBGene00168803	21	0	0	1	0	0	0	0	0
WBGene00169221	21	0	0	0	0	0	0	0	0
WBGene00165243	21	0	0	0	0	0	0	0	0
WBGene00012879	1565	1196	1873	695	545	602	451	309	212
WBGene00169609	21	0	0	0	0	0	0	0	0
WBGene00168281	21	0	0	0	0	0	0	0	0
WBGene00167660	21	0	0	0	0	0	0	0	0
WBGene00169598	21	0	0	0	0	0	0	0	0
WBGene00168450	21	0	0	0	0	0	0	0	0
WBGene00172908	21	0	0	0	0	1	0	0	0
WBGene00045638	21	0	0	0	0	0	0	0	0
WBGene00169018	21	0	0	0	0	0	0	0	0
WBGene00174777	21	0	0	0	0	0	0	0	0
WBGene00174035	21	0	0	0	0	0	0	0	0
WBGene00165640	21	0	0	0	0	0	0	0	0
WBGene00047527	21	0	0	0	0	0	0	0	0
WBGene00168187	21	0	0	0	0	0	0	0	0
WBGene00046098	21	0	0	0	0	0	0	0	0
WBGene00166607	21	0	0	0	0	0	0	0	0
WBGene00196760	183	2	0	0	0	0	0	0	0
WBGene00171854	21	0	0	0	0	0	0	0	0
WBGene00011959	1941	323	353	199	177	160	140	109	63
WBGene00011958	808	1	1	3	1	1	2	1	2
WBGene00045529	21	0	2	1	1	0	1	0	0
WBGene00173460	21	0	0	0	0	0	0	0	0
WBGene00166987	21	0	0	0	0	0	0	0	0
WBGene00170706	21	0	0	1	0	1	0	0	0
WBGene00167484	21	0	0	1	0	1	0	0	0
WBGene00174579	21	0	0	5	5	2	1	0	0
WBGene00172348	21	0	0	5	5	2	1	0	0
WBGene00050838	21	0	0	0	2	0	0	0	0
WBGene00047552	21	0	0	0	0	1	1	0	0
WBGene00049047	21	0	0	0	0	0	0	0	0
WBGene00172187	21	0	0	0	0	0	0	0	0
WBGene00166457	21	0	0	0	0	0	0	0	0
WBGene00046906	21	0	0	0	0	0	0	0	0
WBGene00165339	21	0	0	0	0	0	0	0	0
WBGene00219243	2633	4	0	5	3	1	1	0	0
WBGene00046338	21	0	1	0	0	0	0	0	0
WBGene00167769	21	0	0	0	0	0	0	0	0
WBGene00166945	21	0	0	0	0	0	0	0	0
WBGene00049723	21	0	0	0	0	0	0	0	0
WBGene00170045	21	0	0	0	0	0	0	0	0
WBGene00049041	21	1	1	0	0	0	0	0	0
WBGene00172327	21	1	1	0	0	0	0	0	0
WBGene00172515	21	12	0	0	1	0	0	0	0
WBGene00165446	21	12	0	0	1	0	0	0	0
WBGene00049658	21	0	0	0	0	0	0	0	0
WBGene00045863	21	0	0	0	0	0	0	0	0
WBGene00006580	2843	144	153	72	81	63	43	37	15
WBGene00047438	21	0	0	0	0	0	0	0	0
WBGene00168117	21	0	0	0	0	0	0	0	0
WBGene00173284	21	0	0	0	0	0	0	0	0
WBGene00169660	21	0	0	0	0	0	0	0	0
WBGene00048347	21	0	0	0	0	0	0	0	0
WBGene00173381	21	0	1	0	0	0	0	0	0
WBGene00172349	21	0	0	0	0	0	0	0	0
WBGene00046410	21	0	0	0	0	0	0	0	0
WBGene00046620	21	0	1	0	0	0	0	0	0
WBGene00170561	21	0	1	0	0	0	0	0	0
WBGene00048715	21	0	0	0	0	0	0	0	0
WBGene00170571	21	0	0	0	0	0	0	0	0
WBGene00172674	21	1	0	0	0	0	0	0	0
WBGene00169506	21	1	0	0	0	0	0	0	0
WBGene00048450	21	0	0	0	0	0	0	0	0
WBGene00169151	21	0	0	0	0	0	0	0	0
WBGene00167723	21	0	0	0	0	0	0	0	0
WBGene00170790	21	0	0	0	0	0	0	0	0
WBGene00173695	21	0	0	0	1	0	0	0	0
WBGene00174957	21	0	0	0	1	0	0	0	0
WBGene00166229	21	0	0	0	0	0	0	0	0
WBGene00168910	21	0	0	0	0	0	0	0	0
WBGene00166711	21	0	0	0	0	0	0	0	0
WBGene00173830	21	0	0	0	0	0	0	0	0
WBGene00173234	21	0	0	0	0	0	0	0	0
WBGene00049996	21	0	0	0	0	0	0	0	0
WBGene00174556	21	0	0	0	0	0	0	0	0
WBGene00174373	21	0	0	0	0	0	0	0	0
WBGene00169086	21	0	0	0	0	0	0	0	0
WBGene00049700	21	0	0	0	0	0	0	0	0
WBGene00050157	21	0	0	0	0	0	0	0	0
WBGene00170804	21	0	0	0	0	0	0	0	0
WBGene00170644	21	0	0	0	0	0	0	0	0
WBGene00173389	21	0	0	0	0	0	0	0	0
WBGene00046563	21	0	0	0	0	0	0	0	0
WBGene00167853	21	0	0	0	0	0	0	0	0
WBGene00008122	474	141	148	40	31	39	19	17	11
WBGene00047997	21	19	1	8	8	4	0	0	0
WBGene00170547	21	0	0	0	0	0	0	0	0
WBGene00047304	21	0	0	0	0	0	0	0	0
WBGene00048458	21	0	0	0	0	0	0	0	0
WBGene00045701	21	0	0	0	0	0	0	0	0
WBGene00169606	21	0	0	0	0	0	0	0	0
WBGene00172242	21	0	0	0	0	0	0	0	0
WBGene00048003	21	0	0	0	0	0	0	0	0
WBGene00172930	21	0	0	0	0	0	0	0	0
WBGene00046961	21	0	0	0	0	0	0	0	0
WBGene00165212	21	0	0	0	0	0	0	0	0
WBGene00169419	21	0	0	0	0	0	0	0	0
WBGene00050655	21	0	0	0	0	0	0	0	0
WBGene00166892	21	0	1	0	0	0	0	0	0
WBGene00046048	21	0	0	0	0	0	0	0	0
WBGene00049672	21	0	0	0	0	0	0	0	0
WBGene00050720	21	0	0	0	0	0	0	0	0
WBGene00171713	21	0	0	0	0	0	0	0	0
WBGene00049812	21	0	0	0	0	0	0	0	0
WBGene00046196	21	0	0	0	0	0	0	0	0
WBGene00046051	21	0	0	0	0	0	0	0	0
WBGene00045558	21	0	0	0	0	0	0	0	0
WBGene00048499	21	0	0	0	0	0	0	0	0
WBGene00046395	21	0	0	0	0	0	0	0	0
WBGene00048320	21	0	0	0	0	0	0	0	0
WBGene00050421	21	0	0	0	1	0	0	0	0
WBGene00047548	21	0	0	0	0	0	0	0	0
WBGene00169260	21	0	0	0	0	0	0	0	0
WBGene00167126	21	0	0	0	0	0	0	0	0
WBGene00050372	21	0	0	0	0	0	0	0	0
WBGene00165254	21	0	0	0	0	0	0	0	0
WBGene00046187	21	0	0	0	0	0	0	0	0
WBGene00172817	21	0	0	0	0	0	0	0	0
WBGene00047000	21	0	0	0	0	0	0	0	0
WBGene00045837	21	0	0	0	0	0	0	0	0
WBGene00166104	21	0	0	0	0	0	0	0	0
WBGene00048231	21	0	0	0	0	0	0	0	0
WBGene00008124	1394	13	7	4	4	2	2	0	0
WBGene00045287	436	0	1	0	0	1	1	0	0
WBGene00045577	21	0	0	0	0	0	0	0	0
WBGene00165958	21	0	0	0	0	0	0	0	0
WBGene00050234	21	0	0	0	0	0	0	0	0
WBGene00172620	21	0	0	0	0	0	0	0	0
WBGene00165183	21	0	1	0	0	0	0	0	0
WBGene00165990	21	0	0	0	0	0	0	1	0
WBGene00172609	21	0	0	0	0	0	0	0	0
WBGene00167106	21	0	0	0	0	0	0	0	0
WBGene00047110	21	0	0	0	0	0	0	0	0
WBGene00048823	21	0	0	0	0	0	0	0	0
WBGene00170238	21	0	0	0	0	0	0	0	0
WBGene00047547	21	0	0	0	0	0	0	0	0
WBGene00171741	21	0	0	0	0	0	0	0	0
WBGene00171025	21	0	0	0	0	0	0	0	0
WBGene00047466	21	0	0	0	0	0	0	0	0
WBGene00050346	21	0	0	0	0	0	0	0	0
WBGene00173064	21	0	0	0	0	0	0	0	0
WBGene00171458	21	0	0	0	0	0	0	0	0
WBGene00045911	21	0	0	0	0	0	0	0	0
WBGene00167829	21	0	0	0	0	0	0	0	0
WBGene00169082	21	0	0	0	0	0	0	0	0
WBGene00166970	21	0	0	0	0	0	0	0	0
WBGene00167229	21	0	0	0	0	1	0	0	0
WBGene00171954	21	0	0	0	0	0	0	0	0
WBGene00173919	21	0	0	0	0	0	0	0	0
WBGene00166884	21	0	0	0	0	0	0	0	0
WBGene00166482	21	0	0	0	0	0	0	0	0
WBGene00166809	21	0	0	0	0	0	0	0	0
WBGene00173917	21	0	0	0	0	0	0	0	0
WBGene00174085	21	0	0	0	0	0	0	0	0
WBGene00048574	21	0	0	0	0	0	0	0	0
WBGene00173144	21	0	0	0	0	0	0	0	0
WBGene00049416	21	0	0	0	0	0	0	0	0
WBGene00168174	21	0	0	0	0	0	0	0	0
WBGene00169203	21	0	0	0	0	0	0	0	0
WBGene00046941	21	0	0	0	0	0	0	0	0
WBGene00048781	21	0	0	0	0	0	0	0	0
WBGene00046570	21	0	0	0	0	0	0	0	0
WBGene00174159	21	0	0	0	0	0	0	0	0
WBGene00050142	21	0	0	0	0	0	0	0	0
WBGene00048667	21	0	0	0	0	0	0	0	0
WBGene00165372	21	0	0	0	0	0	0	0	0
WBGene00170780	21	0	0	0	0	0	0	0	0
WBGene00173320	21	0	0	0	0	0	0	0	0
WBGene00169165	21	0	0	0	0	0	0	0	0
WBGene00050454	21	0	0	0	0	0	0	0	0
WBGene00048102	21	0	0	0	0	0	0	0	0
WBGene00047216	21	0	0	0	0	0	0	0	0
WBGene00046398	21	0	0	0	0	0	0	0	0
WBGene00167497	21	0	0	0	0	0	0	0	0
WBGene00172248	21	0	0	0	0	0	0	0	0
WBGene00174981	21	0	0	0	0	0	0	0	0
WBGene00049940	21	0	0	0	0	0	0	0	0
WBGene00050401	21	0	0	0	0	0	0	0	0
WBGene00169812	21	0	0	0	0	0	0	0	0
WBGene00048084	21	0	0	0	0	0	0	0	0
WBGene00172995	21	0	0	0	0	0	0	0	0
WBGene00169080	21	0	0	0	0	0	0	0	0
WBGene00169743	21	0	0	0	0	0	0	0	0
WBGene00172463	21	0	0	0	0	0	0	0	0
WBGene00173898	21	0	0	0	0	0	0	0	0
WBGene00173324	21	0	0	0	0	0	0	0	0
WBGene00173240	21	0	0	1	0	1	0	0	0
WBGene00012883	1131	29	11	9	7	6	2	3	4
WBGene00174104	21	0	0	0	0	0	0	0	0
WBGene00012890	3262	168	150	32	39	44	40	31	9
WBGene00012889	1219	30	25	6	11	9	8	7	3
WBGene00012888	1783	1287	1327	666	540	561	446	359	260
WBGene00012886	1650	56	11	8	7	3	2	4	0
WBGene00170285	21	0	0	0	0	0	0	0	0
WBGene00045936	21	0	0	0	1	0	0	0	0
WBGene00173469	21	0	0	0	0	0	0	0	0
WBGene00048317	21	0	0	0	0	0	0	0	0
WBGene00049892	21	0	0	0	0	0	0	0	0
WBGene00045635	21	0	0	0	0	0	0	0	0
WBGene00047817	21	0	0	0	0	0	0	0	0
WBGene00166815	21	0	0	0	0	0	0	0	0
WBGene00166342	21	0	0	0	0	0	0	0	0
WBGene00171326	21	0	0	0	0	0	0	0	0
WBGene00170431	21	0	0	0	0	0	2	0	0
WBGene00045740	21	0	0	0	0	0	2	0	0
WBGene00012892	3572	10	2	6	1	3	1	2	0
WBGene00172180	21	0	0	0	0	0	0	0	0
WBGene00047546	21	0	0	0	0	0	0	0	0
WBGene00165766	21	0	0	0	0	0	0	0	0
WBGene00049506	21	0	0	0	0	0	0	0	0
WBGene00174762	21	0	0	0	0	0	0	0	0
WBGene00166234	21	0	0	0	0	0	1	0	0
WBGene00050739	21	0	0	0	0	0	1	0	0
WBGene00169676	21	0	0	1	0	1	0	0	0
WBGene00173348	21	0	0	1	0	1	0	0	0
WBGene00012893	3476	2	0	1	0	1	1	0	0
WBGene00050483	21	0	0	0	0	0	0	0	0
WBGene00048879	21	0	0	0	0	0	0	0	0
WBGene00174118	21	0	0	0	0	0	0	0	0
WBGene00172606	21	0	0	0	0	0	0	0	0
WBGene00174759	21	0	0	0	0	0	0	0	0
